Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Levo,var-19F-Levo,sd-19F-Levo,se-19F-Levo,Total-19F-Levo,Blank-19F-Levo,Not Blank-19F-Levo,Blank Removed-19F-Levo,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
672,SPT_0140,1.011,0.005,0.072,0.009,sdaAB,64,0,64,0,,SPT_0140,0.981,0.006,0.08,0.014,31,0,31,0,0.03,93,1.778,0.07863,,"L-serine dehydratase, iron-sulfur-dependent, beta subunit",FALSE
588,SPT_0141,1.001,0.005,0.068,0.007,,90,0,90,0,,SPT_0141,0.98,0.004,0.06,0.009,49,0,49,0,0.022,137,1.954,0.0527,,LysM domain-containing protein,FALSE
321,SPT_0142,,,,,,,,,,,SPT_0142,1.075,0,0,0,1,0,1,0,,,,,,helix-turn-helix domain protein,FALSE
249,SPT_0143,1.007,0.009,0.096,0.015,,44,0,44,0,,SPT_0143,1.012,0.008,0.09,0.017,28,0,28,0,-0.006,70,0.256,0.7984,,"bacteriocin, putative",FALSE
2109,SPT_0144,0.999,0.007,0.083,0.005,,309,0,309,0,,SPT_0144,0.986,0.008,0.089,0.007,164,0,164,0,0.013,471,1.561,0.11912,,ABC transporter membrane-spanning permease - amino acid transport,FALSE
642,SPT_0145,0.995,0.005,0.072,0.008,,83,0,83,0,,SPT_0145,0.98,0.007,0.082,0.013,43,0,43,0,0.016,124,1.042,0.2994,,"amino acid ABC transporter, ATP-binding protein, putative",FALSE
807,SPT_0146,0.998,0.009,0.096,0.011,,76,0,76,0,,SPT_0146,1.011,0.007,0.081,0.013,39,0,39,0,-0.013,113,0.782,0.43581,,"amino acid ABC transporter, periplasmic amino acid-binding protein, putative",FALSE
420,SPT_0147,1.014,0.004,0.063,0.008,,68,0,68,0,,SPT_0147,0.998,0.008,0.087,0.015,32,0,32,0,0.016,98,0.927,0.35599,,argininosuccinate synthase (Citrulline--aspartateligase),FALSE
321,SPT_0148,1.095,0.03,0.174,0.061,,8,0,8,0,,SPT_0148,0.992,0.061,0.246,0.142,3,0,3,0,0.103,9,0.667,0.52166,,hypothetical protein,FALSE
369,SPT_0149,0.993,0.006,0.076,0.009,,72,0,72,0,,SPT_0149,0.991,0.005,0.072,0.012,38,0,38,0,0.002,108,0.139,0.8901,,hypothetical protein,FALSE
864,SPT_0150,1.001,0.006,0.076,0.008,,90,0,90,0,,SPT_0150,1.003,0.006,0.076,0.011,50,0,50,0,-0.002,138,0.179,0.85822,,helix-turn-helix domain protein,FALSE
237,SPT_0151,0.992,0.006,0.078,0.011,,49,0,49,0,,SPT_0151,1.027,0.007,0.083,0.017,24,0,24,0,-0.034,71,1.703,0.09295,,hypothetical protein,FALSE
177,SPT_0152,0.982,0.004,0.06,0.009,,40,0,40,0,,SPT_0152,1.01,0.005,0.068,0.015,20,0,20,0,-0.028,58,1.582,0.11918,,hypothetical protein,FALSE
213,SPT_0153,0.978,0.007,0.084,0.015,,33,0,33,0,,SPT_0153,1,0.003,0.056,0.013,19,0,19,0,-0.022,50,1.129,0.26425,,hypothetical protein,FALSE
363,SPT_0154,0.999,0.006,0.074,0.008,,97,0,97,0,,SPT_0154,1.002,0.006,0.08,0.012,48,0,48,0,-0.003,143,0.211,0.83316,,hypothetical protein,FALSE
1059,SPT_0155,0.988,0.008,0.088,0.005,,264,0,264,0,,SPT_0155,1.018,0.007,0.087,0.007,140,0,140,0,-0.03,402,3.302,0.00105,,hypothetical protein,FALSE
978,SPT_0156,0.996,0.007,0.082,0.005,,240,0,240,0,,SPT_0156,1.012,0.006,0.078,0.007,125,0,125,0,-0.016,363,1.808,0.07144,,hypothetical protein,FALSE
375,SPT_0157,1.001,0.004,0.066,0.008,,67,0,67,0,,SPT_0157,0.993,0.007,0.085,0.016,27,0,27,0,0.008,92,0.438,0.66222,,hypothetical protein,FALSE
183,SPT_0158,0.958,0.009,0.094,0.017,,31,0,31,0,,SPT_0158,1.025,0.01,0.1,0.022,20,0,20,0,-0.067,49,2.385,0.02101,,hypothetical protein,FALSE
903,SPT_0159,0.99,0.01,0.101,0.008,,177,1,176,0,,SPT_0159,1.009,0.008,0.091,0.01,92,0,92,0,-0.019,267,1.563,0.11933,,hypothetical protein,FALSE
354,SPT_0160,1.009,0.005,0.073,0.009,,60,0,60,0,,SPT_0160,1.007,0.006,0.077,0.014,32,0,32,0,0.002,90,0.132,0.89505,,hypothetical protein,FALSE
729,SPT_0161,0.988,0.005,0.071,0.005,,206,0,206,0,,SPT_0161,0.998,0.006,0.079,0.008,107,0,107,0,-0.011,311,1.155,0.24892,,hypothetical protein,FALSE
240,SPT_0162,0.98,0.01,0.099,0.016,,39,0,39,0,,SPT_0162,1.013,0.006,0.079,0.017,21,0,21,0,-0.033,58,1.398,0.16753,,hypothetical protein,FALSE
2175,SPT_0163,1.006,0.006,0.075,0.006,,138,0,138,0,,SPT_0163,1.008,0.007,0.086,0.01,77,0,77,0,-0.002,213,0.144,0.88582,,pneumococcal surface protein A,FALSE
126,SPT_0164,0.976,0.021,0.143,0.031,,21,1,20,0,,SPT_0164,1.015,0.004,0.064,0.018,13,0,13,0,-0.039,32,1.083,0.28692,,hypothetical protein,FALSE
1122,SPT_0165,,,,,mnmA,,,,,,SPT_0165,,,,,,,,,,,,,,tRNA-specific 2-thiouridylase MnmA,FALSE
456,SPT_0166,0.975,0.005,0.072,0.01,,50,0,50,0,,SPT_0166,0.978,0.009,0.096,0.021,21,0,21,0,-0.002,69,0.099,0.92166,,MutT/nudix family protein,FALSE
1914,SPT_0167,0.93,0.024,0.154,0.028,gidA,31,1,30,0,,SPT_0167,0.958,0.008,0.092,0.021,20,0,20,0,-0.028,49,0.816,0.41849,,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,FALSE
150,SPT_0168,1.003,0.001,0.034,0.02,,3,0,3,0,,SPT_0168,1.061,0,0.005,0.004,2,0,2,0,-0.057,3,2.845,0.06537,,chlorohydrolase,FALSE
1680,SPT_0169,,,,,,,,,,,SPT_0169,,,,,,,,,,,,,,metallo-beta-lactamase superfamily protein domain protein,FALSE
234,SPT_0170,0.705,0.004,0.064,0.026,,6,0,6,0,,SPT_0170,0.603,0,0.002,0.001,2,0,2,0,0.102,6,3.888,0.00809,,hypothetical protein,FALSE
246,SPT_0171,1.001,0.005,0.074,0.012,,38,0,38,0,,SPT_0171,1.013,0.003,0.058,0.013,19,0,19,0,-0.012,55,0.652,0.51691,,competence-induced protein Ccs1,FALSE
153,SPT_0172,1.006,0.009,0.094,0.018,,28,0,28,0,,SPT_0172,1.042,0.008,0.087,0.023,14,0,14,0,-0.037,40,1.25,0.21863,,bacteriocin-type signal sequence domain protein,FALSE
186,SPT_0173,0.991,0.004,0.065,0.01,,39,0,39,0,,SPT_0173,0.996,0.003,0.056,0.012,22,0,22,0,-0.005,59,0.318,0.75159,,hypothetical protein,FALSE
684,SPT_0174,0.666,0.013,0.113,0.015,,57,1,56,0,,SPT_0174,0.697,0.009,0.094,0.017,30,0,30,0,-0.031,85,1.357,0.17842,,glycoprotein endopeptidase,FALSE
438,SPT_0175,0.933,0.008,0.091,0.014,rimI,44,0,44,0,,SPT_0175,0.896,0.007,0.084,0.016,26,0,26,0,0.037,68,1.73,0.08825,,ribosomal-protein-alanine acetyltransferase,FALSE
1011,SPT_0176,0.737,0.019,0.137,0.016,,71,1,70,0,,SPT_0176,0.728,0.029,0.17,0.03,32,1,31,0,0.008,101,0.237,0.81339,,putative DNA-binding/iron metalloprotein/AP endonuclease,FALSE
503,SPT_0177,0.968,0.007,0.083,0.014,,34,0,34,0,,SPT_0177,0.952,0.008,0.091,0.023,16,0,16,0,0.016,48,0.583,0.56248,,pseudo,FALSE
1270,SPT_0178,0.999,0.005,0.069,0.008,,74,0,74,0,,SPT_0178,0.991,0.006,0.079,0.013,39,0,39,0,0.007,111,0.489,0.6259,,pseudo,FALSE
1480,SPT_0179,0.992,0.007,0.085,0.005,,321,0,321,0,,SPT_0179,1.005,0.007,0.085,0.007,158,0,158,0,-0.013,477,1.631,0.10345,,pseudo,FALSE
876,SPT_0181,0.987,0.009,0.095,0.006,,259,2,257,0,,SPT_0181,1.025,0.007,0.083,0.007,134,0,134,0,-0.038,391,4.066,0.00006,,"glycosyl transferase, family 2",FALSE
1617,SPT_0182,1.001,0.007,0.082,0.004,,373,0,373,0,,SPT_0182,1.024,0.008,0.09,0.006,207,0,207,0,-0.023,578,3.087,0.00212,,"ABC transporter, ATP-binding protein",FALSE
156,SPT_0183,0.983,0.006,0.078,0.01,,56,0,56,0,,SPT_0183,1.003,0.004,0.067,0.012,33,0,33,0,-0.021,87,1.32,0.19044,,hypothetical protein,FALSE
225,SPT_0184,0.958,0.013,0.113,0.014,,66,0,66,0,,SPT_0184,1.044,0.01,0.101,0.018,33,0,33,0,-0.086,97,3.831,0.00023,,hypothetical protein,FALSE
201,SPT_0185,0.979,0.006,0.08,0.01,,70,0,70,0,,SPT_0185,1.043,0.007,0.082,0.014,33,0,33,0,-0.063,101,3.692,0.00036,,hypothetical protein,FALSE
1520,SPT_0187,0.987,0.009,0.093,0.005,,318,1,317,0,,SPT_0187,1.012,0.007,0.085,0.006,171,0,171,0,-0.025,487,2.991,0.00292,,pseudo,FALSE
864,SPT_0188,0.996,0.014,0.119,0.01,,138,1,137,0,,SPT_0188,0.982,0.02,0.143,0.017,71,1,70,0,0.013,207,0.661,0.50925,,transcriptional regulator,FALSE
198,SPT_0189,0.998,0.005,0.072,0.023,,10,0,10,0,,SPT_0189,0.928,0.005,0.07,0.027,7,0,7,0,0.07,15,1.997,0.06431,,hypothetical protein,FALSE
666,SPT_0190,1.006,0.005,0.068,0.006,,112,0,112,0,,SPT_0190,1.004,0.006,0.075,0.009,67,0,67,0,0.002,177,0.196,0.84497,,caax amino protease family,FALSE
1227,SPT_0191,1.003,0.005,0.072,0.005,,177,0,177,0,,SPT_0191,1.004,0.006,0.076,0.008,94,0,94,0,-0.001,269,0.091,0.92783,,"transporter, major facilitator family protein",FALSE
198,SPT_0192,1.043,0.001,0.024,0.011,,5,0,5,0,,SPT_0192,1.075,0.005,0.069,0.031,5,0,5,0,-0.032,8,0.976,0.35748,,chlorohydrolase,FALSE
657,SPT_0193,1.002,0.005,0.071,0.007,,91,0,91,0,,SPT_0193,1.003,0.006,0.079,0.012,42,0,42,0,-0.001,131,0.074,0.94152,,branched-chain amino acid permease,FALSE
324,SPT_0194,1.002,0.004,0.066,0.01,,42,0,42,0,,SPT_0194,1.017,0.004,0.067,0.013,25,0,25,0,-0.015,65,0.883,0.38065,,branched-chain amino acid transport protein AzlD,FALSE
831,SPT_0195,0.969,0.007,0.084,0.016,,27,0,27,0,,SPT_0195,0.934,0.004,0.059,0.016,13,0,13,0,0.035,38,1.52,0.13688,,"ABC transporter, substrate-binding protein",FALSE
855,SPT_0196,1.018,0.006,0.078,0.009,,79,0,79,0,,SPT_0196,1.021,0.008,0.091,0.014,42,0,42,0,-0.003,119,0.193,0.84731,,lipoprotein,FALSE
1374,SPT_0197,0.996,0.004,0.064,0.005,,181,0,181,0,,SPT_0197,0.997,0.004,0.064,0.007,92,0,92,0,-0.002,271,0.196,0.84492,,acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase,FALSE
1062,SPT_0198,1.015,0.005,0.074,0.008,,92,0,92,0,,SPT_0198,1.006,0.004,0.066,0.01,46,0,46,0,0.009,136,0.72,0.47245,,"ABC transporter, ATP-binding protein",FALSE
693,SPT_0199,0.991,0.006,0.077,0.009,,69,0,69,0,,SPT_0199,0.998,0.005,0.067,0.011,36,0,36,0,-0.008,103,0.515,0.6076,,ABC transporter permease protein,FALSE
570,SPT_0200,0.996,0.004,0.061,0.006,,97,0,97,0,,SPT_0200,1.002,0.007,0.084,0.012,49,0,49,0,-0.007,144,0.486,0.62803,,membrane-bound protein,FALSE
615,SPT_0201,0.996,0.006,0.076,0.007,,122,0,122,0,,SPT_0201,0.993,0.007,0.084,0.01,67,0,67,0,0.003,187,0.269,0.78858,,hypothetical protein,FALSE
1599,SPT_0202,0.998,0.004,0.061,0.004,,282,0,282,0,,SPT_0202,1,0.008,0.087,0.007,150,0,150,0,-0.002,430,0.255,0.79856,,"sensor histidine kinase, putative",FALSE
1287,SPT_0203,0.997,0.006,0.078,0.005,,223,0,223,0,,SPT_0203,1.004,0.006,0.079,0.008,110,0,110,0,-0.007,331,0.766,0.44429,,DNA-binding response regulator,FALSE
534,SPT_0204,0.992,0.005,0.072,0.007,,119,0,119,0,,SPT_0204,0.998,0.004,0.061,0.008,54,0,54,0,-0.005,171,0.479,0.63268,,hypothetical protein,FALSE
471,SPT_0205,0.76,0,0.003,0.002,,2,0,2,0,,SPT_0205,0.779,0.005,0.071,0.05,2,0,2,0,-0.02,2,0.396,0.73037,,ribonucleotide reductase,FALSE
1347,SPT_0206,,,,,,,,,,,SPT_0206,,,,,,,,M,,,,,,Spn1 transposase,FALSE
1263,SPT_0207,1.022,0.006,0.078,0.007,,136,0,136,0,,SPT_0207,1.017,0.008,0.087,0.011,62,0,62,0,0.005,196,0.359,0.71978,,mn2+ and fe2+ transporter of the nramp family,FALSE
459,SPT_0208,0.98,0.006,0.077,0.01,,59,0,59,0,,SPT_0208,0.964,0.006,0.079,0.015,28,0,28,0,0.016,85,0.906,0.36756,,hypothetical protein,FALSE
441,SPT_0209,0.994,0.005,0.07,0.012,,35,0,35,0,,SPT_0209,1.017,0.004,0.064,0.018,13,0,13,0,-0.023,46,1.09,0.28145,,response regulator of the LytR/AlgR family,FALSE
126,SPT_0210,1.012,0.008,0.091,0.026,,12,0,12,0,,SPT_0210,0.964,0.005,0.071,0.032,5,0,5,0,0.048,15,1.155,0.26616,,chlorohydrolase,FALSE
1950,SPT_0211,0.997,0.005,0.067,0.005,mutL,191,0,191,0,,SPT_0211,0.981,0.006,0.079,0.008,94,0,94,0,0.016,283,1.675,0.09508,,DNA mismatch repair protein,FALSE
468,SPT_0212,0.995,0.004,0.065,0.006,ribH,110,0,110,0,,SPT_0212,0.994,0.006,0.077,0.01,61,0,61,0,0.001,169,0.095,0.92475,,"6,7-dimethyl-8-ribityllumazine synthase",FALSE
1206,SPT_0213,0.994,0.005,0.068,0.004,,282,0,282,0,,SPT_0213,0.997,0.006,0.08,0.007,148,0,148,0,-0.003,428,0.448,0.65422,,riboflavin biosynthesis protein ribAB,FALSE
636,SPT_0214,0.991,0.006,0.075,0.006,ribE,157,0,157,0,,SPT_0214,0.986,0.008,0.089,0.01,85,0,85,0,0.005,240,0.414,0.67904,,"riboflavin synthase, alpha subunit",FALSE
1101,SPT_0215,1,0.006,0.076,0.005,ribD,245,0,245,0,,SPT_0215,1.004,0.006,0.08,0.007,124,0,124,0,-0.004,367,0.466,0.64116,,riboflavin biosynthesis protein RibD,FALSE
594,SPT_0216,,,,,ruvA,,,,,,SPT_0216,,,,,,,,,,,,,,Holliday junction DNA helicase RuvA,FALSE
564,SPT_0217,1.012,0.005,0.07,0.011,,41,0,41,0,,SPT_0217,1.04,0.006,0.079,0.016,23,0,23,0,-0.028,62,1.41,0.16361,,DNA-3-methyladenine glycosylase 1,FALSE
678,SPT_0218,0.991,0.006,0.076,0.007,,126,0,126,0,,SPT_0218,0.994,0.007,0.081,0.01,61,0,61,0,-0.003,185,0.235,0.81428,,caax amino protease family,FALSE
1032,SPT_0219,1.006,0.005,0.07,0.006,,124,0,124,0,,SPT_0219,0.989,0.006,0.08,0.01,68,0,68,0,0.017,190,1.491,0.1377,,MccC family protein,FALSE
684,SPT_0220,1.011,0.004,0.064,0.006,,127,0,127,0,,SPT_0220,0.989,0.005,0.068,0.009,64,0,64,0,0.022,189,2.107,0.03641,,hypothetical protein,FALSE
945,SPT_0221,0.972,0.005,0.073,0.009,,71,0,71,0,,SPT_0221,0.931,0.008,0.088,0.016,31,0,31,0,0.04,100,2.232,0.02784,,magnesium and cobalt transporter,FALSE
1167,SPT_0222,0.992,0.005,0.073,0.004,,264,0,264,0,,SPT_0222,0.993,0.007,0.081,0.007,136,0,136,0,-0.002,398,0.223,0.82364,,phage integrase family integrase/recombinase,FALSE
1515,SPT_0223,0.964,0.008,0.087,0.005,,280,0,280,0,,SPT_0223,0.975,0.009,0.093,0.008,140,0,140,0,-0.011,418,1.165,0.24453,,divergent AAA domain family,FALSE
714,SPT_0224,0.854,0.036,0.189,0.025,,56,3,53,0,,SPT_0224,0.903,0.02,0.141,0.024,34,1,33,0,-0.049,88,1.389,0.16843,,putative DNA-binding phage protein,FALSE
183,SPT_0225,0.908,0.01,0.102,0.018,,32,0,32,0,,SPT_0225,0.899,0.011,0.106,0.027,16,0,16,0,0.009,46,0.269,0.78943,,putative DNA-binding phage protein,FALSE
627,SPT_0226,0.983,0.005,0.073,0.01,,50,0,50,0,,SPT_0226,0.941,0.006,0.078,0.016,24,0,24,0,0.041,72,2.187,0.03203,,hypothetical protein,FALSE
396,SPT_0227,1.015,0.006,0.075,0.011,,49,0,49,0,,SPT_0227,1.018,0.004,0.063,0.012,26,0,26,0,-0.003,73,0.176,0.86086,,hypothetical protein,FALSE
201,SPT_0228,1.007,0.002,0.043,0.012,,13,0,13,0,,SPT_0228,1.007,0.002,0.049,0.019,7,0,7,0,0.001,18,0.025,0.98067,,hypothetical protein,FALSE
216,SPT_0229,1.012,0.007,0.085,0.016,,27,0,27,0,,SPT_0229,1.012,0.012,0.111,0.031,13,0,13,0,0,38,0.01,0.99191,,hypothetical protein,FALSE
342,SPT_0230,0.997,0.007,0.081,0.013,,42,0,42,0,,SPT_0230,1.017,0.012,0.108,0.025,19,0,19,0,-0.02,59,0.706,0.48267,,phage protein,FALSE
282,SPT_0231,0.968,0.006,0.08,0.015,,27,0,27,0,,SPT_0231,0.979,0.006,0.079,0.024,11,0,11,0,-0.011,36,0.397,0.69381,,phage protein,FALSE
867,SPT_0232,1.004,0.005,0.068,0.01,,44,0,44,0,,SPT_0232,0.996,0.017,0.132,0.025,28,1,27,0,0.008,70,0.312,0.75578,,phage protein,FALSE
1470,SPT_0233,0.997,0.005,0.071,0.004,,332,0,332,0,,SPT_0233,0.998,0.006,0.077,0.006,159,0,159,0,0,489,0.041,0.96721,,"prophage Sa05, DNA primase, P4 family",FALSE
168,SPT_0234,1.027,0.009,0.092,0.017,,29,0,29,0,,SPT_0234,1.049,0.005,0.068,0.018,14,0,14,0,-0.022,41,0.889,0.37913,,hypothetical protein,FALSE
531,SPT_0235,1.022,0.008,0.091,0.01,,81,0,81,0,,SPT_0235,1.022,0.006,0.078,0.013,38,0,38,0,0,117,0.024,0.98111,,phage protein,FALSE
132,SPT_0236,0.981,0.004,0.06,0.012,,24,0,24,0,,SPT_0236,0.98,0.009,0.093,0.025,14,0,14,0,0.001,36,0.026,0.97929,,phage protein,FALSE
420,SPT_0237,0.995,0.006,0.078,0.008,,88,0,88,0,,SPT_0237,0.99,0.006,0.079,0.013,40,0,40,0,0.005,126,0.359,0.72035,,phage protein,FALSE
2832,SPT_0238,0.989,0.006,0.075,0.004,uvrA,335,0,335,0,,SPT_0238,0.959,0.007,0.086,0.007,165,0,165,0,0.03,498,3.78,0.00018,,excinuclease ABC subunit A,FALSE
1062,SPT_0239,1.002,0.004,0.064,0.005,,158,0,158,0,,SPT_0239,0.995,0.004,0.062,0.007,81,0,81,0,0.007,237,0.81,0.419,,Xaa-Pro dipeptidase,FALSE
399,SPT_0240,,,,,spxA,,,,,,SPT_0240,,,,,,,,,,,,,,regulatory protein spx,FALSE
570,SPT_0241,0.979,0.004,0.063,0.008,,62,0,62,0,,SPT_0241,0.991,0.004,0.061,0.011,32,0,32,0,-0.012,92,0.886,0.37786,,"lipoprotein, putative",FALSE
267,SPT_0242,0.91,0.004,0.062,0.011,,32,0,32,0,,SPT_0242,0.845,0.008,0.09,0.021,18,0,18,0,0.065,48,2.731,0.0088,,hypothetical protein,FALSE
420,SPT_0243,,,,,,,,,,,SPT_0243,,,,,,,,,,,,,,hypothetical protein,FALSE
306,SPT_0244,1.044,0.007,0.085,0.014,,37,0,37,0,,SPT_0244,0.999,0.006,0.077,0.018,19,0,19,0,0.045,54,1.996,0.05101,,hypothetical protein,FALSE
1251,SPT_0245,1.017,0.004,0.063,0.005,,132,0,132,0,,SPT_0245,1.01,0.006,0.076,0.009,65,0,65,0,0.007,195,0.672,0.50257,,"dihydrofolate synthetase, putative",FALSE
456,SPT_0246,1.01,0.006,0.076,0.01,,54,0,54,0,,SPT_0246,1.023,0.007,0.081,0.014,31,0,31,0,-0.013,83,0.711,0.47886,,"lipoprotein, putative",FALSE
1533,SPT_0247,0.859,0.007,0.084,0.005,,328,0,328,0,,SPT_0247,0.791,0.011,0.105,0.008,159,1,158,0,0.068,485,7.119,0,,cardiolipin synthetase,FALSE
1539,SPT_0248,0.951,0.009,0.096,0.006,,250,1,249,0,,SPT_0248,0.917,0.008,0.091,0.008,125,0,125,0,0.033,373,3.293,0.00109,,competence-induced protein Ccs4,FALSE
2208,SPT_0249,0.616,0.074,0.273,0.036,nrdD,56,12,44,0,,SPT_0249,0.587,0.041,0.202,0.035,33,4,29,0,0.029,87,0.577,0.56542,,anaerobic ribonucleoside-triphosphate reductase,FALSE
141,SPT_0250,,,,,,,,,,,SPT_0250,,,,,,,,,,,,,,anaerobic ribonucleoside-triphosphate reductase,FALSE
141,SPT_0251,0.97,0.003,0.052,0.013,,17,0,17,0,,SPT_0251,1.01,0.001,0.029,0.01,8,0,8,0,-0.039,23,2.395,0.02513,,hypothetical protein,FALSE
507,SPT_0252,0.981,0.005,0.069,0.011,,37,0,37,0,,SPT_0252,0.958,0.006,0.08,0.018,21,0,21,0,0.023,56,1.087,0.2819,,"acetyltransferase, gnat family",FALSE
591,SPT_0253,0.789,0.051,0.225,0.041,nrdG,30,1,29,0,,SPT_0253,0.695,0.023,0.152,0.039,15,1,14,0,0.094,43,1.657,0.10474,,anaerobic ribonucleoside-triphosphate reductase activating protein,FALSE
618,SPT_0254,0.995,0.004,0.066,0.006,,103,0,103,0,,SPT_0254,0.976,0.006,0.079,0.011,50,0,50,0,0.018,151,1.419,0.15809,,phosphoribulokinase / Uridine kinase family,FALSE
309,SPT_0255,,,,,rpsJ,,,,,,SPT_0255,,,,,,,,,,,,,,30S ribosomal protein S10,FALSE
627,SPT_0256,,,,,rplC,,,,,,SPT_0256,,,,,,,,,,,,,,ribosomal protein L3,FALSE
624,SPT_0257,,,,,rplD,,,,,,SPT_0257,,,,,,,,,,,,,,ribosomal protein L4/L1 family,FALSE
297,SPT_0258,,,,,rplW,,,,,,SPT_0258,,,,,,,,,,,,,,ribosomal protein L23,FALSE
834,SPT_0259,,,,,rplB,,,,,,SPT_0259,,,,,,,,,,,,,,50S ribosomal protein L2,FALSE
282,SPT_0260,,,,,rpsS,,,,,,SPT_0260,,,,,,,,,,,,,,30S ribosomal protein S19,FALSE
345,SPT_0261,,,,,rplV,,,,,,SPT_0261,,,,,,,,,,,,,,ribosomal protein L22,FALSE
654,SPT_0262,,,,,rpsC,,,,,,SPT_0262,,,,,,,,,,,,,,30S ribosomal protein S3,FALSE
414,SPT_0263,,,,,rplP,,,,,,SPT_0263,,,,,,,,,,,,,,50S ribosomal protein L16,FALSE
207,SPT_0264,,,,,rpmC,,,,,,SPT_0264,,,,,,,,,,,,,,ribosomal protein L29,FALSE
261,SPT_0265,,,,,rpsQ,,,,,,SPT_0265,,,,,,,,,,,,,,ribosomal protein S17,FALSE
369,SPT_0266,0.48,0,0,0,rplN,1,0,1,0,,SPT_0266,,,,,,,,,,,,,,ribosomal protein L14,FALSE
306,SPT_0267,,,,,rplX,,,,,,SPT_0267,,,,,,,,,,,,,,ribosomal protein L24,FALSE
543,SPT_0268,,,,,rplE,,,,,,SPT_0268,,,,,,,,,,,,,,50S ribosomal protein L5,FALSE
270,SPT_0269,,,,,rpsN,,,,,,SPT_0269,,,,,,,,,,,,,,30S ribosomal protein S14,FALSE
399,SPT_0270,,,,,rpsH,,,,,,SPT_0270,,,,,,,,,,,,,,30S ribosomal protein S8,FALSE
537,SPT_0271,0.619,0.101,0.318,0.13,rplF,6,1,5,0,,SPT_0271,0.628,0,0,0,1,0,1,0,-0.009,5,0.071,0.94588,,50S ribosomal protein L6,FALSE
357,SPT_0272,,,,,rplR,,,,,,SPT_0272,,,,,,,,,,,,,,50S ribosomal protein L18,FALSE
495,SPT_0273,,,,,rpsE,,,,,,SPT_0273,,,,,,,,,,,,,,30S ribosomal protein S5,FALSE
183,SPT_0274,,,,,rpmD,,,,,,SPT_0274,,,,,,,,,,,,,,ribosomal protein L30,FALSE
441,SPT_0275,,,,,rplO,,,,,,SPT_0275,,,,,,,,,,,,,,ribosomal protein L15,FALSE
1311,SPT_0276,,,,,secY,,,,,,SPT_0276,,,,,,,,,,,,,,"preprotein translocase, SecY subunit",FALSE
639,SPT_0277,,,,,adk,,,,,,SPT_0277,,,,,,,,,,,,,,adenylate kinase (ATP-AMP transphosphorylase) (AK)(Superoxide-inducible protein 16) (SOI16),FALSE
219,SPT_0278,,,,,infA,,,,,,SPT_0278,,,,,,,,,,,,,,translation initiation factor IF-1,FALSE
117,SPT_0279,,,,,rpmJ,,,,,,SPT_0279,,,,,,,,,,,,,,ribosomal protein L36,FALSE
330,SPT_0280,,,,,,,,,,,SPT_0280,,,,,,,,,,,,,,"ribosomal protein S13p/S18e, unverified frameshift",FALSE
384,SPT_0281,,,,,rpsK,,,,,,SPT_0281,,,,,,,,,,,,,,ribosomal protein S11,FALSE
936,SPT_0282,,,,,rpoA,,,,,,SPT_0282,,,,,,,,,,,,,,DNA-directed RNA polymerase subunit alpha,FALSE
387,SPT_0283,,,,,rplQ,,,,,,SPT_0283,,,,,,,,,,,,,,50S ribosomal protein L17,FALSE
267,SPT_0284,0.685,0.02,0.141,0.023,,38,1,37,0,,SPT_0284,0.711,0.016,0.125,0.029,19,1,18,0,-0.026,55,0.701,0.48601,,ACT domain protein,FALSE
1338,SPT_0285,0.685,0.009,0.097,0.011,,82,0,82,0,,SPT_0285,0.704,0.007,0.082,0.013,42,0,42,0,-0.02,122,1.179,0.24083,,hypothetical protein,FALSE
750,SPT_0286,0.93,0.018,0.136,0.014,,92,1,91,0,,SPT_0286,0.923,0.017,0.131,0.02,42,0,42,0,0.007,132,0.281,0.77915,,phosphoglycerate mutase 2 paralog,FALSE
2140,SPT_0287,0.985,0.005,0.071,0.004,,340,0,340,0,,SPT_0287,0.983,0.005,0.073,0.006,175,0,175,0,0.002,513,0.255,0.79871,,pseudo,FALSE
1092,SPT_0289,0.971,0.005,0.07,0.006,,125,0,125,0,,SPT_0289,0.96,0.006,0.076,0.009,65,0,65,0,0.011,188,0.926,0.35564,,Fe(3+) ions import ATP-binding protein FbpC,FALSE
1440,SPT_0290,0.972,0.008,0.091,0.006,,222,1,221,0,,SPT_0290,0.979,0.007,0.084,0.008,122,0,122,0,-0.007,342,0.699,0.48473,,pseudo,FALSE
198,SPT_0292,0.985,0.006,0.08,0.011,,49,0,49,0,,SPT_0292,1.006,0.008,0.087,0.017,26,0,26,0,-0.022,73,1.06,0.29247,,"transcriptional regulator, AraC family protein",FALSE
777,SPT_0293,0.991,0.009,0.094,0.008,,150,0,150,0,,SPT_0293,1.034,0.007,0.086,0.01,81,0,81,0,-0.043,229,3.538,0.00049,,pyruvate formate-lyase 3,FALSE
747,SPT_0294,0.978,0.008,0.087,0.008,,131,0,131,0,,SPT_0294,1.002,0.008,0.087,0.01,75,0,75,0,-0.024,204,1.898,0.05909,,DeoR family transcriptional regulator,FALSE
