Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Kan,var-2394-Kan,sd-2394-Kan,se-2394-Kan,gene,Total-2394-Kan,Blank-2394-Kan,Not Blank-2394-Kan,Blank Removed-2394-Kan,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
158,SP_0077,1.023,0.003,0.055,0.016,,12,0,12,0,,SP_0077,1.053,0.005,0.07,0.02,,12,0,12,0,,-0.029,22,1.137,0.26764,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1379,SP_0078,1.016,0.005,0.069,0.007,,109,0,109,0,,SP_0078,1.023,0.012,0.112,0.011,,108,0,108,0,,-0.007,215,0.578,0.5638,,"potassium uptake protein, Trk family",TRANSPORT,NO-PHENOTYPE,FALSE
665,SP_0079,0.994,0.011,0.103,0.021,,25,0,25,0,,SP_0079,0.994,0.013,0.112,0.023,,24,0,24,0,,-0.001,47,0.02,0.98441,,"potassium uptake protein, Trk family",TRANSPORT,NO-PHENOTYPE,FALSE
107,SP_0080,0.987,0.001,0.032,0.018,,3,0,3,0,,SP_0080,1.05,0,0.02,0.012,,3,0,3,0,,-0.064,4,2.93,0.04281,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1016,SP_0081,1.009,0.003,0.052,0.007,,60,0,60,0,,SP_0081,1.056,0.006,0.077,0.01,,60,0,60,0,,-0.047,118,3.885,0.00017,,"glycosyl transferase, family 2, authentic point mutation",UNKNOWN,NO-PHENOTYPE,FALSE
2573,SP_0082,1.013,0.004,0.062,0.008,,64,0,64,0,,SP_0082,1.039,0.005,0.067,0.008,,64,0,64,0,,-0.026,126,2.237,0.02702,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,FALSE
698,SP_0083,1.009,0.007,0.082,0.013,,40,0,40,0,,SP_0083,1.011,0.011,0.106,0.016,,41,0,41,0,,-0.001,79,0.072,0.94317,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,FALSE
1052,SP_0084,1.006,0.005,0.069,0.012,,33,0,33,0,,SP_0084,1.033,0.006,0.077,0.013,,33,0,33,0,,-0.027,64,1.496,0.13947,,sensor histidine kinase,REGULATOR,VIVO,FALSE
611,SP_0085,0.1,0.1,X,X,rpsD,,,,,,SP_0085,0.1,0.1,X,X,rpsD,,,,,,,,,,,ribosomal protein S4,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
176,SP_0086,0.1,0.1,X,X,,,,,,,SP_0086,0.1,0.1,X,X,,,,,,,,,,,,"IS630-Spn1, transposase Orf1, truncation",,REMOVE,FALSE
140,SP_0087,0.1,0.1,X,X,,,,,,,SP_0087,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
269,SP_0088,1.024,0,0.019,0.009,,5,0,5,0,,SP_0088,0.996,0.001,0.033,0.015,,5,0,5,0,,0.029,8,1.688,0.12993,,hypothetical protein,UNKNOWN,VIVO,FALSE
95,SP_0089,1.056,0.003,0.055,0.032,,3,0,3,0,,SP_0089,1.02,0,0.015,0.009,,3,0,3,0,,0.036,4,1.082,0.34015,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
959,SP_0090,1.011,0.005,0.069,0.007,,95,0,95,0,,SP_0090,1.057,0.009,0.094,0.01,,97,0,97,0,,-0.046,190,3.863,0.00015,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
923,SP_0091,1.016,0.005,0.068,0.008,,66,0,66,0,,SP_0091,1.036,0.007,0.084,0.01,,66,0,66,0,,-0.021,130,1.56,0.12122,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
1475,SP_0092,1.014,0.004,0.064,0.007,,82,0,82,0,,SP_0092,1.042,0.008,0.092,0.01,,82,0,82,0,,-0.028,162,2.23,0.02711,,"ABC transporter, substrate-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
113,SP_0093,1.01,0.001,0.038,0.01,,13,0,13,0,,SP_0093,1.025,0.004,0.064,0.018,,13,0,13,0,,-0.015,24,0.717,0.48,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_0094,1.007,0.001,0.027,0.014,,4,0,4,0,,SP_0094,1.061,0.001,0.026,0.013,,4,0,4,0,,-0.054,6,2.894,0.02756,,hypothetical protein,UNKNOWN,VIVO,FALSE
986,SP_0095,1.006,0.007,0.085,0.015,,34,0,34,0,,SP_0095,1.007,0.013,0.115,0.019,,35,0,35,0,,-0.001,67,0.058,0.95363,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
860,SP_0096,1.014,0.003,0.059,0.01,,36,0,36,0,,SP_0096,1.022,0.006,0.078,0.013,,36,0,36,0,,-0.007,70,0.434,0.66548,,hypothetical protein,UNKNOWN,VIVO,FALSE
1064,SP_0097,1.011,0.003,0.055,0.006,,99,0,99,0,,SP_0097,1.03,0.005,0.073,0.007,,100,0,100,0,,-0.019,197,2.037,0.04304,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
911,SP_0098,1.004,0.006,0.079,0.011,,53,0,53,0,,SP_0098,1.011,0.008,0.089,0.012,,53,0,53,0,,-0.006,104,0.391,0.69679,,hypothetical protein,UNKNOWN,VIVO,FALSE
593,SP_0099,1.01,0.003,0.057,0.011,,29,0,29,0,,SP_0099,1.001,0.003,0.057,0.011,,28,0,28,0,,0.009,55,0.612,0.54313,,hypothetical protein,UNKNOWN,VIVO,FALSE
326,SP_0100,1.022,0.004,0.062,0.012,,26,0,26,0,,SP_0100,0.988,0.006,0.078,0.015,,26,0,26,0,,0.035,50,1.785,0.08033,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
1166,SP_0101,1.007,0.003,0.057,0.006,,78,0,78,0,,SP_0101,1.038,0.008,0.087,0.01,,78,0,78,0,,-0.03,154,2.579,0.01084,,putative transporter,TRANSPORT,VIVO,FALSE
1064,SP_0102,0.1,0.1,X,X,,,,,,,SP_0102,0.1,0.1,X,X,,,,,,,,,,,,glycosyl transferase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1850,SP_0103,0.1,0.1,X,X,,,,,,,SP_0103,0.1,0.1,X,X,,,,,,,,,,,,putative capsular polysaccharide biosynthesis protein,VARIOUS METABOLISM AND BIOSYNTHESIS,LIKELYESSENTIAL,FALSE
632,SP_0104,1.001,0.007,0.085,0.012,,48,0,48,0,,SP_0104,1.029,0.039,0.198,0.029,,48,1,47,0,,-0.027,94,0.882,0.38029,,"hydrolase, haloacid dehalogenase-like family",VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
872,SP_0105,1.013,0.005,0.072,0.016,,21,0,21,0,,SP_0105,1.039,0.009,0.092,0.02,,21,0,21,0,,-0.026,40,1.037,0.30612,,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
671,SP_0106,1.02,0.002,0.042,0.01,,17,0,17,0,,SP_0106,1.065,0.005,0.071,0.017,,17,0,17,0,,-0.045,32,2.235,0.03253,,"L-serine dehydratase, iron-sulfur-dependent, beta subunit",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
587,SP_0107,0.998,0.004,0.067,0.014,,22,0,22,0,,SP_0107,1.041,0.007,0.084,0.018,,23,0,23,0,,-0.043,43,1.887,0.06589,,LysM domain protein,CELL WALL METABOLISM,PHENOTYPED,FALSE
320,SP_0108,0.99,0.001,0.024,0.017,,2,0,2,0,,SP_0108,1.083,0.017,0.131,0.093,,2,0,2,0,,-0.093,2,0.991,0.42598,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
287,SP_0109,1.024,0.007,0.086,0.015,,32,0,32,0,,SP_0109,1.049,0.007,0.083,0.015,,32,0,32,0,,-0.025,62,1.185,0.2405,,putative bacteriocin,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
2084,SP_0110,1.013,0.006,0.074,0.006,,153,0,153,0,,SP_0110,1.056,0.008,0.091,0.007,,153,0,153,0,,-0.043,304,4.58,0.00001,,hypothetical protein,UNKNOWN,VIVO,FALSE
641,SP_0111,1.008,0.004,0.064,0.011,,33,0,33,0,,SP_0111,1.049,0.008,0.088,0.015,,33,0,33,0,,-0.04,64,2.142,0.036,,"putative amino acid ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
806,SP_0112,1.033,0.003,0.059,0.01,,36,0,36,0,,SP_0112,1.049,0.009,0.094,0.015,,37,0,37,0,,-0.016,71,0.851,0.39781,,"putative amino acid ABC transporter, periplasmic amino acid-binding protein",TRANSPORT,PHENOTYPED,FALSE
419,SP_0113,1.031,0.005,0.07,0.013,,29,0,29,0,,SP_0113,1.036,0.005,0.069,0.013,,29,0,29,0,,-0.005,56,0.271,0.78729,,"argininosuccinate synthase, truncation",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
320,SP_0114,1.017,0.015,0.123,0.041,,9,0,9,0,,SP_0114,1.051,0.017,0.132,0.047,,8,0,8,0,,-0.034,15,0.547,0.59261,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_0115,1.001,0.005,0.068,0.011,,41,0,41,0,,SP_0115,1.047,0.007,0.082,0.013,,42,0,42,0,,-0.046,81,2.825,0.00595,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
245,SP_0116,0.984,0.006,0.077,0.022,,12,0,12,0,,SP_0116,1.038,0.012,0.111,0.032,,12,0,12,0,,-0.053,22,1.363,0.1867,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2234,SP_0117,0.996,0.005,0.074,0.009,,65,0,65,0,,SP_0117,1.033,0.01,0.1,0.012,,66,0,66,0,,-0.037,129,2.428,0.01654,,pneumococcal surface protein A,VARIOUS,NO-PHENOTYPE,FALSE
1121,SP_0118,0.1,0.1,X,X,trmU,,,,,,SP_0118,0.1,0.1,X,X,trmU,,,,,,,,,,,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
455,SP_0119,0.928,0.006,0.077,0.02,,15,0,15,0,,SP_0119,0.91,0.014,0.12,0.031,,15,0,15,0,,0.018,28,0.49,0.62788,,MutT/nudix family protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
1913,SP_0120,0.1,0.1,X,X,,,,,,,SP_0120,0.1,0.1,X,X,,,,,,,,,,,,glucose-inhibited division protein A,CELL DIVISION,LIKELYESSENTIAL,FALSE
1679,SP_0121,0.889,0.111,0.332,0.192,,3,1,2,0,,SP_0121,0.879,0.129,0.359,0.207,,3,1,2,0,,0.011,4,0.038,0.97183,,metallo-beta-lactamase superfamily protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
233,SP_0122,0.362,0.08,0.282,0.2,,2,1,1,0,,SP_0122,0.1,0.1,X,X,,2,2,0,0,,,,,,,conserved hypothetical protein,UNKNOWN,CORE,FALSE
245,SP_0123,0.993,0.008,0.088,0.021,,17,0,17,0,,SP_0123,1.014,0.014,0.116,0.028,,17,0,17,0,,-0.021,32,0.592,0.55825,,competence-induced protein Ccs1,VARIOUS,NO-PHENOTYPE,FALSE
152,SP_0124,1.013,0.006,0.076,0.024,,10,0,10,0,,SP_0124,1.027,0.013,0.113,0.036,,10,0,10,0,,-0.014,18,0.324,0.74935,,hypothetical protein,UNKNOWN,VIVO,FALSE
185,SP_0125,0.938,0.009,0.094,0.03,,10,0,10,0,,SP_0125,0.997,0.033,0.182,0.058,,10,0,10,0,,-0.06,18,0.917,0.37107,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_0126,0.1,0.1,X,X,,,,,,,SP_0126,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
683,SP_0127,0.741,0,0.015,0.011,,2,0,2,0,,SP_0127,0.85,0.001,0.028,0.02,,2,0,2,0,,-0.109,2,4.866,0.03974,,conserved hypothetical protein,UNKNOWN,CORE,FALSE
437,SP_0128,0.701,0.1,0.316,0.088,,13,4,9,0,,SP_0128,0.65,0.087,0.295,0.082,,13,2,11,0,,0.051,24,0.428,0.67247,,putative ribosomal-protein-alanine acetyltransferase,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
1010,SP_0129,0.876,0.009,0.095,0.048,,4,0,4,0,,SP_0129,0.819,0.019,0.139,0.069,,4,0,4,0,,0.057,6,0.675,0.52496,,DNA-binding/iron metalloprotein/AP endonuclease,VARIOUS,CORE,FALSE
1513,SP_0130,0.859,0.02,0.143,0.031,,21,0,21,0,M,SP_0130,0.845,0.033,0.181,0.04,,21,0,21,0,M,0.014,40,0.271,0.78808,,"IS1167, transposase, degenerate",,REMOVE,FALSE
351,SP_0131,0.998,0.007,0.083,0.016,,26,0,26,0,M,SP_0131,0.934,0.008,0.088,0.017,,26,0,26,0,M,0.064,50,2.688,0.00973,,"IS630-Spn1, transposase Orf2, degenerate",,REMOVE,FALSE
187,SP_0132,0.976,0.005,0.071,0.025,,8,0,8,0,M,SP_0132,0.943,0.012,0.108,0.038,,8,0,8,0,M,0.033,14,0.729,0.47778,,"IS630-Spn1, transposase Orf1, degenerate",,REMOVE,FALSE
563,SP_0133,0.999,0.013,0.116,0.014,,73,0,73,0,,SP_0133,0.972,0.029,0.169,0.019,,76,1,75,0,,0.028,147,1.168,0.24467,,hypothetical protein,UNKNOWN,VIVO,FALSE
206,SP_0134,1.009,0.007,0.082,0.022,,14,0,14,0,,SP_0134,0.919,0.006,0.077,0.021,,14,0,14,0,,0.089,26,2.946,0.0067,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
443,SP_0135,1.03,0.008,0.087,0.011,,61,0,61,0,,SP_0135,0.981,0.015,0.124,0.016,,61,0,61,0,,0.049,120,2.508,0.01348,,putative glycosyl transferase,UNKNOWN,VIVO,FALSE
875,SP_0136,0.994,0.008,0.09,0.008,,141,0,141,0,,SP_0136,1.003,0.018,0.134,0.011,,139,0,139,0,,-0.009,278,0.668,0.50465,,"glycosyl transferase, family 2",UNKNOWN,NO-PHENOTYPE,FALSE
1616,SP_0137,1.013,0.005,0.072,0.005,,228,0,228,0,,SP_0137,1.07,0.008,0.092,0.006,,229,0,229,0,,-0.057,455,7.335,0,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
467,SP_0138,0.997,0.012,0.108,0.012,,86,0,86,0,,SP_0138,1.107,0.017,0.132,0.014,,85,0,85,0,,-0.11,169,5.977,0,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
755,SP_0139,1.006,0.005,0.072,0.006,,158,0,158,0,,SP_0139,1.058,0.011,0.106,0.008,,164,0,164,0,,-0.052,320,5.185,0,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1171,SP_0140,1.005,0.01,0.101,0.007,ugd,182,0,182,0,,SP_0140,1.08,0.013,0.115,0.008,ugd,185,0,185,0,,-0.076,365,6.731,0,,"UDP-glucose 6-dehydrogenase, authentic frameshift",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
863,SP_0141,0.982,0.033,0.181,0.03,,36,1,35,0,,SP_0141,1.01,0.036,0.189,0.031,,37,1,36,0,,-0.028,71,0.655,0.51473,,transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
233,SP_0142,0.778,0.001,0.032,0.019,,3,0,3,0,,SP_0142,0.687,0.003,0.058,0.034,,3,0,3,0,,0.09,4,2.349,0.07858,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
677,SP_0143,1.008,0.004,0.064,0.008,,71,0,71,0,,SP_0143,1.044,0.007,0.082,0.01,,71,0,71,0,,-0.037,140,2.983,0.00337,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
665,SP_0144,1.002,0.006,0.075,0.012,,40,0,40,0,,SP_0144,1.051,0.017,0.131,0.02,,42,0,42,0,,-0.049,80,2.103,0.03861,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1226,SP_0145,1.006,0.006,0.075,0.009,,76,0,76,0,,SP_0145,1.045,0.006,0.076,0.009,,77,0,77,0,,-0.039,151,3.203,0.00166,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
656,SP_0146,1.006,0.006,0.079,0.012,,45,0,45,0,,SP_0146,1.043,0.006,0.08,0.012,,45,0,45,0,,-0.037,88,2.235,0.02792,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
209,SP_0147,0.998,0.005,0.068,0.021,,11,0,11,0,,SP_0147,1.048,0.007,0.085,0.026,,11,0,11,0,,-0.05,20,1.52,0.14422,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
830,SP_0148,0.896,0.009,0.094,0.038,,6,0,6,0,,SP_0148,0.827,0.072,0.269,0.12,,5,1,4,0,,0.069,9,0.549,0.59609,,"ABC transporter, substrate-binding protein",TRANSPORT,PHENOTYPED,FALSE
854,SP_0149,0.997,0.004,0.065,0.01,,42,0,42,0,,SP_0149,1.027,0.006,0.08,0.012,,42,0,42,0,,-0.029,82,1.855,0.06721,,lipoprotein,TRANSPORT,PHENOTYPED,FALSE
1373,SP_0150,0.992,0.006,0.081,0.009,,81,0,81,0,,SP_0150,1.03,0.009,0.095,0.01,,83,0,83,0,,-0.038,162,2.779,0.0061,,"peptidase, M20/M25/M40 family",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1061,SP_0151,1.024,0.005,0.071,0.011,,41,0,41,0,,SP_0151,1.053,0.006,0.079,0.012,,41,0,41,0,,-0.029,80,1.75,0.08401,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
692,SP_0152,0.995,0.004,0.066,0.011,,34,0,34,0,,SP_0152,1.029,0.005,0.068,0.012,,34,0,34,0,,-0.034,66,2.091,0.04038,,"putative ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
569,SP_0153,1.009,0.003,0.056,0.007,,58,0,58,0,,SP_0153,1.06,0.01,0.099,0.013,,58,0,58,0,,-0.051,114,3.409,0.0009,,putative membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
614,SP_0154,0.995,0.004,0.061,0.008,,57,0,57,0,,SP_0154,1.052,0.006,0.08,0.011,,57,0,57,0,,-0.056,112,4.258,0.00004,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1646,SP_0155,0.998,0.004,0.062,0.005,,156,0,156,0,,SP_0155,1.026,0.006,0.076,0.006,,156,0,156,0,,-0.029,310,3.633,0.00033,,putative sensor histidine kinase,REGULATOR,PHENOTYPED,FALSE
1286,SP_0156,1.006,0.006,0.076,0.008,,94,0,94,0,,SP_0156,1.052,0.01,0.102,0.011,,94,0,94,0,,-0.046,186,3.509,0.00056,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,FALSE
581,SP_0157,1.007,0.004,0.062,0.008,,60,0,60,0,,SP_0157,1.037,0.005,0.072,0.009,,60,0,60,0,,-0.03,118,2.445,0.01595,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
470,SP_0158,0.1,0.1,X,X,,,,,,,SP_0158,0.1,0.1,X,X,,,,,,,,,,,,NrdI family protein,VARIOUS,NO-PHENOTYPE,FALSE
1262,SP_0159,1.02,0.004,0.063,0.01,,42,0,42,0,,SP_0159,1.039,0.013,0.113,0.018,,41,0,41,0,,-0.019,81,0.934,0.35303,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
458,SP_0160,0.942,0.012,0.11,0.039,,8,0,8,0,,SP_0160,0.635,0.241,0.491,0.174,,8,2,6,0,,0.308,14,1.729,0.10579,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
440,SP_0161,1.008,0.005,0.074,0.014,,28,0,28,0,,SP_0161,1.028,0.005,0.069,0.013,,27,0,27,0,,-0.02,53,1.046,0.30053,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_0162,0.1,0.1,X,X,,,,,,,SP_0162,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
866,SP_0163,0.99,0.016,0.125,0.015,,73,0,73,0,,SP_0163,1.031,0.019,0.139,0.016,,75,0,75,0,,-0.041,146,1.885,0.06142,,putative transcriptional regulator PlcR,REGULATOR,NO-PHENOTYPE,FALSE
128,SP_0164,0.987,0.009,0.094,0.031,,9,0,9,0,,SP_0164,1.045,0.009,0.097,0.032,,9,0,9,0,,-0.058,16,1.285,0.21694,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
557,SP_0165,0.977,0.005,0.069,0.008,,80,0,80,0,,SP_0165,1.009,0.011,0.103,0.012,,80,0,80,0,,-0.032,158,2.324,0.02138,,flavoprotein,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1106,SP_0166,1.002,0.006,0.08,0.006,,165,0,165,0,,SP_0166,0.93,0.023,0.153,0.012,,164,0,164,0,,0.072,327,5.35,0,,"pyridoxal-dependent decarboxylase, Orn/Lys/Arg family",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1391,SP_0167,1.004,0.006,0.075,0.006,,135,0,135,0,,SP_0167,1.004,0.011,0.105,0.009,,133,0,133,0,,-0.001,266,0.071,0.9438,,hypothetical protein,UNKNOWN,VIVO,FALSE
1178,SP_0168,1,0.008,0.089,0.007,,147,0,147,0,,SP_0168,1.048,0.012,0.108,0.009,,151,0,151,0,,-0.048,296,4.162,0.00004,,putative macrolide efflux protein,TRANSPORT,VIVO,FALSE
137,SP_0169,0.992,0.001,0.037,0.026,,2,0,2,0,,SP_0169,1.066,0.001,0.034,0.024,,2,0,2,0,,-0.074,2,2.051,0.17679,,"lactose phosphotransferase system repressor, degenerate",REGULATOR,VIVO,FALSE
116,SP_0170,0.999,0.003,0.059,0.021,,8,0,8,0,,SP_0170,1.018,0.011,0.105,0.037,,8,0,8,0,,-0.019,14,0.454,0.6571,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_0171,0.996,0.005,0.074,0.014,,28,0,28,0,,SP_0171,1.043,0.015,0.121,0.022,,29,0,29,0,,-0.047,55,1.789,0.07905,,ROK family protein,UNKNOWN,NO-PHENOTYPE,FALSE
104,SP_0172,1.002,0.005,0.071,0.018,,16,0,16,0,,SP_0172,0.944,0.017,0.129,0.032,,16,0,16,0,,0.058,30,1.576,0.12553,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1949,SP_0173,1.006,0.007,0.081,0.009,mutL,79,0,79,0,,SP_0173,1.022,0.01,0.102,0.011,mutL,80,0,80,0,,-0.016,157,1.128,0.26092,,DNA mismatch repair protein HexB,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
92,SP_0174,0.1,0.1,X,X,,,,,,,SP_0174,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
467,SP_0175,1.007,0.008,0.091,0.012,,53,0,53,0,,SP_0175,1.052,0.013,0.114,0.016,,53,0,53,0,,-0.045,104,2.256,0.02617,,"6,7-dimethyl-8-ribityllumazine synthase",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1205,SP_0176,1,0.007,0.082,0.007,,126,0,126,0,,SP_0176,1.04,0.01,0.101,0.009,,127,0,127,0,,-0.04,251,3.442,0.00068,,"3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
635,SP_0177,0.997,0.005,0.071,0.008,,87,0,87,0,,SP_0177,1.042,0.007,0.084,0.009,,88,0,88,0,,-0.045,173,3.852,0.00017,,"riboflavin synthase, alpha subunit",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1100,SP_0178,1.006,0.006,0.075,0.007,,109,0,109,0,,SP_0178,1.049,0.008,0.092,0.009,,109,0,109,0,,-0.043,216,3.764,0.00022,,riboflavin biosynthesis protein RibD,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
593,SP_0179,0.1,0.1,X,X,ruvA,,,,,,SP_0179,0.1,0.1,X,X,ruvA,,,,,,,,,,,Holliday junction DNA helicase RuvA,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
536,SP_0180,1.014,0.003,0.057,0.015,,15,0,15,0,,SP_0180,1.077,0.004,0.065,0.017,,15,0,15,0,,-0.063,28,2.807,0.00901,,DNA-3-methyladenine glycosylase I,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
677,SP_0181,1.012,0.006,0.076,0.01,,61,0,61,0,,SP_0181,1.037,0.01,0.1,0.013,,61,0,61,0,,-0.025,120,1.558,0.12179,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1031,SP_0182,1.018,0.005,0.069,0.009,,55,0,55,0,,SP_0182,1.038,0.011,0.105,0.014,,55,0,55,0,,-0.021,108,1.225,0.22311,,MccC family protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_0183,0.1,0.1,X,X,,,,,,,SP_0183,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
944,SP_0185,0.1,0.1,X,X,,,,,,,SP_0185,0.1,0.1,X,X,,,,,,,,,,,,"magnesium transporter, CorA family",TRANSPORT,ESSENTIAL,FALSE
2831,SP_0186,0.964,0.005,0.072,0.009,uvrA,59,0,59,0,,SP_0186,0.981,0.014,0.117,0.015,uvrA,59,1,58,0,,-0.017,116,0.965,0.33635,,"excinuclease ABC, subunit A","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
1061,SP_0187,1.006,0.004,0.064,0.008,,58,0,58,0,,SP_0187,1.017,0.006,0.079,0.01,,57,0,57,0,,-0.01,113,0.775,0.43971,,peptidase M24 family protein,UNKNOWN,NO-PHENOTYPE,FALSE
92,SP_0188,0.1,0.1,X,X,,,,,,,SP_0188,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
398,SP_0189,0.1,0.1,X,X,spxA,,,,,,SP_0189,0.1,0.1,X,X,spxA,,,,,,,,,,,transcriptional regulator,REGULATOR,VIVO,FALSE
119,SP_0190,0.99,0.026,0.163,0.061,,7,0,7,0,,SP_0190,1.038,0.012,0.109,0.041,,7,0,7,0,,-0.049,12,0.66,0.52202,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
569,SP_0191,0.987,0.008,0.088,0.021,,18,0,18,0,,SP_0191,1.015,0.01,0.102,0.024,,18,0,18,0,,-0.028,34,0.893,0.37803,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
266,SP_0192,0.973,0.003,0.051,0.016,,10,0,10,0,,SP_0192,0.914,0.006,0.08,0.025,,10,0,10,0,,0.06,18,2.004,0.06041,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
419,SP_0193,0.1,0.1,X,X,,,,,,,SP_0193,0.1,0.1,X,X,,,,,,,,,,,,putative Holliday junction resolvase,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
