Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Vanc,var-19F-Vanc,sd-19F-Vanc,se-19F-Vanc,Total-19F-Vanc,Blank-19F-Vanc,Not Blank-19F-Vanc,Blank Removed-19F-Vanc,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
612,SPT_0119,,,,,rpsD,,,,,,SPT_0119,,,,,,,,,,,,,,30S ribosomal protein S4,FALSE
261,SPT_0120,0.994,0.008,0.087,0.02,,19,0,19,0,,SPT_0120,0.987009298,0.013664981,0.11689731,0.03124212,14,0,14,0,0.007,31,0.201,0.84205,,hypothetical protein,FALSE
222,SPT_0121,1.029,0.006,0.077,0.014,,29,0,29,0,,SPT_0121,1.012114537,0.008127041,0.0901501,0.021248582,18,0,18,0,0.017,45,0.651,0.5181,,hypothetical protein,FALSE
960,SPT_0122,0.995,0.006,0.075,0.005,,184,0,184,0,,SPT_0122,1.024439935,0.013063694,0.11429652,0.010612165,116,0,116,0,-0.029,298,2.434,0.01552,,ABC transporter membrane-spanning permease - sugar transport,FALSE
924,SPT_0123,0.999,0.006,0.074,0.007,,115,0,115,0,,SPT_0123,1.011782323,0.011037749,0.105060693,0.012557155,70,0,70,0,-0.013,183,0.896,0.37146,,protein LplC,FALSE
1476,SPT_0124,0.988,0.006,0.077,0.005,,203,0,203,0,,SPT_0124,0.99475925,0.007120559,0.084383404,0.00745851,128,0,128,0,-0.007,329,0.73,0.46587,,"ABC transporter, substrate-binding protein",FALSE
987,SPT_0125,0.996,0.009,0.095,0.01,,83,0,83,0,,SPT_0125,0.967942906,0.014122483,0.118838055,0.016171811,54,0,54,0,0.028,135,1.468,0.14438,,rhodanese-like domain protein,FALSE
861,SPT_0126,0.977,0.005,0.068,0.007,,103,0,103,0,,SPT_0126,0.982936637,0.007378467,0.085898005,0.010654336,65,0,65,0,-0.006,166,0.474,0.63597,,hypothetical protein,FALSE
165,SPT_0127,0.976,0.013,0.113,0.016,,50,0,50,0,,SPT_0127,0.975458322,0.014542924,0.120594047,0.020992729,33,0,33,0,0,81,0.009,0.99316,,hypothetical protein,FALSE
1347,SPT_0128,,,,,,,,,M,,SPT_0128,,,,,,,,M,,,,,,Spn1 transposase,FALSE
126,SPT_0129,1.002,0.004,0.065,0.017,,15,0,15,0,,SPT_0129,1.021227985,0.005985378,0.077365223,0.029241306,7,0,7,0,-0.019,20,0.567,0.57689,,hypothetical protein,FALSE
198,SPT_0130,1.005,0.007,0.085,0.017,,25,0,25,0,,SPT_0130,1.013740222,0.008415929,0.091738372,0.022249823,17,0,17,0,-0.009,40,0.315,0.75429,,macrolide export ATP-binding/permease protein MacB,FALSE
1065,SPT_0131,0.995,0.006,0.078,0.006,,166,0,166,0,,SPT_0131,1.018521785,0.013303678,0.11534157,0.010997387,110,0,110,0,-0.023,274,1.843,0.06646,,hypothetical protein,FALSE
912,SPT_0132,0.993,0.006,0.075,0.007,,122,0,122,0,,SPT_0132,1.009517482,0.01556615,0.124764376,0.014037089,79,0,79,0,-0.017,199,1.078,0.28255,,hypothetical protein,FALSE
594,SPT_0133,0.987,0.006,0.079,0.011,,56,0,56,0,,SPT_0133,1.040800519,0.032457351,0.180159239,0.030897055,34,1,33,0,-0.053,88,1.636,0.10551,,hypothetical protein,FALSE
327,SPT_0134,0.983,0.006,0.08,0.011,,57,0,57,0,,SPT_0134,0.950088548,0.013194483,0.114867239,0.01999582,33,0,33,0,0.033,88,1.461,0.14766,,"transcriptional regulator, PadR family",FALSE
1167,SPT_0135,0.993,0.006,0.078,0.006,,177,0,177,0,,SPT_0135,1.055967213,0.013931926,0.118033579,0.011006688,115,0,115,0,-0.063,290,5.028,0,,"transporter, putative",FALSE
1065,SPT_0136,,,,,,,,,,,SPT_0136,,,,,,,,,,,,,,glycosyl transferase,FALSE
1851,SPT_0137,,,,,,,,,,,SPT_0137,,,,,,,,,,,,,,"capsular polysaccharide biosynthesis protein, putative",FALSE
633,SPT_0138,0.993,0.005,0.07,0.006,,128,0,128,0,,SPT_0138,0.965604938,0.014390721,0.119961333,0.013412085,80,0,80,0,0.027,206,1.852,0.06549,,phosphoglycolate phosphatase,FALSE
873,SPT_0139,1.003,0.004,0.066,0.007,sdaAA,86,0,86,0,,SPT_0139,0.986855097,0.009027828,0.095014881,0.012066902,62,0,62,0,0.016,146,1.124,0.26297,,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit",FALSE
672,SPT_0140,0.991,0.006,0.077,0.01,sdaAB,64,0,64,0,,SPT_0140,1.010441802,0.011613015,0.1077637,0.016829862,41,0,41,0,-0.019,103,0.987,0.32591,,"L-serine dehydratase, iron-sulfur-dependent, beta subunit",FALSE
588,SPT_0141,0.965,0.005,0.073,0.008,,92,0,92,0,,SPT_0141,1.110354472,0.009386232,0.096882569,0.012613036,59,0,59,0,-0.145,149,9.818,0,,LysM domain-containing protein,FALSE
321,SPT_0142,,,,,,,,,,,SPT_0142,,,,,,,,,,,,,,helix-turn-helix domain protein,FALSE
249,SPT_0143,0.995,0.012,0.111,0.017,,45,0,45,0,,SPT_0143,1.02235932,0.009212263,0.095980534,0.018471462,27,0,27,0,-0.028,70,1.124,0.26495,,"bacteriocin, putative",FALSE
2109,SPT_0144,0.987,0.008,0.089,0.005,,315,1,314,0,,SPT_0144,0.996037008,0.017385358,0.131853548,0.009370424,198,0,198,0,-0.009,511,0.838,0.40243,,ABC transporter membrane-spanning permease - amino acid transport,FALSE
642,SPT_0145,0.981,0.007,0.082,0.009,,85,0,85,0,,SPT_0145,0.987840064,0.008835738,0.093998605,0.012674769,55,0,55,0,-0.007,138,0.425,0.6713,,"amino acid ABC transporter, ATP-binding protein, putative",FALSE
807,SPT_0146,0.978,0.016,0.126,0.014,,78,0,78,0,,SPT_0146,1.016227112,0.011836731,0.108796741,0.014944382,53,0,53,0,-0.038,129,1.842,0.06782,,"amino acid ABC transporter, periplasmic amino acid-binding protein, putative",FALSE
420,SPT_0147,0.988,0.005,0.068,0.008,,66,0,66,0,,SPT_0147,1.002203612,0.009011262,0.094927668,0.013996321,46,0,46,0,-0.014,110,0.855,0.39426,,argininosuccinate synthase (Citrulline--aspartateligase),FALSE
321,SPT_0148,1.093,0.032,0.178,0.059,,9,0,9,0,,SPT_0148,1.031257503,0.031179263,0.176576509,0.078967415,5,0,5,0,0.062,12,0.622,0.54528,,hypothetical protein,FALSE
369,SPT_0149,0.977,0.006,0.08,0.01,,69,0,69,0,,SPT_0149,0.987855101,0.020891205,0.144537902,0.022573028,41,0,41,0,-0.011,108,0.432,0.66626,,hypothetical protein,FALSE
864,SPT_0150,0.983,0.007,0.086,0.009,,88,0,88,0,,SPT_0150,0.961974981,0.013025049,0.114127337,0.014985654,58,0,58,0,0.021,144,1.175,0.24191,,helix-turn-helix domain protein,FALSE
237,SPT_0151,0.992,0.008,0.089,0.013,,50,0,50,0,,SPT_0151,0.97410715,0.009068218,0.09522719,0.016576926,33,0,33,0,0.018,81,0.841,0.40268,,hypothetical protein,FALSE
177,SPT_0152,0.992,0.004,0.061,0.01,,40,0,40,0,,SPT_0152,0.976378534,0.006090427,0.07804119,0.015019034,27,0,27,0,0.016,65,0.902,0.37059,,hypothetical protein,FALSE
213,SPT_0153,0.991,0.007,0.086,0.015,,32,0,32,0,,SPT_0153,0.989731071,0.01510968,0.122921439,0.026823657,21,0,21,0,0.001,51,0.032,0.97484,,hypothetical protein,FALSE
363,SPT_0154,0.975,0.006,0.077,0.008,,97,0,97,0,,SPT_0154,0.969109568,0.009851967,0.099257077,0.012605661,62,0,62,0,0.006,157,0.41,0.68222,,hypothetical protein,FALSE
1059,SPT_0155,0.979,0.01,0.098,0.006,,277,0,277,0,,SPT_0155,0.966560966,0.012677634,0.112594999,0.008661154,169,0,169,0,0.012,444,1.146,0.25242,,hypothetical protein,FALSE
978,SPT_0156,0.993,0.007,0.086,0.006,,243,0,243,0,,SPT_0156,0.950495046,0.013224086,0.114996027,0.009207051,156,0,156,0,0.042,397,3.95,0.00009,,hypothetical protein,FALSE
375,SPT_0157,0.991,0.006,0.08,0.01,,69,0,69,0,,SPT_0157,0.958796393,0.010879593,0.104305288,0.015724614,44,0,44,0,0.033,111,1.771,0.07928,,hypothetical protein,FALSE
183,SPT_0158,0.965,0.012,0.109,0.019,,33,0,33,0,,SPT_0158,0.952618518,0.020395697,0.142813505,0.031934071,20,0,20,0,0.012,51,0.32,0.74992,,hypothetical protein,FALSE
903,SPT_0159,0.981,0.007,0.084,0.006,,186,0,186,0,,SPT_0159,0.973604201,0.010611873,0.103013948,0.009483203,118,0,118,0,0.007,302,0.617,0.53792,,hypothetical protein,FALSE
354,SPT_0160,0.987,0.007,0.085,0.011,,62,0,62,0,,SPT_0160,0.999766139,0.01582256,0.125787758,0.02067938,37,0,37,0,-0.013,97,0.556,0.57975,,hypothetical protein,FALSE
729,SPT_0161,0.988,0.007,0.082,0.006,,213,0,213,0,,SPT_0161,0.968302773,0.015955175,0.126313796,0.010752544,138,0,138,0,0.02,349,1.609,0.10849,,hypothetical protein,FALSE
240,SPT_0162,0.987,0.009,0.097,0.015,,41,0,41,0,,SPT_0162,0.971080839,0.009581835,0.097886848,0.019981069,24,0,24,0,0.016,63,0.641,0.52382,,hypothetical protein,FALSE
2175,SPT_0163,1.001,0.007,0.083,0.007,,141,0,141,0,,SPT_0163,1.000143693,0.014034216,0.118466095,0.013003343,83,0,83,0,0,222,0.026,0.97953,,pneumococcal surface protein A,FALSE
126,SPT_0164,0.999,0.01,0.102,0.022,,22,0,22,0,,SPT_0164,0.949936296,0.026114797,0.161600734,0.040400184,16,0,16,0,0.049,36,1.077,0.28879,,hypothetical protein,FALSE
1122,SPT_0165,,,,,mnmA,,,,,,SPT_0165,,,,,,,,,,,,,,tRNA-specific 2-thiouridylase MnmA,FALSE
456,SPT_0166,0.967,0.004,0.066,0.009,,49,0,49,0,,SPT_0166,0.952710984,0.007710554,0.087809759,0.015522719,32,0,32,0,0.014,79,0.777,0.43946,,MutT/nudix family protein,FALSE
1914,SPT_0167,0.918,0.013,0.116,0.02,gidA,35,0,35,0,,SPT_0167,0.678172602,0.02189919,0.14798375,0.031550242,22,0,22,0,0.24,55,6.465,0,,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,FALSE
150,SPT_0168,1.051,0.002,0.04,0.023,,3,0,3,0,,SPT_0168,1.053722459,2.50E-08,0.000158178,0.000111849,2,0,2,0,-0.003,3,0.108,0.92055,,chlorohydrolase,FALSE
1680,SPT_0169,,,,,,,,,,,SPT_0169,,,,,,,,,,,,,,metallo-beta-lactamase superfamily protein domain protein,FALSE
246,SPT_0171,1.007,0.006,0.075,0.012,,38,0,38,0,,SPT_0171,1.020456466,0.009348651,0.09668842,0.020160929,23,0,23,0,-0.014,59,0.578,0.56525,,competence-induced protein Ccs1,FALSE
153,SPT_0172,1.006,0.012,0.11,0.02,,30,0,30,0,,SPT_0172,0.979939619,0.016198127,0.127271864,0.029998266,18,0,18,0,0.026,46,0.726,0.47165,,bacteriocin-type signal sequence domain protein,FALSE
186,SPT_0173,0.992,0.005,0.072,0.011,,40,0,40,0,,SPT_0173,0.945740816,0.017417855,0.131976723,0.026395345,25,0,25,0,0.046,63,1.615,0.11132,,hypothetical protein,FALSE
684,SPT_0174,0.615,0.018,0.133,0.017,,58,2,56,0,,SPT_0174,0.702003949,0.009373358,0.096816106,0.016136018,36,0,36,0,-0.087,92,3.647,0.00044,,glycoprotein endopeptidase,FALSE
438,SPT_0175,0.897,0.014,0.12,0.018,rimI,43,0,43,0,,SPT_0175,0.903616919,0.009372166,0.096809948,0.018631083,27,0,27,0,-0.007,68,0.259,0.79662,,ribosomal-protein-alanine acetyltransferase,FALSE
1011,SPT_0176,0.715,0.026,0.16,0.018,,77,3,74,0,,SPT_0176,0.791765407,0.024789959,0.157448274,0.021230321,55,0,55,0,-0.077,130,2.762,0.00658,,putative DNA-binding/iron metalloprotein/AP endonuclease,FALSE
503,SPT_0177,0.964,0.01,0.1,0.017,,33,0,33,0,,SPT_0177,0.997086859,0.009738455,0.098683611,0.020143708,24,0,24,0,-0.033,55,1.237,0.22142,,pseudo,FALSE
1270,SPT_0178,0.982,0.007,0.086,0.01,,77,0,77,0,,SPT_0178,0.995311925,0.015870796,0.125979349,0.01799705,49,0,49,0,-0.013,124,0.644,0.52052,,pseudo,FALSE
1480,SPT_0179,0.987,0.009,0.093,0.005,,328,0,328,0,,SPT_0179,0.967810063,0.01318914,0.114843983,0.007962997,208,0,208,0,0.019,534,2.004,0.04553,,pseudo,FALSE
876,SPT_0181,0.992,0.007,0.083,0.005,,265,0,265,0,,SPT_0181,0.990337741,0.014033629,0.118463619,0.00916699,167,0,167,0,0.002,430,0.198,0.84336,,"glycosyl transferase, family 2",FALSE
1617,SPT_0182,0.994,0.008,0.092,0.005,,388,0,388,0,,SPT_0182,0.980281356,0.010832632,0.104079931,0.006847957,231,0,231,0,0.013,617,1.606,0.10874,,"ABC transporter, ATP-binding protein",FALSE
156,SPT_0183,0.987,0.007,0.083,0.011,,59,0,59,0,,SPT_0183,0.976536918,0.01920427,0.138579471,0.023096578,36,0,36,0,0.01,93,0.409,0.68342,,hypothetical protein,FALSE
225,SPT_0184,0.993,0.006,0.078,0.009,,74,0,74,0,,SPT_0184,0.981764037,0.011530333,0.107379388,0.01549888,48,0,48,0,0.011,120,0.599,0.5505,,hypothetical protein,FALSE
201,SPT_0185,0.995,0.007,0.084,0.01,,71,0,71,0,,SPT_0185,0.979746082,0.013428012,0.115879298,0.016902733,47,0,47,0,0.015,116,0.765,0.44564,,hypothetical protein,FALSE
1520,SPT_0187,0.986,0.009,0.096,0.005,,335,0,335,0,,SPT_0187,0.98347561,0.014982176,0.1224017,0.008386826,213,1,212,0,0.002,546,0.241,0.80996,,pseudo,FALSE
864,SPT_0188,0.976,0.017,0.13,0.011,,137,1,136,0,,SPT_0188,0.967768837,0.013136988,0.114616699,0.012431926,85,0,85,0,0.009,220,0.511,0.60973,,transcriptional regulator,FALSE
198,SPT_0189,0.997,0.006,0.079,0.023,,12,0,12,0,,SPT_0189,0.976157569,0.010702817,0.103454419,0.046266223,5,0,5,0,0.021,15,0.413,0.68571,,hypothetical protein,FALSE
666,SPT_0190,0.999,0.004,0.066,0.006,,113,0,113,0,,SPT_0190,0.956458186,0.008515875,0.092281496,0.011029748,70,0,70,0,0.043,181,3.382,0.00088,,caax amino protease family,FALSE
1227,SPT_0191,1.005,0.008,0.088,0.007,,175,0,175,0,,SPT_0191,0.989911199,0.012932882,0.11372283,0.010745797,112,0,112,0,0.015,285,1.197,0.23236,,"transporter, major facilitator family protein",FALSE
198,SPT_0192,1.158,0,0,0,,1,0,1,0,,SPT_0192,1.207159041,0,0,0,1,0,1,0,-0.049,0,#DIV/0!,#DIV/0!,,chlorohydrolase,FALSE
657,SPT_0193,0.983,0.013,0.115,0.012,,98,0,98,0,,SPT_0193,0.961470196,0.026157955,0.16173421,0.020376595,63,0,63,0,0.021,159,0.899,0.36987,,branched-chain amino acid permease,FALSE
324,SPT_0194,0.986,0.006,0.079,0.012,,45,0,45,0,,SPT_0194,0.965545033,0.009353239,0.096712143,0.017958994,29,0,29,0,0.021,72,0.957,0.34202,,branched-chain amino acid transport protein AzlD,FALSE
831,SPT_0195,0.955,0.006,0.077,0.015,,26,0,26,0,,SPT_0195,0.90714728,0.008286334,0.091029305,0.020883555,19,0,19,0,0.048,43,1.874,0.06771,,"ABC transporter, substrate-binding protein",FALSE
855,SPT_0196,0.988,0.015,0.12,0.013,,80,1,79,0,,SPT_0196,1.001569757,0.033660575,0.183468185,0.025442459,52,0,52,0,-0.014,130,0.475,0.6355,,lipoprotein,FALSE
1374,SPT_0197,0.998,0.005,0.073,0.005,,181,0,181,0,,SPT_0197,0.989056058,0.008764305,0.093617869,0.008692201,116,0,116,0,0.009,295,0.834,0.40474,,acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase,FALSE
1062,SPT_0198,1.019,0.007,0.083,0.009,,93,0,93,0,,SPT_0198,0.987839818,0.012480243,0.111715007,0.014668899,58,0,58,0,0.031,149,1.843,0.06735,,"ABC transporter, ATP-binding protein",FALSE
693,SPT_0199,0.986,0.013,0.112,0.013,,70,1,69,0,,SPT_0199,0.9752216,0.021247886,0.145766548,0.021262236,47,0,47,0,0.011,115,0.435,0.66445,,ABC transporter permease protein,FALSE
570,SPT_0200,0.989,0.005,0.07,0.007,,96,0,96,0,,SPT_0200,0.976536481,0.009358972,0.096741782,0.012594707,59,0,59,0,0.013,153,0.892,0.37364,,membrane-bound protein,FALSE
615,SPT_0201,0.996,0.007,0.082,0.007,,124,0,124,0,,SPT_0201,0.971132453,0.008350931,0.091383428,0.010623108,74,0,74,0,0.024,196,1.895,0.05951,,hypothetical protein,FALSE
1599,SPT_0202,0.99,0.006,0.076,0.004,,290,0,290,0,,SPT_0202,0.964964832,0.013282714,0.115250658,0.008519574,183,0,183,0,0.026,471,2.655,0.00821,,"sensor histidine kinase, putative",FALSE
1287,SPT_0203,0.991,0.009,0.093,0.006,,225,0,225,0,,SPT_0203,0.980550857,0.011926318,0.109207684,0.00910064,144,0,144,0,0.011,367,0.961,0.33727,,DNA-binding response regulator,FALSE
534,SPT_0204,1.001,0.006,0.08,0.007,,120,0,120,0,,SPT_0204,0.990002479,0.006713776,0.081937632,0.009104181,81,0,81,0,0.011,199,0.961,0.3375,,hypothetical protein,FALSE
471,SPT_0205,0.722,0.004,0.063,0.044,,2,0,2,0,,SPT_0205,0.838228147,0.005574796,0.074664555,0.052795813,2,0,2,0,-0.116,2,1.683,0.23435,,ribonucleotide reductase,FALSE
1347,SPT_0206,,,,,,,,,M,,SPT_0206,,,,,,,,M,,,,,,Spn1 transposase,FALSE
1263,SPT_0207,1.011,0.008,0.09,0.008,,135,0,135,0,,SPT_0207,1.005578174,0.011094034,0.105328219,0.011164769,89,0,89,0,0.006,222,0.413,0.67985,,mn2+ and fe2+ transporter of the nramp family,FALSE
459,SPT_0208,0.975,0.006,0.075,0.01,,59,0,59,0,,SPT_0208,0.98076449,0.00977261,0.09885651,0.016476085,36,0,36,0,-0.006,93,0.312,0.75543,,hypothetical protein,FALSE
441,SPT_0209,1.003,0.006,0.076,0.013,,35,0,35,0,,SPT_0209,1.02281334,0.005619944,0.074966287,0.014993257,25,0,25,0,-0.02,58,0.995,0.32375,,response regulator of the LytR/AlgR family,FALSE
126,SPT_0210,0.989,0.004,0.066,0.02,,11,0,11,0,,SPT_0210,0.923110565,0.026356918,0.162348137,0.057398734,8,0,8,0,0.066,17,1.091,0.29055,,chlorohydrolase,FALSE
1950,SPT_0211,0.993,0.006,0.08,0.006,mutL,192,0,192,0,,SPT_0211,0.994461843,0.012179051,0.11035874,0.009870786,125,0,125,0,-0.001,315,0.11,0.91251,,DNA mismatch repair protein,FALSE
468,SPT_0212,0.987,0.005,0.072,0.007,ribH,110,0,110,0,,SPT_0212,0.975225049,0.008186412,0.090478796,0.010972166,68,0,68,0,0.012,176,0.903,0.36765,,"6,7-dimethyl-8-ribityllumazine synthase",FALSE
1206,SPT_0213,1.002,0.008,0.089,0.005,,291,0,291,0,,SPT_0213,0.975599451,0.0112718,0.106168732,0.00789146,181,0,181,0,0.026,470,2.755,0.00609,,riboflavin biosynthesis protein ribAB,FALSE
636,SPT_0214,0.984,0.007,0.087,0.007,ribE,157,0,157,0,,SPT_0214,0.973676033,0.010444639,0.102199015,0.010430643,96,0,96,0,0.011,251,0.846,0.39863,,"riboflavin synthase, alpha subunit",FALSE
1101,SPT_0215,0.994,0.008,0.091,0.006,ribD,246,0,246,0,,SPT_0215,0.974163727,0.013730157,0.117175751,0.009322002,158,0,158,0,0.02,402,1.79,0.07414,,riboflavin biosynthesis protein RibD,FALSE
594,SPT_0216,,,,,ruvA,,,,,,SPT_0216,,,,,,,,,,,,,,Holliday junction DNA helicase RuvA,FALSE
564,SPT_0217,1.006,0.005,0.07,0.011,,40,0,40,0,,SPT_0217,1.002187343,0.02050972,0.143212149,0.02864243,25,0,25,0,0.003,63,0.112,0.91133,,DNA-3-methyladenine glycosylase 1,FALSE
678,SPT_0218,0.993,0.006,0.079,0.007,,129,0,129,0,,SPT_0218,0.996019175,0.009706589,0.098522022,0.010686214,85,0,85,0,-0.003,212,0.227,0.82035,,caax amino protease family,FALSE
1032,SPT_0219,0.992,0.006,0.075,0.007,,125,0,125,0,,SPT_0219,0.979643391,0.010360477,0.101786427,0.011753284,75,0,75,0,0.012,198,0.883,0.3785,,MccC family protein,FALSE
684,SPT_0220,1.007,0.005,0.067,0.006,,126,0,126,0,,SPT_0220,1.049667478,0.012598554,0.112243282,0.012174493,85,0,85,0,-0.043,209,3.181,0.00169,,hypothetical protein,FALSE
945,SPT_0221,0.939,0.008,0.087,0.01,,70,0,70,0,,SPT_0221,0.893281697,0.022944571,0.151474656,0.022094849,47,0,47,0,0.046,115,1.882,0.06238,,magnesium and cobalt transporter,FALSE
1167,SPT_0222,0.991,0.006,0.076,0.005,,266,0,266,0,,SPT_0222,0.981333073,0.010634133,0.103121934,0.007817654,174,0,174,0,0.01,438,1.107,0.26886,,phage integrase family integrase/recombinase,FALSE
1515,SPT_0223,0.979,0.009,0.097,0.006,,288,0,288,0,,SPT_0223,0.948123991,0.011248734,0.106060047,0.007949537,178,1,177,0,0.031,464,3.198,0.00148,,divergent AAA domain family,FALSE
714,SPT_0224,0.86,0.024,0.156,0.021,,58,0,58,0,,SPT_0224,0.923207195,0.03664232,0.191421837,0.031903639,36,1,35,0,-0.063,92,1.671,0.0981,,putative DNA-binding phage protein,FALSE
183,SPT_0225,0.916,0.017,0.132,0.024,,31,0,31,0,,SPT_0225,0.958580325,0.01800768,0.134192696,0.027391969,24,0,24,0,-0.042,53,1.172,0.24663,,putative DNA-binding phage protein,FALSE
627,SPT_0226,0.945,0.005,0.072,0.011,,46,0,46,0,,SPT_0226,1.0258093,0.014456614,0.120235661,0.020930342,33,0,33,0,-0.081,77,3.445,0.00093,,hypothetical protein,FALSE
396,SPT_0227,1,0.007,0.083,0.012,,50,0,50,0,,SPT_0227,1.003598586,0.014411359,0.120047322,0.022686811,28,0,28,0,-0.003,76,0.129,0.89736,,hypothetical protein,FALSE
201,SPT_0228,0.987,0.004,0.062,0.017,,13,0,13,0,,SPT_0228,0.943670235,0.00546151,0.073902033,0.024634011,9,0,9,0,0.043,20,1.43,0.16819,,hypothetical protein,FALSE
216,SPT_0229,1.013,0.016,0.128,0.025,,27,0,27,0,,SPT_0229,0.966511119,0.01543491,0.124237312,0.031059328,16,0,16,0,0.047,41,1.18,0.24472,,hypothetical protein,FALSE
342,SPT_0230,0.963,0.009,0.093,0.014,,44,0,44,0,,SPT_0230,0.97100074,0.01116831,0.105680225,0.019971685,28,0,28,0,-0.008,70,0.327,0.7443,,phage protein,FALSE
282,SPT_0231,0.987,0.008,0.092,0.018,,27,0,27,0,,SPT_0231,0.950961699,0.012735642,0.112852303,0.025890094,19,0,19,0,0.036,44,1.164,0.25086,,phage protein,FALSE
867,SPT_0232,0.989,0.01,0.101,0.015,,47,1,46,0,,SPT_0232,0.943560731,0.022799754,0.150995875,0.026285008,33,1,32,0,0.045,78,1.498,0.13813,,phage protein,FALSE
1470,SPT_0233,0.989,0.006,0.078,0.004,,334,0,334,0,,SPT_0233,0.990047776,0.009158055,0.095697729,0.006541762,214,0,214,0,-0.001,546,0.081,0.93581,,"prophage Sa05, DNA primase, P4 family",FALSE
168,SPT_0234,1.027,0.011,0.103,0.019,,29,0,29,0,,SPT_0234,1.009138651,0.017160353,0.130997532,0.031771568,17,0,17,0,0.017,44,0.472,0.63958,,hypothetical protein,FALSE
531,SPT_0235,1.003,0.009,0.093,0.01,,80,0,80,0,,SPT_0235,0.982174436,0.012834586,0.113289832,0.015416793,54,0,54,0,0.02,132,1.098,0.2744,,phage protein,FALSE
132,SPT_0236,0.987,0.009,0.092,0.019,,24,0,24,0,,SPT_0236,0.9496609,0.006806408,0.082500959,0.022881649,13,0,13,0,0.038,35,1.269,0.21295,,phage protein,FALSE
420,SPT_0237,0.988,0.008,0.087,0.009,,86,0,86,0,,SPT_0237,0.997403979,0.016850411,0.129809133,0.016620356,61,0,61,0,-0.01,145,0.517,0.60622,,phage protein,FALSE
2832,SPT_0238,0.975,0.006,0.081,0.004,uvrA,333,0,333,0,,SPT_0238,0.977715628,0.011815681,0.10869996,0.007311951,221,0,221,0,-0.003,552,0.314,0.75362,,excinuclease ABC subunit A,FALSE
1062,SPT_0239,0.993,0.006,0.079,0.006,,158,0,158,0,,SPT_0239,0.989018998,0.008844105,0.094043101,0.009499788,98,0,98,0,0.004,254,0.347,0.72867,,Xaa-Pro dipeptidase,FALSE
399,SPT_0240,0.545,0,0,0,spxA,1,0,1,0,,SPT_0240,,,,,,,,,0.545,-1,#DIV/0!,#DIV/0!,,regulatory protein spx,FALSE
570,SPT_0241,0.983,0.004,0.066,0.009,,60,0,60,0,,SPT_0241,0.989960587,0.013106771,0.114484807,0.018571888,38,0,38,0,-0.007,96,0.339,0.73515,,"lipoprotein, putative",FALSE
267,SPT_0242,0.879,0.007,0.081,0.014,,35,0,35,0,,SPT_0242,1.032926445,0.009672377,0.098348245,0.021461346,21,0,21,0,-0.154,54,6.035,0,,hypothetical protein,FALSE
420,SPT_0243,,,,,,,,,,,SPT_0243,,,,,,,,,,,,,,hypothetical protein,FALSE
306,SPT_0244,1.03,0.007,0.081,0.013,,37,0,37,0,,SPT_0244,0.913434646,0.009727212,0.098626631,0.020132077,24,0,24,0,0.116,59,4.806,0.00001,,hypothetical protein,FALSE
1251,SPT_0245,1.017,0.005,0.074,0.006,,132,0,132,0,,SPT_0245,1.000820258,0.010474495,0.102344981,0.011233821,83,0,83,0,0.017,213,1.286,0.19972,,"dihydrofolate synthetase, putative",FALSE
456,SPT_0246,0.995,0.008,0.09,0.012,,54,0,54,0,,SPT_0246,0.981418068,0.018747092,0.13692002,0.023143708,35,0,35,0,0.014,87,0.526,0.60037,,"lipoprotein, putative",FALSE
1533,SPT_0247,0.812,0.009,0.093,0.005,,313,0,313,0,,SPT_0247,0.81093077,0.020399212,0.142825809,0.009786263,213,0,213,0,0.001,524,0.086,0.93176,,cardiolipin synthetase,FALSE
1539,SPT_0248,0.92,0.008,0.088,0.005,,256,0,256,0,,SPT_0248,0.91654658,0.018618493,0.1364496,0.010889864,157,0,157,0,0.004,411,0.294,0.76884,,competence-induced protein Ccs4,FALSE
2208,SPT_0249,0.416,0.06,0.245,0.032,nrdD,60,15,45,0,,SPT_0249,0.404284336,0.070544478,0.265602104,0.040503941,43,8,35,0,0.012,101,0.235,0.81474,,anaerobic ribonucleoside-triphosphate reductase,FALSE
141,SPT_0250,,,,,,,,,,,SPT_0250,,,,,,,,,,,,,,anaerobic ribonucleoside-triphosphate reductase,FALSE
141,SPT_0251,0.983,0.006,0.075,0.019,,16,0,16,0,,SPT_0251,1.04158818,0.006109275,0.078161849,0.023566684,11,0,11,0,-0.059,25,1.95,0.06248,,hypothetical protein,FALSE
507,SPT_0252,0.97,0.008,0.089,0.014,,38,0,38,0,,SPT_0252,0.979364476,0.011708688,0.10820669,0.023612636,21,0,21,0,-0.009,57,0.33,0.74258,,"acetyltransferase, gnat family",FALSE
591,SPT_0253,0.591,0.056,0.236,0.042,nrdG,31,1,30,0,,SPT_0253,0.480053207,0.054948236,0.234410401,0.052415759,20,2,18,0,0.111,49,1.64,0.10743,,anaerobic ribonucleoside-triphosphate reductase activating protein,FALSE
