Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Levo,var-2394-Levo,sd-2394-Levo,se-2394-Levo,gene,Total-2394-Levo,Blank-2394-Levo,Not Blank-2394-Levo,Blank Removed-2394-Levo,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
1298,SP_0056,0.586,0.06,0.244,0.086,,8,2,6,0,,SP_0056,0.73,0.009,0.096,0.027,,13,0,13,0,,-0.143,19,1.586,0.12919,,adenylosuccinate lyase,NUCLEOTIDE METABOLSIM,LIKELYESSENTIAL,FALSE
3938,SP_0057,0.991,0.005,0.072,0.005,,241,0,241,0,,SP_0057,1.038,0.011,0.103,0.007,,241,0,241,0,,-0.047,480,5.807,0,,beta-N-acetylhexosaminidase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
716,SP_0058,0.867,0.003,0.056,0.007,,62,0,62,0,,SP_0058,1,0.006,0.079,0.01,,64,0,64,0,,-0.133,124,10.89,0,,"transcriptional regulator, GntR family",REGULATOR,CORE,FALSE
101,SP_0059,0.809,0.002,0.048,0.019,,6,0,6,0,,SP_0059,1.03,0.008,0.087,0.036,,6,0,6,0,,-0.221,10,5.457,0.00028,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1787,SP_0060,1.012,0.005,0.072,0.007,,120,0,120,0,,SP_0060,1.016,0.008,0.087,0.008,,121,0,121,0,,-0.004,239,0.365,0.7153,,"glycosyl hydrolase, family 35",CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
476,SP_0061,1.028,0.004,0.066,0.01,,42,0,42,0,,SP_0061,1.019,0.007,0.083,0.013,,42,0,42,0,,0.009,82,0.536,0.5935,,"PTS system, IIB component",TRANSPORT,PHENOTYPED,FALSE
905,SP_0062,1.009,0.003,0.055,0.007,,69,0,69,0,,SP_0062,1.041,0.006,0.077,0.009,,71,0,71,0,,-0.032,138,2.867,0.0048,,"PTS system, IIC component",TRANSPORT,VIVO,FALSE
815,SP_0063,1.009,0.004,0.062,0.008,,61,0,61,0,,SP_0063,1.027,0.007,0.083,0.011,,62,0,62,0,,-0.018,121,1.372,0.17259,,"PTS system, IID component",TRANSPORT,NO-PHENOTYPE,FALSE
404,SP_0064,0.993,0.004,0.061,0.015,,16,0,16,0,,SP_0064,0.991,0.003,0.055,0.014,,16,0,16,0,,0.002,30,0.098,0.9228,,"PTS system, IIA component",TRANSPORT,PHENOTYPED,FALSE
1166,SP_0065,0.998,0.005,0.071,0.008,,89,0,89,0,,SP_0065,1.012,0.003,0.053,0.006,,87,0,87,0,,-0.014,174,1.474,0.14233,,sugar isomerase domain protein AgaS,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1037,SP_0066,1.015,0.005,0.07,0.009,,66,0,66,0,,SP_0066,1.01,0.003,0.058,0.007,,66,0,66,0,,0.005,130,0.43,0.66824,,aldose 1-epimerase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
260,SP_0067,1.012,0.003,0.051,0.011,,21,0,21,0,,SP_0067,1.013,0.001,0.037,0.008,,21,0,21,0,,0,40,0.006,0.99561,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
197,SP_0068,0.992,0.009,0.095,0.021,,21,0,21,0,,SP_0068,1.016,0.004,0.066,0.014,,21,0,21,0,,-0.023,40,0.931,0.35724,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
635,SP_0069,1.009,0.005,0.072,0.01,,55,0,55,0,,SP_0069,1.039,0.013,0.115,0.016,,55,0,55,0,,-0.03,108,1.64,0.10391,,choline binding protein I,VARIOUS,NO-PHENOTYPE,FALSE
101,SP_0070,1,0.001,0.03,0.012,,6,0,6,0,,SP_0070,1.065,0.002,0.049,0.02,,6,0,6,0,,-0.065,10,2.785,0.01929,,hypothetical protein,UNKNOWN,VIVO,FALSE
5570,SP_0071,1.007,0.005,0.07,0.003,,778,0,778,0,M,SP_0071,1.052,0.01,0.099,0.004,,782,0,782,0,,-0.045,1558,10.415,0,,zinc metalloprotease ZmpC,VARIOUS,NO-PHENOTYPE,FALSE
113,SP_0072,1.042,0.003,0.055,0.032,,3,0,3,0,,SP_0072,0.899,0.001,0.035,0.024,,2,0,2,0,,0.143,3,3.58,0.03728,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
854,SP_0073,1.01,0.005,0.069,0.009,,57,0,57,0,,SP_0073,1.004,0.008,0.089,0.012,,58,1,57,0,,0.006,113,0.374,0.70913,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
557,SP_0074,1.014,0.005,0.072,0.015,,23,0,23,0,,SP_0074,1.007,0.001,0.035,0.007,,23,0,23,0,,0.007,44,0.439,0.66304,,"acetyltransferase, CysE/LacA/LpxA/NodL family",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
704,SP_0075,0.989,0.004,0.061,0.012,,25,0,25,0,,SP_0075,0.998,0.002,0.047,0.009,,26,0,26,0,,-0.009,49,0.609,0.54503,,"phosphorylase, Pnp/Udp family",UNKNOWN,VIVO,FALSE
92,SP_0076,1.01,0.003,0.059,0.014,,17,0,17,0,,SP_0076,1.035,0.025,0.158,0.041,,15,0,15,0,,-0.025,30,0.585,0.56317,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
158,SP_0077,1.023,0.003,0.055,0.016,,12,0,12,0,,SP_0077,1.008,0.002,0.04,0.012,,12,0,12,0,,0.015,22,0.773,0.44773,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1379,SP_0078,1.016,0.005,0.069,0.007,,109,0,109,0,,SP_0078,1.008,0.003,0.052,0.005,,108,0,108,0,,0.007,215,0.896,0.37111,,"potassium uptake protein, Trk family",TRANSPORT,NO-PHENOTYPE,FALSE
665,SP_0079,0.994,0.011,0.103,0.021,,25,0,25,0,,SP_0079,1.014,0.002,0.047,0.01,,23,0,23,0,,-0.02,46,0.883,0.38183,,"potassium uptake protein, Trk family",TRANSPORT,NO-PHENOTYPE,FALSE
107,SP_0080,0.987,0.001,0.032,0.018,,3,0,3,0,,SP_0080,1.018,0,0.013,0.008,,3,0,3,0,,-0.031,4,1.573,0.19088,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1016,SP_0081,1.009,0.003,0.052,0.007,,60,0,60,0,,SP_0081,1.027,0.008,0.09,0.012,,60,0,60,0,,-0.017,118,1.278,0.20374,,"glycosyl transferase, family 2, authentic point mutation",UNKNOWN,NO-PHENOTYPE,FALSE
2573,SP_0082,1.013,0.004,0.062,0.008,,64,0,64,0,,SP_0082,1.014,0.007,0.083,0.01,,63,0,63,0,,0,125,0.024,0.98098,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,FALSE
698,SP_0083,1.009,0.007,0.082,0.013,,40,0,40,0,,SP_0083,1.051,0.012,0.108,0.017,,42,0,42,0,,-0.041,80,1.962,0.0532,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,FALSE
1052,SP_0084,1.006,0.005,0.069,0.012,,33,0,33,0,,SP_0084,1.031,0.013,0.112,0.019,,34,0,34,0,,-0.025,65,1.091,0.27935,,sensor histidine kinase,REGULATOR,VIVO,FALSE
611,SP_0085,0.1,0.1,X,X,rpsD,,,,,,SP_0085,0.1,0.1,X,X,rpsD,,,,,,,,,,,ribosomal protein S4,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
176,SP_0086,0.1,0.1,X,X,,,,,,,SP_0086,0.1,0.1,X,X,,,,,,,,,,,,"IS630-Spn1, transposase Orf1, truncation",,REMOVE,FALSE
140,SP_0087,0.1,0.1,X,X,,,,,,,SP_0087,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
269,SP_0088,1.024,0,0.019,0.009,,5,0,5,0,,SP_0088,0.968,0.002,0.046,0.021,,5,0,5,0,,0.057,8,2.536,0.03493,,hypothetical protein,UNKNOWN,VIVO,FALSE
95,SP_0089,1.056,0.003,0.055,0.032,,3,0,3,0,,SP_0089,1.02,0.005,0.067,0.039,,3,0,3,0,,0.036,4,0.718,0.51239,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
959,SP_0090,1.011,0.005,0.069,0.007,,95,0,95,0,,SP_0090,1.046,0.007,0.085,0.009,,97,0,97,0,,-0.035,190,3.153,0.00188,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
923,SP_0091,1.016,0.005,0.068,0.008,,66,0,66,0,,SP_0091,1.006,0.002,0.046,0.006,,66,0,66,0,,0.01,130,0.979,0.32963,,"ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
1475,SP_0092,1.014,0.004,0.064,0.007,,82,0,82,0,,SP_0092,1.049,0.01,0.098,0.011,,82,0,82,0,,-0.034,162,2.646,0.00894,,"ABC transporter, substrate-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
113,SP_0093,1.01,0.001,0.038,0.01,,13,0,13,0,,SP_0093,1.113,0.014,0.12,0.033,,13,0,13,0,,-0.103,24,2.96,0.00683,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_0094,1.007,0.001,0.027,0.014,,4,0,4,0,,SP_0094,1.174,0.013,0.116,0.052,,5,0,5,0,,-0.167,7,3.109,0.01711,,hypothetical protein,UNKNOWN,VIVO,FALSE
986,SP_0095,1.006,0.007,0.085,0.015,,34,0,34,0,,SP_0095,1.003,0.009,0.093,0.016,,34,0,34,0,,0.003,66,0.133,0.89481,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
860,SP_0096,1.014,0.003,0.059,0.01,,36,0,36,0,,SP_0096,1.052,0.01,0.1,0.017,,36,0,36,0,,-0.038,70,1.965,0.05341,,hypothetical protein,UNKNOWN,VIVO,FALSE
1064,SP_0097,1.011,0.003,0.055,0.006,,99,0,99,0,,SP_0097,1.021,0.018,0.134,0.013,,101,0,101,0,,-0.01,198,0.67,0.50358,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
911,SP_0098,1.004,0.006,0.079,0.011,,53,0,53,0,,SP_0098,0.92,0.008,0.087,0.012,,53,0,53,0,,0.084,104,5.236,0,,hypothetical protein,UNKNOWN,VIVO,FALSE
593,SP_0099,1.01,0.003,0.057,0.011,,29,0,29,0,,SP_0099,0.916,0.005,0.072,0.014,,28,0,28,0,,0.095,55,5.493,0,,hypothetical protein,UNKNOWN,VIVO,FALSE
1166,SP_0101,1.007,0.003,0.057,0.006,,78,0,78,0,,SP_0101,0.98,0.018,0.134,0.015,,82,0,82,0,,0.027,158,1.699,0.09122,,putative transporter,TRANSPORT,VIVO,FALSE
1064,SP_0102,0.1,0.1,X,X,,,,,,,SP_0102,0.1,0.1,X,X,,,,,,,,,,,,glycosyl transferase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1850,SP_0103,0.1,0.1,X,X,,,,,,,SP_0103,0.1,0.1,X,X,,,,,,,,,,,,putative capsular polysaccharide biosynthesis protein,VARIOUS METABOLISM AND BIOSYNTHESIS,LIKELYESSENTIAL,FALSE
632,SP_0104,1.001,0.007,0.085,0.012,,48,0,48,0,,SP_0104,1.025,0.01,0.101,0.015,,47,0,47,0,,-0.024,93,1.235,0.21996,,"hydrolase, haloacid dehalogenase-like family",VARIOUS METABOLISM AND BIOSYNTHESIS,VIVO,FALSE
872,SP_0105,1.013,0.005,0.072,0.016,,21,0,21,0,,SP_0105,0.998,0.004,0.065,0.014,,22,0,22,0,,0.014,41,0.69,0.49379,,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
671,SP_0106,1.02,0.002,0.042,0.01,,17,0,17,0,,SP_0106,1.041,0.004,0.066,0.016,,17,0,17,0,,-0.021,32,1.122,0.27001,,"L-serine dehydratase, iron-sulfur-dependent, beta subunit",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
587,SP_0107,0.998,0.004,0.067,0.014,,22,0,22,0,,SP_0107,0.979,0.018,0.132,0.028,,23,0,23,0,,0.019,43,0.625,0.53535,,LysM domain protein,CELL WALL METABOLISM,PHENOTYPED,FALSE
320,SP_0108,0.99,0.001,0.024,0.017,,2,0,2,0,,SP_0108,1.164,0.027,0.163,0.082,,4,0,4,0,,-0.174,4,2.081,0.10587,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
287,SP_0109,1.024,0.007,0.086,0.015,,32,0,32,0,,SP_0109,1.079,0.02,0.143,0.025,,33,0,33,0,,-0.056,63,1.925,0.0588,,putative bacteriocin,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
2084,SP_0110,1.013,0.006,0.074,0.006,,153,0,153,0,,SP_0110,1.039,0.007,0.082,0.007,,156,0,156,0,,-0.026,307,2.961,0.0033,,hypothetical protein,UNKNOWN,VIVO,FALSE
641,SP_0111,1.008,0.004,0.064,0.011,,33,0,33,0,,SP_0111,1.025,0.004,0.06,0.01,,33,0,33,0,,-0.016,64,1.073,0.28714,,"putative amino acid ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
806,SP_0112,1.033,0.003,0.059,0.01,,36,0,36,0,,SP_0112,1.01,0.007,0.085,0.014,,37,0,37,0,,0.023,71,1.365,0.17644,,"putative amino acid ABC transporter, periplasmic amino acid-binding protein",TRANSPORT,PHENOTYPED,FALSE
419,SP_0113,1.031,0.005,0.07,0.013,,29,0,29,0,,SP_0113,1.019,0.005,0.074,0.014,,29,0,29,0,,0.012,56,0.632,0.52977,,"argininosuccinate synthase, truncation",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
320,SP_0114,1.017,0.015,0.123,0.041,,9,0,9,0,,SP_0114,1.079,0.012,0.109,0.033,,11,0,11,0,,-0.062,18,1.177,0.25462,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
380,SP_0115,1.001,0.005,0.068,0.011,,41,0,41,0,,SP_0115,1.037,0.008,0.088,0.014,,41,0,41,0,,-0.036,80,2.071,0.04156,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
245,SP_0116,0.984,0.006,0.077,0.022,,12,0,12,0,,SP_0116,1.035,0.001,0.039,0.011,,12,0,12,0,,-0.05,22,2.023,0.05539,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2234,SP_0117,0.996,0.005,0.074,0.009,,65,0,65,0,,SP_0117,1.004,0.005,0.071,0.009,,65,0,65,0,,-0.008,128,0.658,0.51192,,pneumococcal surface protein A,VARIOUS,NO-PHENOTYPE,FALSE
1121,SP_0118,0.1,0.1,X,X,trmU,,,,,,SP_0118,0.1,0.1,X,X,trmU,,,,,,,,,,,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
455,SP_0119,0.928,0.006,0.077,0.02,,15,0,15,0,,SP_0119,0.986,0.002,0.047,0.012,,16,0,16,0,,-0.058,29,2.489,0.0188,,MutT/nudix family protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
1913,SP_0120,0.1,0.1,X,X,,,,,,,SP_0120,0.1,0.1,X,X,,,,,,,,,,,,glucose-inhibited division protein A,CELL DIVISION,LIKELYESSENTIAL,FALSE
1679,SP_0121,0.889,0.111,0.332,0.192,,3,1,2,0,,SP_0121,0.839,0.129,0.359,0.179,,4,1,3,0,,0.05,5,0.192,0.8555,,metallo-beta-lactamase superfamily protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
233,SP_0122,0.362,0.08,0.282,0.2,,2,1,1,0,,SP_0122,0.521,0.022,0.148,0.104,,2,0,2,0,,,,,,,conserved hypothetical protein,UNKNOWN,CORE,FALSE
245,SP_0123,0.993,0.008,0.088,0.021,,17,0,17,0,,SP_0123,1.038,0.017,0.131,0.031,,18,0,18,0,,-0.045,33,1.19,0.2424,,competence-induced protein Ccs1,VARIOUS,NO-PHENOTYPE,FALSE
152,SP_0124,1.013,0.006,0.076,0.024,,10,0,10,0,,SP_0124,1.007,0.001,0.036,0.011,,10,0,10,0,,0.005,18,0.204,0.84094,,hypothetical protein,UNKNOWN,VIVO,FALSE
185,SP_0125,0.938,0.009,0.094,0.03,,10,0,10,0,,SP_0125,0.976,0.008,0.091,0.029,,10,0,10,0,,-0.038,18,0.911,0.37439,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
107,SP_0126,0.1,0.1,X,X,,,,,,,SP_0126,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
683,SP_0127,0.741,0,0.015,0.011,,2,0,2,0,,SP_0127,0.652,0,0.017,0.012,,2,0,2,0,,0.09,2,5.605,0.03039,,conserved hypothetical protein,UNKNOWN,CORE,FALSE
437,SP_0128,0.701,0.1,0.316,0.088,,13,4,9,0,,SP_0128,0.753,0.058,0.242,0.067,,13,0,13,0,,-0.052,24,0.467,0.64455,,putative ribosomal-protein-alanine acetyltransferase,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
1010,SP_0129,0.876,0.009,0.095,0.048,,4,0,4,0,,SP_0129,0.867,0.016,0.127,0.057,,5,0,5,0,,0.009,7,0.118,0.90906,,DNA-binding/iron metalloprotein/AP endonuclease,VARIOUS,CORE,FALSE
1513,SP_0130,0.859,0.02,0.143,0.031,,21,0,21,0,M,SP_0130,0.89,0.04,0.199,0.042,,22,0,22,0,M,-0.032,41,0.598,0.55323,,"IS1167, transposase, degenerate",,REMOVE,FALSE
351,SP_0131,0.998,0.007,0.083,0.016,,26,0,26,0,M,SP_0131,0.988,0.002,0.05,0.01,,26,0,26,0,M,0.01,50,0.514,0.60959,,"IS630-Spn1, transposase Orf2, degenerate",,REMOVE,FALSE
187,SP_0132,0.976,0.005,0.071,0.025,,8,0,8,0,M,SP_0132,0.999,0.004,0.061,0.022,,8,0,8,0,M,-0.023,14,0.702,0.494,,"IS630-Spn1, transposase Orf1, degenerate",,REMOVE,FALSE
563,SP_0133,0.999,0.013,0.116,0.014,,73,0,73,0,,SP_0133,1.085,0.018,0.135,0.015,,79,0,79,0,,-0.086,150,4.208,0.00004,,hypothetical protein,UNKNOWN,VIVO,FALSE
206,SP_0134,1.009,0.007,0.082,0.022,,14,0,14,0,,SP_0134,1.033,0.006,0.078,0.021,,14,0,14,0,,-0.025,26,0.819,0.42026,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
443,SP_0135,1.03,0.008,0.087,0.011,,61,0,61,0,,SP_0135,1.023,0.006,0.077,0.01,,61,0,61,0,,0.007,120,0.457,0.6485,,putative glycosyl transferase,UNKNOWN,VIVO,FALSE
875,SP_0136,0.994,0.008,0.09,0.008,,141,0,141,0,,SP_0136,1.073,0.01,0.098,0.008,,142,0,142,0,,-0.079,281,7.042,0,,"glycosyl transferase, family 2",UNKNOWN,NO-PHENOTYPE,FALSE
1616,SP_0137,1.013,0.005,0.072,0.005,,228,0,228,0,,SP_0137,1.05,0.006,0.08,0.005,,227,0,227,0,,-0.037,453,5.187,0,,"ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
467,SP_0138,0.997,0.012,0.108,0.012,,86,0,86,0,,SP_0138,1.119,0.014,0.12,0.013,,86,0,86,0,,-0.122,170,6.989,0,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
755,SP_0139,1.006,0.005,0.072,0.006,,158,0,158,0,,SP_0139,1.056,0.01,0.102,0.008,,163,0,163,0,,-0.05,319,5.149,0,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1171,SP_0140,1.005,0.01,0.101,0.007,ugd,182,0,182,0,,SP_0140,1.088,0.012,0.109,0.008,ugd,183,0,183,0,,-0.084,363,7.621,0,,"UDP-glucose 6-dehydrogenase, authentic frameshift",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
863,SP_0141,0.982,0.033,0.181,0.03,,36,1,35,0,,SP_0141,1.072,0.02,0.143,0.024,,37,0,37,0,,-0.09,71,2.356,0.02122,,transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
233,SP_0142,0.778,0.001,0.032,0.019,,3,0,3,0,,SP_0142,0.729,0.004,0.063,0.036,,3,0,3,0,,0.049,4,1.194,0.29839,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
677,SP_0143,1.008,0.004,0.064,0.008,,71,0,71,0,,SP_0143,1.072,0.014,0.118,0.014,,74,0,74,0,,-0.065,143,4.128,0.00006,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
665,SP_0144,1.002,0.006,0.075,0.012,,40,0,40,0,,SP_0144,1.034,0.005,0.072,0.011,,42,0,42,0,,-0.032,80,1.967,0.05266,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1226,SP_0145,1.006,0.006,0.075,0.009,,76,0,76,0,,SP_0145,1.028,0.013,0.115,0.013,,76,0,76,0,,-0.022,150,1.413,0.1598,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
656,SP_0146,1.006,0.006,0.079,0.012,,45,0,45,0,,SP_0146,1.058,0.016,0.126,0.019,,46,0,46,0,,-0.052,89,2.393,0.01883,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
209,SP_0147,0.998,0.005,0.068,0.021,,11,0,11,0,,SP_0147,0.977,0.001,0.038,0.012,,11,0,11,0,,0.02,20,0.865,0.39736,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
830,SP_0148,0.896,0.009,0.094,0.038,,6,0,6,0,,SP_0148,0.92,0.048,0.22,0.078,,8,0,8,0,,-0.024,12,0.275,0.78824,,"ABC transporter, substrate-binding protein",TRANSPORT,PHENOTYPED,FALSE
854,SP_0149,0.997,0.004,0.065,0.01,,42,0,42,0,,SP_0149,1.079,0.017,0.131,0.02,,42,0,42,0,,-0.081,82,3.606,0.00053,,lipoprotein,TRANSPORT,PHENOTYPED,FALSE
1373,SP_0150,0.992,0.006,0.081,0.009,,81,0,81,0,,SP_0150,1.035,0.012,0.11,0.012,,83,0,83,0,,-0.043,162,2.84,0.00508,,"peptidase, M20/M25/M40 family",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1061,SP_0151,1.024,0.005,0.071,0.011,,41,0,41,0,,SP_0151,1.015,0.005,0.074,0.011,,41,0,41,0,,0.008,80,0.521,0.60349,,"ABC transporter, ATP-binding protein",TRANSPORT,PHENOTYPED,FALSE
692,SP_0152,0.995,0.004,0.066,0.011,,34,0,34,0,,SP_0152,1.008,0.002,0.039,0.007,,34,0,34,0,,-0.013,66,0.956,0.34231,,"putative ABC transporter, permease protein",TRANSPORT,PHENOTYPED,FALSE
569,SP_0153,1.009,0.003,0.056,0.007,,58,0,58,0,,SP_0153,1.036,0.018,0.134,0.017,,59,0,59,0,,-0.026,115,1.386,0.16852,,putative membrane protein,UNKNOWN,NO-PHENOTYPE,FALSE
614,SP_0154,0.995,0.004,0.061,0.008,,57,0,57,0,,SP_0154,1.03,0.01,0.102,0.013,,59,0,59,0,,-0.035,114,2.223,0.02818,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
1646,SP_0155,0.998,0.004,0.062,0.005,,156,0,156,0,,SP_0155,1.039,0.009,0.096,0.008,,156,0,156,0,,-0.041,310,4.487,0.00001,,putative sensor histidine kinase,REGULATOR,PHENOTYPED,FALSE
1286,SP_0156,1.006,0.006,0.076,0.008,,94,0,94,0,,SP_0156,1.019,0.007,0.081,0.008,,93,0,93,0,,-0.013,185,1.109,0.26878,,DNA-binding response regulator,REGULATOR,NO-PHENOTYPE,FALSE
581,SP_0157,1.007,0.004,0.062,0.008,,60,0,60,0,,SP_0157,1.06,0.015,0.124,0.016,,60,0,60,0,,-0.053,118,2.95,0.00384,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
470,SP_0158,0.1,0.1,X,X,,,,,,,SP_0158,0.892,0,0,0,,1,0,1,0,,,,,,,NrdI family protein,VARIOUS,NO-PHENOTYPE,FALSE
1262,SP_0159,1.02,0.004,0.063,0.01,,42,0,42,0,,SP_0159,1.068,0.015,0.122,0.019,,41,0,41,0,,-0.048,81,2.243,0.02762,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
458,SP_0160,0.942,0.012,0.11,0.039,,8,0,8,0,,SP_0160,0.814,0.042,0.204,0.072,,8,0,8,0,,0.128,14,1.564,0.14017,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
440,SP_0161,1.008,0.005,0.074,0.014,,28,0,28,0,,SP_0161,0.991,0.005,0.072,0.013,,29,0,29,0,,0.017,55,0.871,0.38774,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
95,SP_0162,0.1,0.1,X,X,,,,,,,SP_0162,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
866,SP_0163,0.99,0.016,0.125,0.015,,73,0,73,0,,SP_0163,1.09,0.024,0.155,0.018,,76,0,76,0,,-0.1,147,4.366,0.00002,,putative transcriptional regulator PlcR,REGULATOR,NO-PHENOTYPE,FALSE
128,SP_0164,0.987,0.009,0.094,0.031,,9,0,9,0,,SP_0164,1.041,0.002,0.044,0.015,,9,0,9,0,,-0.053,16,1.536,0.14404,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
557,SP_0165,0.977,0.005,0.069,0.008,,80,0,80,0,,SP_0165,1.057,0.018,0.133,0.015,,79,0,79,0,,-0.08,157,4.744,0,,flavoprotein,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1106,SP_0166,1.002,0.006,0.08,0.006,,165,0,165,0,,SP_0166,1.065,0.015,0.122,0.009,,168,0,168,0,,-0.063,331,5.555,0,,"pyridoxal-dependent decarboxylase, Orn/Lys/Arg family",AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
1391,SP_0167,1.004,0.006,0.075,0.006,,135,0,135,0,,SP_0167,1.052,0.012,0.111,0.01,,133,0,133,0,,-0.049,266,4.228,0.00003,,hypothetical protein,UNKNOWN,VIVO,FALSE
1178,SP_0168,1,0.008,0.089,0.007,,147,0,147,0,,SP_0168,1.038,0.006,0.075,0.006,,151,0,151,0,,-0.037,296,3.919,0.00011,,putative macrolide efflux protein,TRANSPORT,VIVO,FALSE
137,SP_0169,0.992,0.001,0.037,0.026,,2,0,2,0,,SP_0169,1.059,0.001,0.038,0.027,,2,0,2,0,,-0.066,2,1.752,0.22192,,"lactose phosphotransferase system repressor, degenerate",REGULATOR,VIVO,FALSE
116,SP_0170,0.999,0.003,0.059,0.021,,8,0,8,0,,SP_0170,1.157,0.025,0.157,0.056,,8,0,8,0,,-0.158,14,2.666,0.01845,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_0171,0.996,0.005,0.074,0.014,,28,0,28,0,,SP_0171,1.017,0.005,0.068,0.013,,29,0,29,0,,-0.021,55,1.124,0.26575,,ROK family protein,UNKNOWN,NO-PHENOTYPE,FALSE
104,SP_0172,1.002,0.005,0.071,0.018,,16,0,16,0,,SP_0172,1.013,0.006,0.077,0.019,,16,0,16,0,,-0.01,30,0.392,0.6979,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
