Gene,mean.Gluc,var.Gluc,sd.Gluc,se.Gluc,gene,Ins1,Blank.Gluc,Not.Blank.Gluc,Blank.Removed.Gluc,M,locus,mean.PennG,var.PennG,sd.PennG,se.PennG,gene.1,Is2,Blank.PennG,Not.Blank.PennG,Blank.Removed.PennG,M.1,Value,Df,TDIST,p.value,locus.19F,Common.Name,Sig
SPT_1488,1.031939836,0.008116269,0.090090341,0.011174331,,65,0,65,0,,SPT_1488,1.001160926,0.010813118,0.103986143,0.013314061,,61,0,61,0,,0.031,124,1.771,0.07906,SPT_1488,hypothetical protein,FALSE
SPT_1960,0.933771412,0.012688317,0.112642429,0.011556869,,95,1,94,0,,SPT_1960,0.90623139,0.010256318,0.101273483,0.010501571,,93,0,93,0,,0.028,186,1.764,0.07944,SPT_1960,competence-induced protein Ccs50,FALSE
SPT_0227,1.000296658,0.006806438,0.082501139,0.011667423,,50,0,50,0,,SPT_0227,0.967308759,0.010305294,0.101514992,0.014502142,,49,0,49,0,,0.033,97,1.772,0.07948,SPT_0227,hypothetical protein,FALSE
SPT_0634,1.009045983,0.006122741,0.078247947,0.007944875,,97,0,97,0,,SPT_0634,1.030474376,0.008413182,0.091723397,0.009218548,,99,0,99,0,,-0.021,194,1.761,0.07985,SPT_0634,ABC transporter membrane-spanning permease - glutamine transport,FALSE
SPT_1085,1.005454823,0.007454839,0.086341408,0.00672167,,165,1,164,0,,SPT_1085,1.023533507,0.010349495,0.101732466,0.00784883,,168,1,167,0,,-0.018,331,1.749,0.08113,SPT_1085,"iron-compound ABC transporter, ATP-binding protein",FALSE
SPT_1397,1.050043662,0.005646079,0.075140393,0.006305642,,142,0,142,0,,SPT_1397,1.033008603,0.007859893,0.088656039,0.00743985,,142,0,142,0,,0.017,282,1.747,0.08177,SPT_1397,"DnaQ family exonuclease/DinG family helicase, putative",FALSE
SPT_1167,1.034199778,0.006278761,0.079238633,0.007624741,glgC,108,0,108,0,,SPT_1167,1.053511925,0.006951617,0.083376361,0.008022894,glgC,108,0,108,0,,-0.019,214,1.745,0.08245,SPT_1167,glucose-1-phosphate adenylyltransferase,FALSE
SPT_0205,0.722271246,0.00391574,0.06257587,0.044247822,,2,0,2,0,,SPT_0205,0.899330945,0.008478134,0.092076783,0.053160555,,3,0,3,0,,-0.177,3,2.56,0.08322,SPT_0205,ribonucleotide reductase,FALSE
SPT_1114,1.001294353,0.007460581,0.086374657,0.009424248,,84,0,84,0,,SPT_1114,1.025758265,0.009017736,0.09496176,0.010423407,,83,0,83,0,,-0.024,165,1.741,0.08356,SPT_1114,"ABC transporter, ATP-binding protein",FALSE
SPT_1969,0.999139275,0.005930069,0.077006943,0.005404828,,203,0,203,0,,SPT_1969,0.985032043,0.007416221,0.086117486,0.006089426,,200,0,200,0,,0.014,401,1.733,0.08393,SPT_1969,"transcriptional regulator PlcR, putative",FALSE
SPT_1400,0.739163535,0.055953072,0.236544016,0.032189563,,54,1,53,0,,SPT_1400,0.663140678,0.041991177,0.204917487,0.029577292,,48,3,45,0,,0.076,100,1.739,0.0851,SPT_1400,sensor histidine kinase CiaH,FALSE
SPT_0872,1.003468606,0.003779853,0.061480509,0.006553844,,88,0,88,0,,SPT_0872,1.02314485,0.00777534,0.088177886,0.009294765,,90,0,90,0,,-0.02,176,1.73,0.08537,SPT_0872,NOL1/NOP2/sun family protein,FALSE
SPT_0881,1.031311731,0.0050949,0.071378571,0.00560803,,162,0,162,0,,SPT_0881,1.045753849,0.006213152,0.078823547,0.006212166,,161,0,161,0,,-0.014,321,1.726,0.08537,SPT_0881,transcriptional regulator GntR family,FALSE
SPT_1961,0.990745251,0.007945699,0.089138652,0.009004364,,98,0,98,0,,SPT_1961,1.015584924,0.012352624,0.111142357,0.011227073,,98,1,97,0,,-0.025,194,1.726,0.08595,SPT_1961,thiamine pyrophosphokinase,FALSE
SPT_0020,0.988575955,0.002349219,0.048468746,0.010576748,,21,0,21,0,,SPT_0020,0.934544563,0.017476985,0.132200549,0.028848525,,21,0,21,0,,0.054,40,1.758,0.08632,SPT_0020,hypothetical protein,FALSE
SPT_1356,1.067921766,0.004922574,0.070161057,0.006514291,,116,0,116,0,,SPT_1356,1.08553243,0.007284794,0.085351005,0.007890703,,117,0,117,0,,-0.018,231,1.721,0.08657,SPT_1356,ABC transporter membrane-spanning permease - ribose/galactose transport,FALSE
SPT_1731,0.961917626,0.005568264,0.074620799,0.012989814,,33,0,33,0,,SPT_1731,0.995935423,0.006901366,0.083074461,0.014685629,,32,0,32,0,,-0.034,63,1.735,0.08762,SPT_1731,"type IV prepilin peptidase, putative",FALSE
SPT_0004,0.978806494,0.00602839,0.077642707,0.007764271,,100,0,100,0,,SPT_0004,1.000051813,0.009291711,0.096393523,0.009639352,,100,0,100,0,,-0.021,198,1.716,0.08764,SPT_0004,phage protein,FALSE
SPT_0971,1.01674223,0.008171846,0.090398262,0.00780922,leuB,134,0,134,0,,SPT_0971,1.036040203,0.008358545,0.091425077,0.008112664,leuB,127,0,127,0,,-0.019,259,1.714,0.08777,SPT_0971,3-isopropylmalate dehydrogenase,FALSE
SPT_0076,1.047706143,0.002772573,0.052655225,0.015200254,,12,0,12,0,,SPT_0076,0.984800937,0.011124904,0.10547466,0.031801807,,11,0,11,0,,0.063,21,1.785,0.08877,SPT_0076,"acyl carrier protein, putative",FALSE
SPT_0522,1.013934858,0.007881642,0.088778613,0.007756623,,131,0,131,0,,SPT_0522,1.032999078,0.008380588,0.091545552,0.008029076,,130,0,130,0,,-0.019,259,1.708,0.08889,SPT_0522,hypothetical protein,FALSE
SPT_1111,0.802834425,0.014571933,0.120714263,0.007529949,ppc,257,2,255,0,,SPT_1111,0.820902522,0.014347976,0.119783036,0.00747186,ppc,257,1,256,0,,-0.018,512,1.703,0.08913,SPT_1111,phosphoenolpyruvate carboxylase,FALSE
SPT_1050,1.022026853,0.00714406,0.084522543,0.0043189,,383,0,383,0,,SPT_1050,1.033303517,0.009725591,0.098618412,0.005045757,,382,0,382,0,,-0.011,763,1.698,0.08994,SPT_1050,pneumococcal histidine triad protein E,FALSE
SPT_1049,1.037566916,0.006341304,0.079632308,0.007524546,,112,0,112,0,,SPT_1049,1.057736497,0.009234389,0.096095726,0.009162368,,110,0,110,0,,-0.02,220,1.701,0.09032,SPT_1049,pneumococcal histidine triad protein B,FALSE
SPT_1910,0.993758059,0.006124255,0.078257616,0.005882203,,177,0,177,0,,SPT_1910,0.978512443,0.007973184,0.089292686,0.006788797,,173,0,173,0,,0.015,348,1.697,0.09055,SPT_1910,"transcriptional regulator, Cro/CI family",FALSE
SPT_1867,1.00178167,0.011235105,0.105995779,0.015299173,,48,0,48,0,,SPT_1867,0.963446487,0.01290692,0.113608627,0.016397993,,48,0,48,0,,0.038,94,1.709,0.09069,SPT_1867,hypothetical protein,FALSE
SPT_1977,1.025471085,0.013233917,0.115038764,0.009828425,,137,0,137,0,,SPT_1977,1.002488964,0.012070709,0.109866779,0.009420999,,136,0,136,0,,0.023,271,1.688,0.09255,SPT_1977,Cof family protein,FALSE
SPT_1831,0.985861024,0.000822122,0.028672674,0.020274642,,2,0,2,0,,SPT_1831,1.062185561,0.00043231,0.020792069,0.014702213,,2,0,2,0,,-0.076,2,3.048,0.09291,SPT_1831,tRNA-Met*,FALSE
SPT_0420,0.970968495,0.017114426,0.130822114,0.0089849,,212,0,212,0,,SPT_0420,0.94842252,0.019808696,0.140743369,0.009952059,,200,1,199,0,,0.023,410,1.682,0.09342,SPT_0420,choline binding protein C,FALSE
SPT_0608,1.001049806,0.008613047,0.092806503,0.004918735,,356,0,356,0,,SPT_0608,1.012687848,0.008522715,0.092318551,0.004913621,,353,1,352,0,,-0.012,707,1.674,0.09459,SPT_0608,beta-glucosidase (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase) (Amygdalase),FALSE
SPT_0393,0.03053198,0.011239615,0.106017051,0.017669508,,36,32,4,0,,SPT_0393,0.0833625,0.024464516,0.156411367,0.02571387,,37,29,8,0,,-0.053,71,1.693,0.09478,SPT_0393,tyrosine-protein phosphatase CpsB,FALSE
SPT_1448,0.870859726,0.000587013,0.024228348,0.012114174,atpF,4,0,4,0,,SPT_1448,0.933922436,0.003464961,0.058863919,0.02943196,atpF,4,0,4,0,,-0.063,6,1.981,0.09484,SPT_1448,"ATP synthase F0, B subunit",FALSE
SPT_0966,1.025947272,0.009673419,0.098353539,0.012697387,,60,0,60,0,,SPT_0966,1.060256606,0.015288793,0.123647857,0.01596287,,60,0,60,0,,-0.034,118,1.682,0.0952,SPT_0966,hypothetical protein,FALSE
SPT_1294,1.035341497,0.00109454,0.03308384,0.019100964,,3,0,3,0,,SPT_1294,0.954479246,0.0030567,0.055287434,0.031920215,,3,0,3,0,,0.081,4,2.174,0.0954,SPT_1294,hypothetical protein,FALSE
SPT_0884,1.035030433,0.008141415,0.090229792,0.008642447,,109,0,109,0,,SPT_0884,1.055999627,0.008626701,0.092880035,0.009064163,,105,0,105,0,,-0.021,212,1.674,0.09554,SPT_0884,hypothetical protein,FALSE
SPT_0878,1.038129164,0.007322266,0.085570242,0.009019896,pstB2,90,0,90,0,,SPT_0878,1.062213236,0.011523573,0.107347905,0.011253118,pstB2,91,0,91,0,,-0.024,179,1.67,0.09667,SPT_0878,"phosphate ABC transporter, ATP-binding protein, putative",FALSE
SPT_0122,0.995352027,0.005555153,0.074532899,0.005494638,,184,0,184,0,,SPT_0122,1.009301213,0.007498022,0.086591122,0.00633217,,187,0,187,0,,-0.014,369,1.664,0.09699,SPT_0122,ABC transporter membrane-spanning permease - sugar transport,FALSE
SPT_1505,0.985104319,0.006955386,0.083398956,0.008138905,,105,0,105,0,,SPT_1505,0.96325247,0.011092505,0.105320963,0.010278274,,105,0,105,0,,0.022,208,1.667,0.09707,SPT_1505,transporter,FALSE
SPT_2249,0.983878453,0.007810166,0.088375144,0.004184684,,446,0,446,0,,SPT_2249,0.973669795,0.008775797,0.093679224,0.004501936,,433,0,433,0,,0.01,877,1.661,0.09709,SPT_2249,"ABC transporter, permease component",FALSE
SPT_2148,0.99353843,0.007367364,0.085833349,0.004783306,,322,0,322,0,,SPT_2148,0.982005591,0.008302565,0.091118413,0.00505434,,325,1,324,0,,0.012,645,1.657,0.09795,SPT_2148,choline binding protein PcpA,FALSE
SPT_1515,1.084643249,0.000747911,0.027347959,0.019337927,,2,0,2,0,,SPT_1515,1.005331035,0.000703505,0.026523668,0.018755066,,2,0,2,0,,0.079,2,2.944,0.0986,SPT_1515,DNA replication protein DnaD,FALSE
SPT_1483,0.94658424,0.006542644,0.080886615,0.01387194,,34,0,34,0,,SPT_1483,0.983599436,0.010082252,0.100410416,0.017220244,,34,0,34,0,,-0.037,66,1.674,0.09888,SPT_1483,peptidase propeptide and ypeb domain protein,FALSE
SPT_1562,0.89946445,0.010193272,0.100961735,0.00785986,,165,0,165,0,,SPT_1562,0.917284279,0.008851485,0.094082333,0.007391806,,162,0,162,0,,-0.018,325,1.652,0.09959,SPT_1562,"cation-transporting ATPase, E1-E2 family",FALSE
SPT_1040,1.021378656,0.00567212,0.075313479,0.00522205,lacG2,208,0,208,0,,SPT_1040,1.034661041,0.00778141,0.088212301,0.006131179,lacG2,207,0,207,0,,-0.013,413,1.649,0.09986,SPT_1040,6-phospho-beta-galactosidase,FALSE
SPT_1220,1.01193419,0.004215214,0.064924677,0.009003433,,52,0,52,0,,SPT_1220,1.034222833,0.004968903,0.070490449,0.009968855,,50,0,50,0,,-0.022,100,1.659,0.10019,SPT_1220,phosphoglycerate mutase,FALSE
SPT_2161,0.983484827,0.007066747,0.084063947,0.007182068,argF,137,0,137,0,,SPT_2161,0.965898738,0.008326807,0.091251339,0.007882915,argF,134,0,134,0,,0.018,269,1.649,0.1003,SPT_2161,ornithine carbamoyltransferase,FALSE
SPT_0724,0.994480588,0.000877106,0.029615967,0.017098787,,3,0,3,0,,SPT_0724,1.094742895,0.005787226,0.076073819,0.04392124,,3,0,3,0,,-0.1,4,2.127,0.10052,SPT_0724,pseudo,FALSE
SPT_0397,0.938112843,0.010830122,0.104067874,0.015688822,,44,0,44,0,,SPT_0397,0.892036939,0.022035418,0.148443316,0.022905301,,42,1,41,0,,0.046,84,1.66,0.10072,SPT_0397,UDP-N-acetyl-D-mannosamine transferase,FALSE
SPT_0013,0.999913659,0.006615806,0.081337608,0.01565343,,27,0,27,0,,SPT_0013,0.964177743,0.005558064,0.074552426,0.014620934,,26,0,26,0,,0.036,51,1.668,0.10137,SPT_0013,phage protein,FALSE
SPT_0083,0.960478847,0.004821682,0.069438332,0.019258728,,13,0,13,0,,SPT_0083,1.006525935,0.004678151,0.068397013,0.018969918,,13,0,13,0,,-0.046,24,1.703,0.10141,SPT_0083,phosphoribosylaminoimidazole-succinocarboxamide synthase (saicar synthetase),FALSE
SPT_1727,1.008640561,0.008989328,0.094812066,0.015587008,,37,0,37,0,,SPT_1727,0.968960427,0.012694347,0.112669194,0.018277357,,38,0,38,0,,0.04,73,1.652,0.10285,SPT_1727,"lipoprotein, putative",FALSE
SPT_0777,1.008692655,0.005443494,0.073780037,0.007569672,,95,0,95,0,,SPT_0777,1.027678816,0.007363487,0.085810761,0.008803998,,95,0,95,0,,-0.019,188,1.635,0.10368,SPT_0777,dihydroorotate dehydrogenase (dihydroorotate oxidase)(dhodehase) (dhodase) (dhod),FALSE
SPT_0070,0.903266423,0.000153829,0.012402789,0.008770096,,2,0,2,0,,SPT_0070,1.111220119,0.010526925,0.102600803,0.072549724,,2,0,2,0,,-0.208,2,2.846,0.10449,SPT_0070,DNA polymerase I,FALSE
SPT_2053,0.994339138,0.004917174,0.070122563,0.005362406,tgt,171,0,171,0,,SPT_2053,0.980832915,0.006823823,0.082606437,0.006335625,tgt,170,0,170,0,,0.014,339,1.627,0.10463,SPT_2053,queuine tRNA-ribosyltransferase,FALSE
SPT_0161,0.987814333,0.006690715,0.081796792,0.005604624,,213,0,213,0,,SPT_0161,0.973916242,0.008814842,0.09388739,0.006478845,,210,0,210,0,,0.014,421,1.622,0.10548,SPT_0161,hypothetical protein,FALSE
SPT_0411,1.022768824,0.006777096,0.082323121,0.002910562,,800,0,800,0,,SPT_0411,1.015609298,0.008870068,0.094181038,0.003338158,,796,2,794,0,,0.007,1594,1.617,0.10617,SPT_0411,endo-alpha-N-acetylgalactosaminidase,FALSE
SPT_2051,1.015644315,0.005600385,0.074835723,0.005359097,nagA,195,0,195,0,,SPT_2051,1.00262777,0.007021863,0.083796557,0.006016242,nagA,194,0,194,0,,0.013,387,1.616,0.107,SPT_2051,N-acetylglucosamine-6-phosphate deacetylase,FALSE
SPT_1855,1.019178977,0.000176892,0.01330007,0.006650035,groEL,4,0,4,0,,SPT_1855,0.967182081,0.002843609,0.053325497,0.026662749,groEL,4,0,4,0,,0.052,6,1.892,0.10732,SPT_1855,chaperonin GroEL,FALSE
SPT_0079,1.00819223,0.005771807,0.075972409,0.012324352,,38,0,38,0,,SPT_0079,0.97304214,0.011609439,0.107747106,0.017713515,,37,0,37,0,,0.035,73,1.629,0.10764,SPT_0079,hypothetical protein,FALSE
SPT_1652,0.569893501,0.000117689,0.010848478,0.007671032,,2,0,2,0,,SPT_1652,0.468976964,0.002505834,0.050058308,0.035396569,,2,0,2,0,,0.101,2,2.786,0.10828,SPT_1652,GntR family transcriptional regulator,FALSE
SPT_1252,1.025217902,0.006938293,0.083296414,0.007801424,,114,0,114,0,,SPT_1252,1.043944804,0.008477884,0.092075425,0.008661727,,113,0,113,0,,-0.019,225,1.606,0.10957,SPT_1252,pseudo,FALSE
SPT_0964,0.992865217,0.008756499,0.093576167,0.00701383,,178,0,178,0,,SPT_0964,1.00870059,0.008815529,0.093891049,0.007037432,,178,0,178,0,,-0.016,354,1.594,0.11188,SPT_0964,hypothetical protein,FALSE
SPT_0571,0.997183167,0.005621128,0.074974185,0.01105434,,46,0,46,0,,SPT_0571,1.024963449,0.007291514,0.085390361,0.013335734,,41,0,41,0,,-0.028,85,1.604,0.11247,SPT_0571,hypothetical protein,FALSE
SPT_1724,0.993300992,0.007721886,0.087874264,0.005196114,,286,0,286,0,,SPT_1724,0.981086631,0.009186573,0.095846612,0.00568745,,284,0,284,0,,0.012,568,1.586,0.1134,SPT_1724,M protein trans-acting positive transcriptional regulator,FALSE
SPT_0953,0.959891955,0.007631478,0.087358329,0.013643079,,41,0,41,0,,SPT_0953,0.922258193,0.012125845,0.110117414,0.019168981,,33,0,33,0,,0.038,72,1.6,0.11409,SPT_0953,LicD Protein,FALSE
SPT_1427,1.084725874,0.005327858,0.072992181,0.032643096,,5,0,5,0,,SPT_1427,0.972414569,0.014843716,0.121834789,0.054486174,,5,0,5,0,,0.112,8,1.768,0.115,SPT_1427,chlorohydrolase,FALSE
SPT_1531,1.063156299,0.024664476,0.157049278,0.059359048,,7,0,7,0,M,SPT_1531,0.935089386,0.015425407,0.12419906,0.046942832,,7,0,7,0,M,0.128,12,1.692,0.11637,SPT_1531,transposase,FALSE
SPT_1184,1.014548279,0.008289794,0.091048304,0.006882605,,175,0,175,0,,SPT_1184,1.03022868,0.008769132,0.093643642,0.007224764,,168,0,168,0,,-0.016,341,1.571,0.11701,SPT_1184,voltage-gated chloride channel family protein,FALSE
SPT_0947,0.954086404,0.006221121,0.078874086,0.009708729,,66,0,66,0,,SPT_0947,0.975212678,0.005559598,0.074562709,0.009248366,,65,0,65,0,,-0.021,129,1.576,0.11757,SPT_0947,hypothetical protein,FALSE
SPT_0476,0.921636936,0.006342124,0.079637451,0.006524154,prfC,149,0,149,0,,SPT_0476,0.936944977,0.008058711,0.089770323,0.0072575,prfC,153,0,153,0,,-0.015,300,1.569,0.11779,SPT_0476,peptide chain release factor 3,FALSE
SPT_0156,0.992878791,0.007379304,0.085902873,0.005510672,,243,0,243,0,,SPT_0156,0.978999694,0.011507629,0.107273617,0.006953516,,238,1,237,0,,0.014,479,1.564,0.11841,SPT_0156,hypothetical protein,FALSE
SPT_2192,0.996750861,0.006427554,0.080172025,0.01267631,,40,0,40,0,,SPT_2192,0.963466225,0.011081862,0.105270423,0.016856758,,39,0,39,0,,0.033,77,1.578,0.11864,SPT_2192,hypothetical protein,FALSE
SPT_0633,1.008927036,0.005883632,0.076704836,0.008130696,,89,0,89,0,,SPT_0633,1.02667991,0.005460352,0.073894192,0.007877147,,88,0,88,0,,-0.018,175,1.568,0.11865,SPT_0633,ABC transporter membrane-spanning permease - glutamine transport,FALSE
SPT_1464,1.023984539,0.007271925,0.085275585,0.004730238,,325,0,325,0,,SPT_1464,1.012909293,0.008878955,0.094228208,0.005317605,,314,0,314,0,,0.011,637,1.556,0.12017,SPT_1464,pseudo,FALSE
SPT_1005,0.962417604,0.01091807,0.104489569,0.021328844,,24,0,24,0,,SPT_1005,1.008746115,0.009315532,0.096517003,0.020125186,,23,0,23,0,,-0.046,45,1.58,0.12115,SPT_1005,cytotoxic translational repressor of toxin-antitoxin stability system,FALSE
SPT_0867,1.029510155,0.008597533,0.092722881,0.010498799,,78,0,78,0,,SPT_0867,1.053618076,0.009748472,0.09873435,0.011400861,,75,0,75,0,,-0.024,151,1.555,0.12192,SPT_0867,HAD-superfamily subfamily IIA hydrolase,FALSE
SPT_1361,1.027756819,0.007145261,0.084529647,0.008452965,,100,0,100,0,,SPT_1361,1.04747067,0.008901392,0.094347186,0.009482249,,99,0,99,0,,-0.02,197,1.552,0.12229,SPT_1361,pyrimidine-nucleoside phosphorylase,FALSE
SPT_0521,1.023753569,0.005794177,0.076119494,0.005872746,trkA,168,0,168,0,,SPT_0521,1.009208298,0.009085935,0.09532017,0.007332321,trkA,169,0,169,0,,0.015,335,1.548,0.12249,SPT_0521,potassium transporter peripheral membrane component,FALSE
SPT_1903,0.899143746,0.009495648,0.097445616,0.009793653,,99,0,99,0,,SPT_1903,0.922426721,0.012562386,0.112082052,0.011439327,,96,0,96,0,,-0.023,193,1.546,0.12371,SPT_1903,"lipoprotein, putative",FALSE
SPT_0244,1.029596867,0.006622981,0.081381701,0.013379069,,37,0,37,0,,SPT_0244,1.000221773,0.00656028,0.080995557,0.013315588,,37,0,37,0,,0.029,72,1.556,0.12404,SPT_0244,hypothetical protein,FALSE
SPT_1057,1.025817831,0.006055737,0.077818616,0.005044232,,238,0,238,0,,SPT_1057,1.037159574,0.006885413,0.082978391,0.00537869,,238,0,238,0,,-0.011,474,1.538,0.12469,SPT_1057,hypothetical protein,FALSE
SPT_1973,0.802808136,0.004564123,0.067558295,0.023885464,rpmH,8,0,8,0,,SPT_1973,0.744636155,0.004800007,0.069282085,0.026186167,rpmH,7,0,7,0,,0.058,13,1.641,0.1247,SPT_1973,ribosomal protein L34,FALSE
SPT_1499,1.029797954,0.011173873,0.105706544,0.022536711,,22,0,22,0,,SPT_1499,0.955454076,0.038427487,0.196029302,0.041793588,,22,0,22,0,,0.074,42,1.566,0.12492,SPT_1499,hypothetical protein,FALSE
SPT_0134,0.98318723,0.006476998,0.080479801,0.01065981,,57,0,57,0,,SPT_0134,0.956004964,0.011037454,0.105059287,0.014039138,,56,0,56,0,,0.027,111,1.542,0.12591,SPT_0134,"transcriptional regulator, PadR family",FALSE
SPT_0673,1.030172075,0.007640026,0.087407241,0.01477452,,35,0,35,0,,SPT_0673,0.995870785,0.00951403,0.097539891,0.016487251,,35,0,35,0,,0.034,68,1.549,0.12593,SPT_0673,hypothetical protein,FALSE
SPT_1700,1.048665569,0.004421714,0.06649597,0.01567325,,18,0,18,0,,SPT_1700,1.007529097,0.007962205,0.08923119,0.021031993,,18,0,18,0,,0.041,34,1.568,0.12607,SPT_1700,hypothetical protein,FALSE
SPT_2143,0.983558,0.006776699,0.082320706,0.003552401,,537,0,537,0,,SPT_2143,0.975082719,0.009614775,0.098054958,0.004263259,,529,1,528,0,,0.008,1064,1.527,0.12699,SPT_2143,"transcriptional regulator, BglG family protein",FALSE
SPT_0794,1.007572533,0.006672904,0.081687844,0.00778863,,110,0,110,0,,SPT_0794,1.025190777,0.008017048,0.089537972,0.008498568,,111,0,111,0,,-0.018,219,1.528,0.12787,SPT_0794,pseudo,FALSE
SPT_1200,1.029298969,0.005477032,0.07400697,0.005168871,,205,0,205,0,,SPT_1200,1.041400535,0.007541269,0.086840482,0.006021304,,208,0,208,0,,-0.012,411,1.525,0.12803,SPT_1200,amino acid permease family protein,FALSE
SPT_0797,0.902697834,0.011358742,0.106577397,0.009039777,,139,0,139,0,,SPT_0797,0.882345563,0.012991046,0.113978272,0.009846223,,134,1,133,0,,0.02,271,1.523,0.12902,SPT_0797,peptidoglycan GlcNAc deacetylase,FALSE
SPT_0040,0.964960401,0.014640417,0.12099759,0.005716599,mfd,448,0,448,0,,SPT_0040,0.95097392,0.023309145,0.152673329,0.007245556,mfd,444,4,440,0,,0.014,890,1.515,0.13001,SPT_0040,transcription-repair coupling factor,FALSE
SPT_1283,1.033355706,0.004498594,0.067071561,0.012907928,,27,0,27,0,M,SPT_1283,1.007058676,0.003428265,0.058551389,0.01126822,,27,0,27,0,M,0.026,52,1.535,0.13091,SPT_1283,transposase,FALSE
SPT_1610,0.960627404,0.005545843,0.074470415,0.042995514,ddl,3,0,3,0,,SPT_1610,1.073261247,0.005128262,0.071611888,0.041345143,ddl,3,0,3,0,,-0.113,4,1.888,0.13201,SPT_1610,D-alanyl-alanine synthetase A,FALSE
SPT_2199,0.997369022,0.006533559,0.080830431,0.008616553,,88,0,88,0,,SPT_2199,1.018946234,0.011378615,0.106670589,0.011436288,,87,1,86,0,,-0.022,173,1.507,0.13366,SPT_2199,glycerol uptake facilitator protein,FALSE
SPT_2063,1.000820164,0.011682898,0.108087455,0.054043727,,4,0,4,0,,SPT_2063,1.12985376,0.007018392,0.083775842,0.048368005,,3,0,3,0,,-0.129,5,1.779,0.13535,SPT_2063,tRNA-Leu*,FALSE
SPT_1131,1.036318159,0.003891437,0.06238138,0.009863362,,40,0,40,0,,SPT_1131,1.057101991,0.003700338,0.060830401,0.009618131,,40,0,40,0,,-0.021,78,1.509,0.13543,SPT_1131,IS1381 transposase protein A,FALSE
SPT_0998,0.985715781,0.014389646,0.11995685,0.06925712,coaB,3,0,3,0,,SPT_0998,0.817736743,0,0,0,coaB,1,0,1,0,,0.168,2,2.425,0.13612,SPT_0998,phosphopantothenate--cysteine ligase,FALSE
SPT_0367,0.995883146,0.004722614,0.068721279,0.006552317,,110,0,110,0,,SPT_0367,0.980247586,0.007446191,0.086291314,0.008190409,,111,0,111,0,,0.016,219,1.491,0.13748,SPT_0367,carbohydrate kinase,FALSE
SPT_2191,0.987293021,0.00672658,0.082015732,0.00574225,dltA,204,0,204,0,,SPT_2191,0.971780261,0.015350746,0.123898128,0.008717442,dltA,202,3,199,0,,0.016,404,1.486,0.13804,SPT_2191,D-alanine-activating enzyme,FALSE
SPT_2222,0.986337721,0.003644532,0.060369959,0.01613455,rplI,14,0,14,0,,SPT_2222,0.930848263,0.017002057,0.130391937,0.032597984,rplI,16,0,16,0,,0.055,28,1.526,0.13833,SPT_2222,50S ribosomal protein L9,FALSE
SPT_0935,1.010438066,0.008219935,0.090663855,0.005978198,,230,0,230,0,,SPT_0935,1.022942179,0.007920611,0.088997817,0.005933188,,225,0,225,0,,-0.013,453,1.485,0.13835,SPT_0935,SAP domain protein,FALSE
SPT_0144,0.98714003,0.007849438,0.088597052,0.004991878,,315,1,314,0,,SPT_0144,0.975540414,0.01140908,0.106813297,0.006056826,,311,1,310,0,,0.012,624,1.478,0.13994,SPT_0144,ABC transporter membrane-spanning permease - amino acid transport,FALSE
SPT_0355,0.992196664,0.004787234,0.069189838,0.00851668,,66,0,66,0,,SPT_0355,1.010324963,0.005232034,0.072332799,0.008836858,,67,0,67,0,,-0.018,131,1.477,0.14205,SPT_0355,glutathione synthetase,FALSE
SPT_0680,0.997050819,0.006990417,0.083608715,0.007632397,,120,0,120,0,,SPT_0680,1.012947312,0.00678835,0.082391443,0.007683042,,115,0,115,0,,-0.016,233,1.468,0.14349,SPT_0680,ribonuclease BN,FALSE
