Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Kan,var-19F-Kan,sd-19F-Kan,se-19F-Kan,Total-19F-Kan,Blank-19F-Kan,Not Blank-19F-Kan,Blank Removed-19F-Kan,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
861,SPT_0126,0.989,0.005,0.069,0.007,,104,0,104,0,,SPT_0126,0.965,0.01,0.101,0.01,101,1,100,0,0.025,203,2.05,0.04164,,hypothetical protein,FALSE
165,SPT_0127,0.966,0.01,0.102,0.015,,48,0,48,0,,SPT_0127,1.032,0.01,0.1,0.015,47,0,47,0,-0.065,93,3.155,0.00216,,hypothetical protein,FALSE
1347,SPT_0128,,,,,,,,,,,SPT_0128,,,,,,,,M,,,,,,Spn1 transposase,FALSE
126,SPT_0129,1.008,0.002,0.048,0.012,,15,0,15,0,,SPT_0129,0.987,0.004,0.064,0.016,15,0,15,0,0.021,28,1.036,0.3092,,hypothetical protein,FALSE
198,SPT_0130,0.991,0.003,0.055,0.011,,24,0,24,0,,SPT_0130,1.011,0.006,0.074,0.015,24,0,24,0,-0.019,46,1.021,0.31263,,macrolide export ATP-binding/permease protein MacB,FALSE
1065,SPT_0131,1.001,0.005,0.073,0.006,,162,0,162,0,,SPT_0131,1,0.005,0.073,0.006,160,0,160,0,0.001,320,0.161,0.87191,,hypothetical protein,FALSE
912,SPT_0132,0.997,0.005,0.069,0.006,,121,0,121,0,,SPT_0132,1,0.007,0.081,0.007,120,0,120,0,-0.003,239,0.337,0.7362,,hypothetical protein,FALSE
594,SPT_0133,0.982,0.006,0.078,0.01,,58,0,58,0,,SPT_0133,0.99,0.01,0.102,0.014,54,0,54,0,-0.008,110,0.466,0.64181,,hypothetical protein,FALSE
327,SPT_0134,0.996,0.007,0.081,0.011,,57,0,57,0,,SPT_0134,0.978,0.006,0.08,0.011,55,0,55,0,0.018,110,1.194,0.23493,,"transcriptional regulator, PadR family",FALSE
1167,SPT_0135,1.004,0.005,0.071,0.005,,178,0,178,0,,SPT_0135,1.001,0.007,0.084,0.006,173,0,173,0,0.003,349,0.361,0.71825,,"transporter, putative",FALSE
1065,SPT_0136,,,,,,,,,,,SPT_0136,,,,,,,,,,,,,,glycosyl transferase,FALSE
1851,SPT_0137,,,,,,,,,,,SPT_0137,,,,,,,,,,,,,,"capsular polysaccharide biosynthesis protein, putative",FALSE
633,SPT_0138,0.995,0.004,0.067,0.006,,129,0,129,0,,SPT_0138,0.993,0.005,0.07,0.006,125,0,125,0,0.001,252,0.166,0.86815,,phosphoglycolate phosphatase,FALSE
873,SPT_0139,0.999,0.005,0.069,0.008,sdaAA,83,0,83,0,,SPT_0139,0.984,0.006,0.076,0.009,79,0,79,0,0.015,160,1.339,0.18239,,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit",FALSE
672,SPT_0140,1.011,0.005,0.072,0.009,sdaAB,64,0,64,0,,SPT_0140,0.978,0.005,0.073,0.009,62,0,62,0,0.032,124,2.516,0.01314,,"L-serine dehydratase, iron-sulfur-dependent, beta subunit",FALSE
588,SPT_0141,1.001,0.005,0.068,0.007,,90,0,90,0,,SPT_0141,0.979,0.01,0.098,0.01,88,1,87,0,0.022,176,1.735,0.08446,,LysM domain-containing protein,FALSE
321,SPT_0142,,,,,,,,,,,SPT_0142,,,,,,,,,,,,,,helix-turn-helix domain protein,FALSE
249,SPT_0143,1.007,0.009,0.096,0.015,,44,0,44,0,,SPT_0143,1.031,0.005,0.072,0.011,44,0,44,0,-0.024,86,1.327,0.18798,,"bacteriocin, putative",FALSE
2109,SPT_0144,0.999,0.007,0.083,0.005,,309,0,309,0,,SPT_0144,0.979,0.008,0.089,0.005,301,0,301,0,0.02,608,2.868,0.00428,,ABC transporter membrane-spanning permease - amino acid transport,FALSE
642,SPT_0145,0.995,0.005,0.072,0.008,,83,0,83,0,,SPT_0145,0.978,0.007,0.082,0.009,80,0,80,0,0.017,161,1.441,0.15143,,"amino acid ABC transporter, ATP-binding protein, putative",FALSE
807,SPT_0146,0.998,0.009,0.096,0.011,,76,0,76,0,,SPT_0146,1.001,0.008,0.087,0.01,71,0,71,0,-0.003,145,0.183,0.85486,,"amino acid ABC transporter, periplasmic amino acid-binding protein, putative",FALSE
420,SPT_0147,1.014,0.004,0.063,0.008,,68,0,68,0,,SPT_0147,0.97,0.007,0.084,0.011,63,0,63,0,0.043,129,3.312,0.0012,,argininosuccinate synthase (Citrulline--aspartateligase),FALSE
321,SPT_0148,1.095,0.03,0.174,0.061,,8,0,8,0,,SPT_0148,1.094,0.035,0.187,0.066,8,0,8,0,0.001,14,0.015,0.98851,,hypothetical protein,FALSE
369,SPT_0149,0.993,0.006,0.076,0.009,,72,0,72,0,,SPT_0149,0.974,0.009,0.096,0.012,68,0,68,0,0.02,138,1.335,0.18422,,hypothetical protein,FALSE
864,SPT_0150,1.001,0.006,0.076,0.008,,90,0,90,0,,SPT_0150,0.98,0.006,0.077,0.008,87,0,87,0,0.021,175,1.793,0.07474,,helix-turn-helix domain protein,FALSE
237,SPT_0151,0.992,0.006,0.078,0.011,,49,0,49,0,,SPT_0151,1.025,0.008,0.087,0.013,48,0,48,0,-0.033,95,1.947,0.05447,,hypothetical protein,FALSE
177,SPT_0152,0.982,0.004,0.06,0.009,,40,0,40,0,,SPT_0152,0.993,0.007,0.082,0.013,39,0,39,0,-0.011,77,0.676,0.50121,,hypothetical protein,FALSE
213,SPT_0153,0.978,0.007,0.084,0.015,,33,0,33,0,,SPT_0153,1.009,0.007,0.082,0.015,29,0,29,0,-0.031,60,1.45,0.1524,,hypothetical protein,FALSE
363,SPT_0154,0.999,0.006,0.074,0.008,,97,0,97,0,,SPT_0154,0.984,0.006,0.079,0.008,94,0,94,0,0.015,189,1.389,0.16632,,hypothetical protein,FALSE
1059,SPT_0155,0.988,0.008,0.088,0.005,,264,0,264,0,,SPT_0155,1.011,0.012,0.108,0.007,262,2,260,0,-0.022,524,2.606,0.00943,,hypothetical protein,FALSE
978,SPT_0156,0.996,0.007,0.082,0.005,,240,0,240,0,,SPT_0156,0.997,0.008,0.088,0.006,227,0,227,0,-0.001,465,0.135,0.89266,,hypothetical protein,FALSE
375,SPT_0157,1.001,0.004,0.066,0.008,,67,0,67,0,,SPT_0157,0.969,0.009,0.097,0.012,63,0,63,0,0.032,128,2.18,0.03107,,hypothetical protein,FALSE
183,SPT_0158,0.958,0.009,0.094,0.017,,31,0,31,0,,SPT_0158,1.029,0.006,0.079,0.015,29,0,29,0,-0.071,58,3.171,0.00243,,hypothetical protein,FALSE
903,SPT_0159,0.99,0.01,0.101,0.008,,177,1,176,0,,SPT_0159,1.005,0.008,0.088,0.007,169,0,169,0,-0.015,344,1.519,0.12978,,hypothetical protein,FALSE
354,SPT_0160,1.009,0.005,0.073,0.009,,60,0,60,0,,SPT_0160,0.984,0.009,0.097,0.013,55,0,55,0,0.025,113,1.535,0.12761,,hypothetical protein,FALSE
729,SPT_0161,0.988,0.005,0.071,0.005,,206,0,206,0,,SPT_0161,0.999,0.008,0.087,0.006,196,0,196,0,-0.012,400,1.486,0.13812,,hypothetical protein,FALSE
240,SPT_0162,0.98,0.01,0.099,0.016,,39,0,39,0,,SPT_0162,1.015,0.009,0.095,0.016,35,0,35,0,-0.035,72,1.537,0.12861,,hypothetical protein,FALSE
2175,SPT_0163,1.006,0.006,0.075,0.006,,138,0,138,0,,SPT_0163,0.992,0.006,0.079,0.007,133,0,133,0,0.014,269,1.479,0.14044,,pneumococcal surface protein A,FALSE
126,SPT_0164,0.976,0.021,0.143,0.031,,21,1,20,0,,SPT_0164,1.006,0.006,0.075,0.017,20,0,20,0,-0.03,39,0.847,0.40221,,hypothetical protein,FALSE
1122,SPT_0165,,,,,mnmA,,,,,,SPT_0165,,,,,,,,,,,,,,tRNA-specific 2-thiouridylase MnmA,FALSE
456,SPT_0166,0.975,0.005,0.072,0.01,,50,0,50,0,,SPT_0166,0.973,0.009,0.094,0.014,46,0,46,0,0.002,94,0.142,0.88767,,MutT/nudix family protein,FALSE
1914,SPT_0167,0.93,0.024,0.154,0.028,gidA,31,1,30,0,,SPT_0167,0.869,0.042,0.205,0.036,33,2,31,0,0.061,62,1.353,0.18089,,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,FALSE
150,SPT_0168,1.003,0.001,0.034,0.02,,3,0,3,0,,SPT_0168,1.103,0.001,0.033,0.019,3,0,3,0,-0.1,4,3.636,0.02205,,chlorohydrolase,FALSE
1680,SPT_0169,,,,,,,,,,,SPT_0169,,,,,,,,,,,,,,metallo-beta-lactamase superfamily protein domain protein,FALSE
234,SPT_0170,0.705,0.004,0.064,0.026,,6,0,6,0,,SPT_0170,0.76,0.007,0.085,0.035,6,0,6,0,-0.055,10,1.265,0.23458,,hypothetical protein,FALSE
246,SPT_0171,1.001,0.005,0.074,0.012,,38,0,38,0,,SPT_0171,1.022,0.004,0.067,0.011,38,0,38,0,-0.02,74,1.25,0.21527,,competence-induced protein Ccs1,FALSE
153,SPT_0172,1.006,0.009,0.094,0.018,,28,0,28,0,,SPT_0172,1.029,0.007,0.082,0.016,27,0,27,0,-0.023,53,0.974,0.33465,,bacteriocin-type signal sequence domain protein,FALSE
186,SPT_0173,0.991,0.004,0.065,0.01,,39,0,39,0,,SPT_0173,1.007,0.009,0.094,0.015,37,0,37,0,-0.017,74,0.912,0.36462,,hypothetical protein,FALSE
684,SPT_0174,0.666,0.013,0.113,0.015,,57,1,56,0,,SPT_0174,0.605,0.046,0.215,0.03,53,7,46,0,0.061,108,1.838,0.06876,,glycoprotein endopeptidase,FALSE
438,SPT_0175,0.933,0.008,0.091,0.014,rimI,44,0,44,0,,SPT_0175,0.881,0.027,0.164,0.026,41,2,39,0,0.051,83,1.762,0.08178,,ribosomal-protein-alanine acetyltransferase,FALSE
1011,SPT_0176,0.737,0.019,0.137,0.016,,71,1,70,0,,SPT_0176,0.695,0.056,0.236,0.03,62,7,55,0,0.041,131,1.215,0.22636,,putative DNA-binding/iron metalloprotein/AP endonuclease,FALSE
503,SPT_0177,0.968,0.007,0.083,0.014,,34,0,34,0,,SPT_0177,0.962,0.016,0.125,0.022,32,0,32,0,0.006,64,0.233,0.8162,,pseudo,FALSE
1270,SPT_0178,0.999,0.005,0.069,0.008,,74,0,74,0,,SPT_0178,0.982,0.008,0.09,0.011,72,1,71,0,0.017,144,1.255,0.21153,,pseudo,FALSE
1480,SPT_0179,0.992,0.007,0.085,0.005,,321,0,321,0,,SPT_0179,0.98,0.009,0.094,0.005,303,2,301,0,0.012,622,1.686,0.09236,,pseudo,FALSE
876,SPT_0181,0.987,0.009,0.095,0.006,,259,2,257,0,,SPT_0181,0.999,0.009,0.096,0.006,243,1,242,0,-0.012,500,1.351,0.17719,,"glycosyl transferase, family 2",FALSE
1617,SPT_0182,1.001,0.007,0.082,0.004,,373,0,373,0,,SPT_0182,1.017,0.008,0.091,0.005,365,0,365,0,-0.017,736,2.631,0.00869,,"ABC transporter, ATP-binding protein",FALSE
156,SPT_0183,0.983,0.006,0.078,0.01,,56,0,56,0,,SPT_0183,0.988,0.005,0.071,0.009,57,0,57,0,-0.006,111,0.403,0.68773,,hypothetical protein,FALSE
225,SPT_0184,0.958,0.013,0.113,0.014,,66,0,66,0,,SPT_0184,1.057,0.013,0.116,0.014,64,0,64,0,-0.1,128,4.969,0,,hypothetical protein,FALSE
201,SPT_0185,0.979,0.006,0.08,0.01,,70,0,70,0,,SPT_0185,1.037,0.016,0.127,0.015,72,1,71,0,-0.058,140,3.24,0.00149,,hypothetical protein,FALSE
1520,SPT_0187,0.987,0.009,0.093,0.005,,318,1,317,0,,SPT_0187,1.014,0.012,0.11,0.006,311,1,310,0,-0.026,627,3.26,0.00117,,pseudo,FALSE
864,SPT_0188,0.996,0.014,0.119,0.01,,138,1,137,0,,SPT_0188,0.974,0.018,0.133,0.011,136,2,134,0,0.022,272,1.437,0.15185,,transcriptional regulator,FALSE
198,SPT_0189,0.998,0.005,0.072,0.023,,10,0,10,0,,SPT_0189,0.956,0.011,0.104,0.035,9,0,9,0,0.042,17,1.022,0.32119,,hypothetical protein,FALSE
666,SPT_0190,1.006,0.005,0.068,0.006,,112,0,112,0,,SPT_0190,1.007,0.006,0.075,0.007,108,0,108,0,-0.001,218,0.125,0.90101,,caax amino protease family,FALSE
1227,SPT_0191,1.003,0.005,0.072,0.005,,177,0,177,0,,SPT_0191,0.997,0.008,0.092,0.007,170,1,169,0,0.006,345,0.642,0.52123,,"transporter, major facilitator family protein",FALSE
198,SPT_0192,1.043,0.001,0.024,0.011,,5,0,5,0,,SPT_0192,0.951,0.001,0.022,0.016,2,0,2,0,0.091,5,4.759,0.00506,,chlorohydrolase,FALSE
657,SPT_0193,1.002,0.005,0.071,0.007,,91,0,91,0,,SPT_0193,1.004,0.009,0.096,0.01,92,0,92,0,-0.002,181,0.126,0.90024,,branched-chain amino acid permease,FALSE
324,SPT_0194,1.002,0.004,0.066,0.01,,42,0,42,0,,SPT_0194,1.012,0.006,0.078,0.012,42,0,42,0,-0.009,82,0.601,0.54922,,branched-chain amino acid transport protein AzlD,FALSE
831,SPT_0195,0.969,0.007,0.084,0.016,,27,0,27,0,,SPT_0195,0.937,0.016,0.125,0.025,24,1,23,0,0.031,49,1.04,0.30363,,"ABC transporter, substrate-binding protein",FALSE
855,SPT_0196,1.018,0.006,0.078,0.009,,79,0,79,0,,SPT_0196,1.032,0.006,0.08,0.009,78,0,78,0,-0.014,155,1.132,0.25958,,lipoprotein,FALSE
1374,SPT_0197,0.996,0.004,0.064,0.005,,181,0,181,0,,SPT_0197,1.015,0.004,0.065,0.005,178,0,178,0,-0.019,357,2.819,0.00509,,acetylornithine deacetylase/succinyl-diaminopimelate desuccinylase,FALSE
1062,SPT_0198,1.015,0.005,0.074,0.008,,92,0,92,0,,SPT_0198,1.018,0.006,0.077,0.008,93,0,93,0,-0.002,183,0.21,0.8337,,"ABC transporter, ATP-binding protein",FALSE
693,SPT_0199,0.991,0.006,0.077,0.009,,69,0,69,0,,SPT_0199,1.005,0.006,0.075,0.009,68,0,68,0,-0.015,135,1.12,0.26457,,ABC transporter permease protein,FALSE
570,SPT_0200,0.996,0.004,0.061,0.006,,97,0,97,0,,SPT_0200,0.985,0.006,0.08,0.008,92,0,92,0,0.01,187,0.987,0.32469,,membrane-bound protein,FALSE
615,SPT_0201,0.996,0.006,0.076,0.007,,122,0,122,0,,SPT_0201,1.009,0.006,0.08,0.007,118,0,118,0,-0.013,238,1.285,0.19997,,hypothetical protein,FALSE
1599,SPT_0202,0.998,0.004,0.061,0.004,,282,0,282,0,,SPT_0202,1.006,0.005,0.069,0.004,277,0,277,0,-0.008,557,1.424,0.15497,,"sensor histidine kinase, putative",FALSE
1287,SPT_0203,0.997,0.006,0.078,0.005,,223,0,223,0,,SPT_0203,1.005,0.006,0.078,0.005,217,0,217,0,-0.008,438,1.061,0.28937,,DNA-binding response regulator,FALSE
534,SPT_0204,0.992,0.005,0.072,0.007,,119,0,119,0,,SPT_0204,0.993,0.005,0.072,0.007,114,0,114,0,-0.001,231,0.077,0.93842,,hypothetical protein,FALSE
471,SPT_0205,0.76,0,0.003,0.002,,2,0,2,0,,SPT_0205,0.933,0.045,0.211,0.122,3,0,3,0,-0.174,3,1.424,0.24972,,ribonucleotide reductase,FALSE
1347,SPT_0206,,,,,,,,,,,SPT_0206,,,,,,,,M,,,,,,Spn1 transposase,FALSE
1263,SPT_0207,1.022,0.006,0.078,0.007,,136,0,136,0,,SPT_0207,1.016,0.007,0.086,0.007,131,0,131,0,0.005,265,0.52,0.60378,,mn2+ and fe2+ transporter of the nramp family,FALSE
459,SPT_0208,0.98,0.006,0.077,0.01,,59,0,59,0,,SPT_0208,0.97,0.008,0.092,0.012,57,0,57,0,0.01,114,0.65,0.51729,,hypothetical protein,FALSE
441,SPT_0209,0.994,0.005,0.07,0.012,,35,0,35,0,,SPT_0209,0.999,0.007,0.084,0.014,34,0,34,0,-0.005,67,0.284,0.77728,,response regulator of the LytR/AlgR family,FALSE
126,SPT_0210,1.012,0.008,0.091,0.026,,12,0,12,0,,SPT_0210,0.97,0.002,0.05,0.015,11,0,11,0,0.042,21,1.372,0.18445,,chlorohydrolase,FALSE
1950,SPT_0211,0.997,0.005,0.067,0.005,mutL,191,0,191,0,,SPT_0211,0.99,0.008,0.09,0.007,184,1,183,0,0.006,373,0.764,0.44532,,DNA mismatch repair protein,FALSE
468,SPT_0212,0.995,0.004,0.065,0.006,ribH,110,0,110,0,,SPT_0212,0.994,0.006,0.076,0.007,108,0,108,0,0.001,216,0.117,0.90671,,"6,7-dimethyl-8-ribityllumazine synthase",FALSE
1206,SPT_0213,0.994,0.005,0.068,0.004,,282,0,282,0,,SPT_0213,1,0.006,0.08,0.005,282,0,282,0,-0.007,562,1.038,0.29963,,riboflavin biosynthesis protein ribAB,FALSE
636,SPT_0214,0.991,0.006,0.075,0.006,ribE,157,0,157,0,,SPT_0214,1.01,0.008,0.089,0.007,154,1,153,0,-0.019,309,2.049,0.04128,,"riboflavin synthase, alpha subunit",FALSE
1101,SPT_0215,1,0.006,0.076,0.005,ribD,245,0,245,0,,SPT_0215,1,0.011,0.106,0.007,237,2,235,0,0.001,480,0.087,0.9308,,riboflavin biosynthesis protein RibD,FALSE
594,SPT_0216,,,,,ruvA,,,,,,SPT_0216,,,,,,,,,,,,,,Holliday junction DNA helicase RuvA,FALSE
564,SPT_0217,1.012,0.005,0.07,0.011,,41,0,41,0,,SPT_0217,1.031,0.008,0.09,0.014,39,0,39,0,-0.019,78,1.04,0.30168,,DNA-3-methyladenine glycosylase 1,FALSE
678,SPT_0218,0.991,0.006,0.076,0.007,,126,0,126,0,,SPT_0218,1.016,0.007,0.083,0.007,126,0,126,0,-0.024,250,2.44,0.01537,,caax amino protease family,FALSE
1032,SPT_0219,1.006,0.005,0.07,0.006,,124,0,124,0,,SPT_0219,0.988,0.008,0.087,0.008,124,0,124,0,0.019,246,1.864,0.06357,,MccC family protein,FALSE
684,SPT_0220,1.011,0.004,0.064,0.006,,127,0,127,0,,SPT_0220,0.963,0.007,0.084,0.008,119,0,119,0,0.048,244,5.036,0,,hypothetical protein,FALSE
945,SPT_0221,0.972,0.005,0.073,0.009,,71,0,71,0,,SPT_0221,0.91,0.026,0.162,0.02,65,1,64,0,0.062,134,2.812,0.00567,,magnesium and cobalt transporter,FALSE
1167,SPT_0222,0.992,0.005,0.073,0.004,,264,0,264,0,,SPT_0222,0.989,0.007,0.081,0.005,261,1,260,0,0.002,523,0.33,0.74155,,phage integrase family integrase/recombinase,FALSE
1515,SPT_0223,0.964,0.008,0.087,0.005,,280,0,280,0,,SPT_0223,0.981,0.011,0.104,0.006,263,1,262,0,-0.017,541,2.014,0.04451,,divergent AAA domain family,FALSE
714,SPT_0224,0.854,0.036,0.189,0.025,,56,3,53,0,,SPT_0224,0.813,0.025,0.159,0.023,49,3,46,0,0.041,103,1.208,0.22979,,putative DNA-binding phage protein,FALSE
183,SPT_0225,0.908,0.01,0.102,0.018,,32,0,32,0,,SPT_0225,0.806,0.026,0.162,0.03,29,2,27,0,0.102,59,2.906,0.00514,,putative DNA-binding phage protein,FALSE
627,SPT_0226,0.983,0.005,0.073,0.01,,50,0,50,0,,SPT_0226,0.893,0.013,0.114,0.018,41,0,41,0,0.09,89,4.369,0.00003,,hypothetical protein,FALSE
396,SPT_0227,1.015,0.006,0.075,0.011,,49,0,49,0,,SPT_0227,0.994,0.01,0.102,0.015,45,1,44,0,0.022,92,1.163,0.24791,,hypothetical protein,FALSE
201,SPT_0228,1.007,0.002,0.043,0.012,,13,0,13,0,,SPT_0228,0.984,0.003,0.051,0.014,14,0,14,0,0.023,25,1.26,0.21918,,hypothetical protein,FALSE
216,SPT_0229,1.012,0.007,0.085,0.016,,27,0,27,0,,SPT_0229,0.994,0.01,0.102,0.02,25,0,25,0,0.018,50,0.695,0.49057,,hypothetical protein,FALSE
342,SPT_0230,0.997,0.007,0.081,0.013,,42,0,42,0,,SPT_0230,0.979,0.011,0.105,0.017,40,0,40,0,0.018,80,0.878,0.38271,,phage protein,FALSE
282,SPT_0231,0.968,0.006,0.08,0.015,,27,0,27,0,,SPT_0231,0.996,0.005,0.073,0.015,24,0,24,0,-0.028,49,1.306,0.19774,,phage protein,FALSE
867,SPT_0232,1.004,0.005,0.068,0.01,,44,0,44,0,,SPT_0232,0.982,0.006,0.078,0.012,43,0,43,0,0.022,85,1.392,0.16758,,phage protein,FALSE
1470,SPT_0233,0.997,0.005,0.071,0.004,,332,0,332,0,,SPT_0233,0.995,0.007,0.086,0.005,320,1,319,0,0.002,650,0.35,0.72663,,"prophage Sa05, DNA primase, P4 family",FALSE
168,SPT_0234,1.027,0.009,0.092,0.017,,29,0,29,0,,SPT_0234,1.072,0.007,0.081,0.015,28,0,28,0,-0.045,55,1.975,0.05329,,hypothetical protein,FALSE
531,SPT_0235,1.022,0.008,0.091,0.01,,81,0,81,0,,SPT_0235,1.023,0.008,0.087,0.01,75,0,75,0,-0.002,154,0.119,0.90578,,phage protein,FALSE
132,SPT_0236,0.981,0.004,0.06,0.012,,24,0,24,0,,SPT_0236,0.986,0.005,0.068,0.014,24,0,24,0,-0.005,46,0.291,0.77263,,phage protein,FALSE
420,SPT_0237,0.995,0.006,0.078,0.008,,88,0,88,0,,SPT_0237,1.005,0.007,0.085,0.009,86,0,86,0,-0.009,172,0.769,0.44293,,phage protein,FALSE
2832,SPT_0238,0.989,0.006,0.075,0.004,uvrA,335,0,335,0,,SPT_0238,0.979,0.008,0.088,0.005,318,0,318,0,0.009,651,1.479,0.13958,,excinuclease ABC subunit A,FALSE
1062,SPT_0239,1.002,0.004,0.064,0.005,,158,0,158,0,,SPT_0239,0.999,0.006,0.075,0.006,155,0,155,0,0.003,311,0.388,0.69862,,Xaa-Pro dipeptidase,FALSE
399,SPT_0240,,,,,spxA,,,,,,SPT_0240,,,,,,,,,,,,,,regulatory protein spx,FALSE
570,SPT_0241,0.979,0.004,0.063,0.008,,62,0,62,0,,SPT_0241,0.99,0.006,0.079,0.01,60,0,60,0,-0.011,120,0.816,0.41623,,"lipoprotein, putative",FALSE
267,SPT_0242,0.91,0.004,0.062,0.011,,32,0,32,0,,SPT_0242,0.878,0.018,0.132,0.024,30,1,29,0,0.032,60,1.206,0.23257,,hypothetical protein,FALSE
420,SPT_0243,,,,,,,,,,,SPT_0243,,,,,,,,,,,,,,hypothetical protein,FALSE
306,SPT_0244,1.044,0.007,0.085,0.014,,37,0,37,0,,SPT_0244,0.976,0.004,0.066,0.011,34,0,34,0,0.068,69,3.761,0.00035,,hypothetical protein,FALSE
1251,SPT_0245,1.017,0.004,0.063,0.005,,132,0,132,0,,SPT_0245,1.019,0.006,0.078,0.007,129,0,129,0,-0.002,259,0.246,0.80617,,"dihydrofolate synthetase, putative",FALSE
456,SPT_0246,1.01,0.006,0.076,0.01,,54,0,54,0,,SPT_0246,1.013,0.006,0.076,0.01,53,0,53,0,-0.003,105,0.219,0.82674,,"lipoprotein, putative",FALSE
1539,SPT_0248,0.951,0.009,0.096,0.006,,250,1,249,0,,SPT_0248,0.937,0.012,0.112,0.007,242,2,240,0,0.014,490,1.463,0.1441,,competence-induced protein Ccs4,FALSE
2208,SPT_0249,0.616,0.074,0.273,0.036,nrdD,56,12,44,0,,SPT_0249,0.59,0.075,0.274,0.046,36,8,28,0,0.026,90,0.442,0.65927,,anaerobic ribonucleoside-triphosphate reductase,FALSE
141,SPT_0250,,,,,,,,,,,SPT_0250,,,,,,,,,,,,,,anaerobic ribonucleoside-triphosphate reductase,FALSE
141,SPT_0251,0.97,0.003,0.052,0.013,,17,0,17,0,,SPT_0251,1.007,0.005,0.07,0.017,16,0,16,0,-0.037,31,1.71,0.09721,,hypothetical protein,FALSE
507,SPT_0252,0.981,0.005,0.069,0.011,,37,0,37,0,,SPT_0252,0.964,0.008,0.088,0.015,35,0,35,0,0.017,70,0.884,0.37959,,"acetyltransferase, gnat family",FALSE
591,SPT_0253,0.789,0.051,0.225,0.041,nrdG,30,1,29,0,,SPT_0253,0.726,0.046,0.214,0.048,20,1,19,0,0.064,48,1.007,0.31898,,anaerobic ribonucleoside-triphosphate reductase activating protein,FALSE
618,SPT_0254,0.995,0.004,0.066,0.006,,103,0,103,0,,SPT_0254,0.994,0.006,0.074,0.008,96,0,96,0,0,197,0.04,0.96848,,phosphoribulokinase / Uridine kinase family,FALSE
309,SPT_0255,,,,,rpsJ,,,,,,SPT_0255,,,,,,,,,,,,,,30S ribosomal protein S10,FALSE
627,SPT_0256,,,,,rplC,,,,,,SPT_0256,,,,,,,,,,,,,,ribosomal protein L3,FALSE
624,SPT_0257,,,,,rplD,,,,,,SPT_0257,,,,,,,,,,,,,,ribosomal protein L4/L1 family,FALSE
297,SPT_0258,,,,,rplW,,,,,,SPT_0258,,,,,,,,,,,,,,ribosomal protein L23,FALSE
834,SPT_0259,,,,,rplB,,,,,,SPT_0259,,,,,,,,,,,,,,50S ribosomal protein L2,FALSE
282,SPT_0260,,,,,rpsS,,,,,,SPT_0260,,,,,,,,,,,,,,30S ribosomal protein S19,FALSE
345,SPT_0261,,,,,rplV,,,,,,SPT_0261,,,,,,,,,,,,,,ribosomal protein L22,FALSE
654,SPT_0262,,,,,rpsC,,,,,,SPT_0262,,,,,,,,,,,,,,30S ribosomal protein S3,FALSE
414,SPT_0263,,,,,rplP,,,,,,SPT_0263,,,,,,,,,,,,,,50S ribosomal protein L16,FALSE
207,SPT_0264,,,,,rpmC,,,,,,SPT_0264,,,,,,,,,,,,,,ribosomal protein L29,FALSE
261,SPT_0265,,,,,rpsQ,,,,,,SPT_0265,,,,,,,,,,,,,,ribosomal protein S17,FALSE
369,SPT_0266,0.48,0,0,0,rplN,1,0,1,0,,SPT_0266,0.1,0.1,X,X,1,1,0,0,,,,,,ribosomal protein L14,FALSE
306,SPT_0267,,,,,rplX,,,,,,SPT_0267,,,,,,,,,,,,,,ribosomal protein L24,FALSE
543,SPT_0268,,,,,rplE,,,,,,SPT_0268,,,,,,,,,,,,,,50S ribosomal protein L5,FALSE
270,SPT_0269,,,,,rpsN,,,,,,SPT_0269,,,,,,,,,,,,,,30S ribosomal protein S14,FALSE
399,SPT_0270,,,,,rpsH,,,,,,SPT_0270,,,,,,,,,,,,,,30S ribosomal protein S8,FALSE
537,SPT_0271,0.619,0.101,0.318,0.13,rplF,6,1,5,0,,SPT_0271,0.781,0.001,0.027,0.016,3,0,3,0,-0.162,7,1.242,0.25406,,50S ribosomal protein L6,FALSE
357,SPT_0272,,,,,rplR,,,,,,SPT_0272,,,,,,,,,,,,,,50S ribosomal protein L18,FALSE
495,SPT_0273,,,,,rpsE,,,,,,SPT_0273,,,,,,,,,,,,,,30S ribosomal protein S5,FALSE
183,SPT_0274,,,,,rpmD,,,,,,SPT_0274,,,,,,,,,,,,,,ribosomal protein L30,FALSE
441,SPT_0275,,,,,rplO,,,,,,SPT_0275,,,,,,,,,,,,,,ribosomal protein L15,FALSE
1311,SPT_0276,,,,,secY,,,,,,SPT_0276,,,,,,,,,,,,,,"preprotein translocase, SecY subunit",FALSE
639,SPT_0277,,,,,adk,,,,,,SPT_0277,,,,,,,,,,,,,,adenylate kinase (ATP-AMP transphosphorylase) (AK)(Superoxide-inducible protein 16) (SOI16),FALSE
219,SPT_0278,,,,,infA,,,,,,SPT_0278,,,,,,,,,,,,,,translation initiation factor IF-1,FALSE
117,SPT_0279,,,,,rpmJ,,,,,,SPT_0279,,,,,,,,,,,,,,ribosomal protein L36,FALSE
