Gene,start,end,strand,na_length,gene.name,product
Rv0331,396201,397367,+,1167,,Oxidoreductase (flavoprotein)
Rv0332,397472,398227,+,756,,hypothetical protein
Rv0333,398254,398628,+,375,,Uncharacterized protein Rv0333
Rv0334,398658,399524,+,867,rmlA,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
Rv0335c,399535,400050,-,516,PE6,PE family protein => PE6
Rv0336,400168,401703,+,1536,,"13E12 repeat family protein, HNH endonuclease domain"
Rv0337c,401873,403162,-,1290,aspC,Alanine transaminase (EC 2.6.1.2)
Rv0338c,403193,405841,-,2649,,Iron-sulphur-binding reductase
Rv0339c,405950,408400,-,2451,,Long regulatory protein with LuxR domain
Rv0340,408634,409173,+,540,,FIG01326805: variable size protein family @ FIG00820656: hypothetical protein
Rv0341,409356,410801,+,1446,iniB,Isoniazid inductible protein IniB; FIG01326805: variable size protein family
Rv0342,410907,412760,+,1854,iniA,"Isoniazid inductible protein IniA, dynamin-like protein"
Rv0343,412757,414238,+,1482,iniC,"Isoniazid inductible protein IniC, dynamin-like protein"
Rv0344c,414381,414914,-,534,lpqJ,Lipoprotein LpqJ
Rv0345,415044,415460,+,417,,Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76)
Rv0346c,415502,416965,-,1464,ansP2,L-asparagine permease
Rv0347,417478,418290,+,813,,hypothetical protein
Rv0348,418293,418946,+,654,,hypothetical protein
Rv0349,419192,419608,+,417,,hypothetical protein
Rv0350,419835,421712,+,1878,dnaK,Chaperone protein DnaK
Rv0351,421709,422416,+,708,grpE,Heat shock protein GrpE
Rv0352,422548,423639,+,1092,dnaJ1,Chaperone protein DnaJ
Rv0353,423639,424019,+,381,hspR,"HspR, transcriptional repressor of DnaK operon"
Rv0354c,424269,424682,-,414,PPE7,PPE family protein => PPE7
Rv0355c,424777,434679,-,9903,PPE8,"PPE family protein, MPTR subgroup => PPE8"
Rv0356c,434830,435459,-,630,,Thioesterase superfamily protein Rv0356c
Rv0357c,435471,436769,-,1299,purA,Adenylosuccinate synthetase (EC 6.3.4.4)
Rv0358,436860,437507,+,648,,hypothetical protein
Rv0359,437518,438297,+,780,,Zinc metalloprotease
Rv0360c,438302,438739,-,438,,hypothetical protein
Rv0361,438822,439649,+,828,,Uncharacterized membrane protein Rv0361
Rv0362,439871,441253,+,1383,mgtE,"Mg/Co/Ni transporter MgtE, CBS domain-containing"
Rv0363c,441265,442299,-,1035,fba,Fructose-bisphosphate aldolase class II (EC 4.1.2.13)
Rv0364,442395,443078,+,684,,DedA protein
Rv0365c,443067,444197,-,1131,,fructose-bisphosphate aldolase family protein
Rv0366c,444222,444815,-,594,,Predicted kinase
Rv0367c,444844,445233,-,390,,hypothetical protein
Rv0368c,445314,446525,-,1212,,Carbon monoxide oxidation accessory protein CoxE
Rv0369c,446531,447133,-,603,,Carbon monoxide oxidation accessory protein CoxG
Rv0370c,447147,448043,-,897,,Carbon monoxide oxidation accessory protein CoxD
Rv0371c,448040,448633,-,594,,Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76)
Rv0372c,448630,449199,-,570,,Aerobic carbon monoxide dehydrogenase molybdenum cofactor insertion protein CoxF
Rv0373c,449404,451803,-,2400,,"Aerobic carbon monoxide dehydrogenase (quinone), large chain (EC 1.2.5.3)"
Rv0374c,451800,452279,-,480,,"Aerobic carbon monoxide dehydrogenase (quinone), small chain (EC 1.2.5.3)"
Rv0375c,452294,453154,-,861,,"Aerobic carbon monoxide dehydrogenase (quinone), medium chain (EC 1.2.5.3)"
Rv0376c,453230,454396,-,1167,,"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family"
Rv0377,454421,455386,+,966,,Transcription regulator in CO-DH cluster
Rv0378,455631,455858,+,228,,hypothetical protein
Rv0379,455983,456192,+,210,secE2,"Dodecin, a flavin storage/sequestration protein"
Rv0380c,456268,456819,-,552,,SpoU rRNA methylase family protein
Rv0381c,456915,457823,-,909,,hypothetical protein Rv0381c
Rv0382c,457841,458380,-,540,pyrE,Orotate phosphoribosyltransferase (EC 2.4.2.10)
Rv0383c,458461,459315,-,855,,putative membrane protein
Rv0384c,459456,462002,-,2547,clpB,Chaperone protein ClpB (ATP-dependent unfoldase)
Rv0385,462135,463307,+,1173,,Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)
Rv0386,463411,466668,+,3258,,"Transcriptional regulator, AfsR family"
Rv0387c,466672,467073,-,402,,hypothetical protein
Rv0388c,467459,468001,-,543,PPE9,"PPE family protein, SVP subgroup => PPE9"
Rv0389,468416,469594,+,1179,purT,Formate-dependent phosphoribosylglycinamide formyltransferase
Rv0390,469591,470013,+,423,,Rhodanese-related sulfurtransferase
Rv0391,470010,471230,+,1221,metZ,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
Rv0392c,471227,472591,-,1365,ndhA,NADH dehydrogenase (EC 1.6.99.3)
Rv0393,473114,474106,+,993,,"13E12 repeat family protein, HNH endonuclease domain"
Rv0394c,474122,474811,-,690,,putative membrane protein
Rv0395,474949,475344,+,396,,hypothetical protein
Rv0396,475326,475742,+,417,,hypothetical protein
Rv0397,475816,476184,+,369,,"13E12 repeat family protein, HNH endonuclease domain"
Rv0398c,476679,477320,-,642,,putative membrane protein
Rv0399c,477327,478556,-,1230,lpqK,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
Rv0400c,478566,479756,-,1191,fadE7,"Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE7"
Rv0401,479789,480160,+,372,,putative membrane protein
Rv0402c,480355,483231,-,2877,mmpL1,Transmembrane transport protein MmpL1
Rv0403c,483228,483656,-,429,mmpS1,Membrane protein MmpS1
Rv0404,484037,485734,+,1698,fadD30,"Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD30"
Rv0405,485731,489939,+,4209,pks6,Modular polyketide synthase
Rv0406c,489887,490705,-,819,,MBL-fold metallo-hydrolase superfamily
Rv0407,490783,491793,+,1011,fgd1,Glucose-6-phosphate dehydrogenase (coenzyme F420) (EC 1.1.98.2)
Rv0408,491861,493858,+,1998,pta,BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)
Rv0409,493851,495008,+,1158,ackA,Acetate kinase (EC 2.7.2.1)
Rv0410c,495062,497314,-,2253,pknG,Serine/threonine protein kinase
Rv0411c,497314,498240,-,927,glnH,"Glutamine ABC transporter, substrate-binding protein GlnH"
Rv0412c,498300,499619,-,1320,,FIG01121868: Possible membrane protein
Rv0413,499770,500366,+,597,mutT3,"Possible mutator protein MutT3 (7,8-dihydro-8-oxoguanine-triphosphatase)"
Rv0414c,500350,501018,-,669,thiE,Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
Rv0415,501148,502170,+,1023,thiO,Glycine oxidase ThiO (EC 1.4.3.19)
Rv0416,502167,502373,+,207,thiS,Sulfur carrier protein ThiS
Rv0417,502366,503124,+,759,thiG,Thiazole synthase (EC 2.8.1.10)
Rv0418,503514,504998,+,1485,lpqL,Uncharacterized lipoprotein aminopeptidase LpqL
Rv0419,505140,506582,+,1443,lpqM,Lipoprotein peptidase LpqM
Rv0420c,506561,506902,-,342,,putative membrane protein
Rv0421c,507132,507761,-,630,,FIG022825: hypothetical protein
Rv0422c,507758,508585,-,828,thiD,Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
Rv0423c,508582,510225,-,1644,thiC,Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)
Rv0424c,510377,510577,-,201,,hypothetical protein
Rv0425c,510702,515321,-,4620,ctpH,Metal cation transporting P-type ATPase CtpH
Rv0426c,515373,515834,-,462,,putative membrane protein
Rv0427c,516017,516892,-,876,xthA,Exodeoxyribonuclease III (EC 3.1.11.2)
Rv0428c,516895,517740,-,846,,Histone acetyltransferase HPA2 and related acetyltransferases
Rv0429c,517803,518396,-,594,def,Peptide deformylase (EC 3.5.1.88)
Rv0430,518745,519041,+,297,,FIG00822394: hypothetical protein
Rv0431,519085,519567,+,483,,Tuberculin related peptide
Rv0432,519600,520322,+,723,sodC,Superoxide dismutase [Cu-Zn] precursor (EC 1.15.1.1)
Rv0433,520303,521454,+,1152,,Carboxylate-amine ligase
Rv0434,521511,522167,+,657,,"Uncharacterized protein, similar to the N-terminal domain of Lon protease"
Rv0435c,522347,524533,-,2187,,"Cell division-associated, ATP-dependent zinc metalloprotease FtsH"
Rv0436c,524530,525390,-,861,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)
Rv0437c,525387,526082,-,696,psd,Phosphatidylserine decarboxylase (EC 4.1.1.65)
Rv0438c,526143,527360,-,1218,moeA2,Molybdopterin molybdenumtransferase (EC 2.10.1.1)
Rv0439c,527379,528314,-,936,,probable oxidoreductase/Short-chain dehydrogenase
Rv0440,528608,530230,+,1623,groEL,Heat shock protein 60 kDa family chaperone GroEL
Rv0441c,530296,530724,-,429,,hypothetical protein
Rv0442c,530751,532214,-,1464,PPE10,"PPE family protein, MPTR subgroup => PPE10"
Rv0443,532396,532911,+,516,,Uncharacterized protein Rv0443
Rv0444c,533091,533789,-,699,,FIG111991: hypothetical protein
Rv0445c,533833,534396,-,564,sigK,RNA polymerase sigma-70 factor
Rv0446c,534445,535227,-,783,,FIG005069: Hypothetical protein
Rv0447c,535224,536507,-,1284,ufaA1,"S-adenosyl-L-methionine dependent methyltransferase, similar to cyclopropane-fatty-acyl-phospholipid synthase"
Rv0448c,536504,537235,-,732,,FIG001571: Hypothetical protein
Rv0449c,537229,538524,-,1296,,"Amine oxidase, flavin-containing"
Rv0450c,538588,541491,-,2904,mmpL4,Transmembrane transport protein MmpL4
Rv0451c,541488,541910,-,423,mmpS4,Membrane protein MmpS4
Rv0452,542160,542852,+,693,,"Transcriptional regulator, AcrR family"
Rv0453,543195,544730,+,1536,PPE11,"PPE family protein, PPW subgroup => PPE11"
Rv0455c,545375,545821,-,447,,putative membrane protein
Rv0456c,545889,546803,-,915,echA2,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv0456A,547076,547357,-,282,,Programmed cell death toxin MazF
Rv0457c,547586,549607,-,2022,,Prolyl endopeptidase (EC 3.4.21.26)
Rv0458,549675,551198,+,1524,,Aldehyde dehydrogenase (EC 1.2.1.3)
Rv0459,551216,551689,+,474,,FIG00821442: hypothetical protein
Rv0460,551710,551988,+,279,,putative membrane protein
Rv0461,551981,552550,+,570,,putative membrane protein
Rv0462,552614,554008,+,1395,lpd,Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
Rv0463,554055,554309,+,255,,putative membrane protein
Rv0464c,554313,554885,-,573,,hypothetical protein
Rv0465c,554882,556306,-,1425,,"Transcriptional regulator, Xre family"
Rv0466,556458,557252,+,795,,Acyl-ACP thioesterase
Rv0467,557527,558813,+,1287,icl,Isocitrate lyase (EC 4.1.3.1) @ Methylisocitrate lyase (EC 4.1.3.30)
Rv0468,558895,559755,+,861,fadB2,3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)
Rv0469,559888,560748,+,861,umaA,Possible mycolic acid synthesis protein UmaA1
Rv0470c,560848,561705,-,858,pcaA,Cyclopropane-fatty-acyl-phospholipid synthase PcaA (EC 2.1.1.79)
Rv0471c,562225,562713,-,489,,hypothetical protein
Rv0472c,562723,563427,-,705,,"Transcriptional regulator Rv0472c, AcrR family"
Rv0473,563546,564934,+,1389,,putative membrane protein
Rv0474,565021,565443,+,423,,"Transcriptional regulator, Xre family"
Rv0475,565797,566396,+,600,hbhA,Iron-regulated heparin binding hemagglutinin HbhA (Adhesin)
Rv0476,566484,566771,+,288,,FIG00820770: hypothetical membrane protein
Rv0477,567004,567222,+,219,,putative membrane protein
Rv0478,567222,567896,+,675,deoC,Deoxyribose-phosphate aldolase (EC 4.1.2.4)
Rv0479c,567921,568670,-,750,,putative membrane protein
Rv0480c,568964,569806,-,843,,Aliphatic amidase AmiE (EC 3.5.1.4)
Rv0481c,569988,570512,-,525,,hypothetical protein
Rv0482,570539,571648,+,1110,murB,UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
Rv0483,571827,573065,+,1239,lprQ,"L,D-transpeptidase => LprQ"
Rv0484c,573046,573801,-,756,,YdfG-like protein
Rv0485,574185,575300,+,1116,,Transcriptional regulator
Rv0486,575348,576790,+,1443,,D-inositol-3-phosphate glycosyltransferase (EC 2.4.1.250)
Rv0487,576817,577338,+,522,,Uncharacterized protein Rv0487/MT0505 clustered with mycothiol biosynthesis gene
Rv0488,577631,578269,+,639,,Arginine exporter protein ArgO
Rv0489,578405,579175,+,771,gpm1,Phosphoglycerate mutase (EC 5.4.2.11)
Rv0490,579349,580581,+,1233,senX3,Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)
Rv0491,580800,581492,+,693,regX3,Phosphate regulon transcriptional regulatory protein PhoB (SphR)
Rv0492c,581489,583378,-,1890,,Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site
Rv0492A,583375,583704,-,330,,hypothetical protein
Rv0493c,583701,584651,-,951,,hypothetical protein
Rv0494,584707,585423,+,717,,"Transcriptional regulator, GntR family"
Rv0495c,585424,586194,-,771,,FIG00820527: hypothetical protein
Rv0496,586346,587380,+,1035,,Exopolyphosphatase (EC 3.6.1.11)
Rv0497,587428,588309,+,882,,Uncharacterized membrane-associated protein Rv0497
Rv0498,588364,589167,+,804,,"AP endonuclease, family protein 2"
Rv0499,589183,590058,+,876,,TesB-like acyl-CoA thioesterase 3
Rv0500,590083,590970,+,888,proC,Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
Rv0500A,591111,591347,+,237,,Excisionase-like protein SCO3328
Rv0501,591654,592784,+,1131,galE2,UDP-glucose 4-epimerase (EC 5.1.3.2)
Rv0502,592791,593867,+,1077,,Phospholipid/glycerol acyltransferase
Rv0503c,593871,594779,-,909,cmaA2,"Cyclopropane-fatty-acyl-phospholipid synthase 2, CmaA2 (EC 2.1.1.79)"
Rv0504c,594802,595302,-,501,,"FIG00821901: hypothetical protein, Rv0504c"
Rv0505c,595464,596387,-,924,serB1,Phosphoserine phosphatase (EC 3.1.3.3)
Rv0506,596786,597202,+,417,mmpS2,Membrane protein MmpS2
Rv0507,597199,600105,+,2907,mmpL2,Transmembrane transport protein MmpL2
Rv0508,600113,600391,+,279,,Glutaredoxin-like domain-containing protein PA3033
Rv0509,600441,601847,+,1407,hemA,Glutamyl-tRNA reductase (EC 1.2.1.70)
Rv0510,601857,602786,+,930,hemC,Porphobilinogen deaminase (EC 2.5.1.61)
Rv0511,602810,604516,+,1707,hemD,Uroporphyrinogen-III methyltransferase (EC 2.1.1.107) / Uroporphyrinogen-III synthase (EC 4.2.1.75)
Rv0512,604701,605591,+,891,hemB,Porphobilinogen synthase (EC 4.2.1.24)
Rv0513,605604,606152,+,549,,Uncharacterized membrane protein Rv0513
Rv0514,606149,606448,+,300,,putative membrane protein
Rv0515,606527,608062,+,1536,,"13E12 repeat family protein, HNH endonuclease domain"
Rv0516c,608059,608415,-,357,,FIG00507771: hypothetical protein
Rv0517,608824,610056,+,1233,,hypothetical protein
Rv0518,610188,610883,+,696,,putative membrane protein
Rv0519c,611172,612074,-,903,,putative membrane protein
Rv0520,612255,612605,+,351,,Dimethylglycine N-methyltransferase (EC 2.1.1.161)
Rv0521,612598,612903,+,306,,Dimethylglycine N-methyltransferase (EC 2.1.1.161)
Rv0522,613038,614342,+,1305,gabP,gamma-aminobutyrate (GABA) permease @ L-arginine permease
Rv0523c,614326,614721,-,396,,Uncharacterized protein Rv0523c
Rv0524,614835,616223,+,1389,hemL,"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)"
Rv0525,616223,616831,+,609,,"Hypothetical, related to broad specificity phosphatases COG0406"
Rv0526,616879,617496,+,618,,Thiol:disulfide oxidoreductase related to ResA
Rv0527,617493,618272,+,780,ccdA,Cytochrome c-type biogenesis protein CcdA (DsbD analog)
Rv0528,618269,619894,+,1626,,Ccs1/ResB-related putative cytochrome C-type biogenesis protein
Rv0529,619891,620865,+,975,ccsA,Cytochrome c-type biogenesis protein CcsA/ResC
Rv0530,620937,622124,+,1188,,hypothetical protein
Rv0531,622329,622646,+,318,,putative membrane protein
Rv0532,622793,624577,+,1785,PE_PGRS6,PE_PGRS family protein => PE_PGRS6
Rv0533c,624473,625480,-,1008,fabH,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"
Rv0534c,625562,626440,-,879,menA,"1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)"
Rv0535,626475,627251,+,777,pnp,5'-methylthioadenosine phosphorylase (EC 2.4.2.28)
Rv0536,627254,628288,+,1035,galE3,UDP-glucose 4-epimerase (EC 5.1.3.2)
Rv0537c,628298,629731,-,1434,,putative membrane protein
Rv0538,630040,631686,+,1647,,Uncharacterized protein Rv0538
Rv0539,631719,632375,+,657,,Glycosyltransferase
Rv0540,632372,633034,+,663,,Uncharacterized nucleoside diphosphate sugar transferase SCO3743
Rv0541c,633055,634380,-,1326,,putative membrane protein
Rv0542c,634416,635504,-,1089,menE,O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)
Rv0543c,635573,635875,-,303,,hypothetical protein
Rv0544c,635935,636213,-,279,,putative membrane protein
Rv0545c,636210,637463,-,1254,pitA,Probable low-affinity inorganic phosphate transporter
Rv0546c,637583,637969,-,387,,FIG020377: hypothetical protein
Rv0547c,638032,638916,-,885,,"Oxidoreductase, short-chain dehydrogenase/reductase family"
Rv0548c,639012,639875,-,864,menB,Naphthoate synthase (EC 4.1.3.36)
Rv0549c,640228,640608,-,381,,"toxin VapC3 @ Toxin 1, PIN domain"
Rv0550c,640638,640856,-,219,,antitoxin vapB3 @ Antitoxin 1a
Rv0551c,641096,642712,-,1617,fadD8,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD8"
Rv0552,642880,644493,+,1614,,Exoenzymes regulatory protein AepA precursor
Rv0553,644499,645470,+,972,menC,O-succinylbenzoate synthase (EC 4.2.1.113)
Rv0554,645467,646255,+,789,bpoC,"Hydrolase, alpha/beta fold family"
Rv0555,646298,647962,+,1665,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)
Rv0556,647959,648474,+,516,,putative membrane protein
Rv0557,648545,649672,+,1128,pimB,Mannosyltransferase PimB
Rv0558,649689,650393,+,705,ubiE,Demethylmenaquinone methyltransferase (EC 2.1.1.163)
Rv0559c,650407,650745,-,339,,putative secreted protein
Rv0560c,650779,651495,-,717,,Possible benzoquinone methyltransferase
Rv0561c,651529,652749,-,1221,,Putative oxidoreductase
Rv0562,652789,653778,+,990,grcC1,Geranylgeranyl diphosphate synthase (EC 2.5.1.29)
Rv0563,653879,654739,+,861,htpX,Protease transmembrane heat shock protein HtpX
Rv0564c,654924,655979,-,1056,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)
Rv0565c,656010,657470,-,1461,,"Monooxygenase, flavin-binding family"
Rv0566c,657548,658039,-,492,,UPF0234 protein Yitk
Rv0567,658321,659340,+,1020,,O-methyltransferase
Rv0568,659450,660868,+,1419,cyp135B1,Cytochrome P450 135B1
Rv0569,661003,661269,+,267,,hypothetical protein
Rv0570,661295,663373,+,2079,nrdZ,Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)
Rv0571c,663487,664818,-,1332,,Phosphoribosyl transferase domain protein
Rv0572c,665042,665260,-,219,,hypothetical protein
Rv0573c,665851,667242,-,1392,,Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
Rv0574c,667252,668394,-,1143,,Capsule biosynthesis protein CapA
Rv0575c,668579,669745,-,1167,,Oxidoreductase
Rv0576,669839,671152,+,1314,,"Transcriptional regulator, ArsR family / Ligand-binding SRPBCC domain protein family / DinB domain"
Rv0577,671160,671951,+,792,TB27.3,27 kDa antigen Cfp30B
Rv0578c,671996,675916,-,3921,PE_PGRS7,PE_PGRS family protein => PE_PGRS7
Rv0579,676238,676996,+,759,,FIG00825218: hypothetical protein
Rv0580c,677125,677493,-,369,,hypothetical protein
Rv0581,677710,677925,+,216,,"antitoxin VapB26 @ Antitoxin to Toxin 1, PIN domain"
Rv0582,677922,678329,+,408,,"toxin VapC26 @ Toxin 1, PIN domain"
Rv0583c,678389,679075,-,687,lpqN,PROBABLE CONSERVED LIPOPROTEIN LPQN
Rv0584,679229,681862,+,2634,,"Alpha-1,2-mannosidase"
Rv0585c,681885,684272,-,2388,,putative membrane protein
Rv0586,684410,685132,+,723,,"Transcriptional regulator, GntR family"
Rv0587,685129,685926,+,798,yrbE2A,Conserved hypothetical integral membrane protein YrbEa
Rv0588,685928,686815,+,888,yrbE2B,Conserved hypothetical integral membrane protein YrbEb
Rv0589,686866,688035,+,1170,mce2A,MCE-family protein MceA
Rv0590,688032,688859,+,828,mce2B,MCE-family protein MceB
Rv0590A,688883,689062,+,180,,MCE-family protein MceB
Rv0591,689059,690504,+,1446,mce2C,MCE-family protein MceC
Rv0592,690501,692027,+,1527,mce2D,MCE-family protein MceD
Rv0593,692114,693232,+,1119,lprL,MCE-family lipoprotein MceE
Rv0594,693192,694787,+,1596,mce2F,MCE-family protein MceF
Rv0595c,694839,695231,-,393,,hypothetical protein
Rv0596c,695228,695485,-,258,,hypothetical protein
Rv0597c,695668,696903,-,1236,,ATPase
Rv0598c,697154,697567,-,414,,"toxin VapC27 @ Toxin 1, PIN domain"
Rv0599c,697564,697788,-,225,,"antitoxin VapB27 @ Antitoxin to Toxin 1, PIN domain"
Rv0600c,697904,698410,-,507,,Two-component system sensor histidine kinase
Rv0601c,698524,698994,-,471,,Two-component system sensor histidine kinase
Rv0602c,699038,699742,-,705,tcrA,"Two-component transcriptional response regulator, OmpR family"
Rv0603,699856,700167,+,312,,hypothetical protein
Rv0604,700263,701189,+,927,lpqO,protein of unknown function LppY and LpqO
Rv0605,701589,702014,+,426,,Resolvase
Rv0606,702016,702759,+,744,,Mobile element protein
Rv0607,702729,703199,+,471,,hypothetical protein
Rv0608,703244,703489,+,246,,hypothetical protein
Rv0609,703486,703887,+,402,,"toxin VapC28 @ Toxin 1, PIN domain"
Rv0610c,704752,705909,-,1158,,hypothetical protein
Rv0611c,705961,706182,-,222,,hypothetical protein
Rv0612,706381,706929,+,549,,hypothetical protein Rv0612 Rv0609A
Rv0613c,706948,709515,-,2568,,Uncharacterized protein Rv0613c
Rv0614,709599,710348,+,750,,putative membrane protein
