Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SP_0212,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000410615,371,FALSE,0.769175926,Intracellular,rplB,50S ribosomal protein L2
SP_0213,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.748582721,Intracellular,rpsS,30S ribosomal protein S19
SP_0214,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.732137395,Intracellular,rplV,50S ribosomal protein L22
SP_0215,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.632895391,Intracellular,rpsC,30S ribosomal protein S3
SP_0216,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.673460584,Intracellular,rplP,50S ribosomal protein L16
SP_0217,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000603077,371,FALSE,0.57074387,Intracellular,rpmC,50S ribosomal protein L29
SP_0218,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.715009277,Intracellular,rpsQ,30S ribosomal protein S17
SP_0219,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.697076289,Intracellular,rplN,50S ribosomal protein L14
SP_0220,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.701393434,Intracellular,rplX,50S ribosomal protein L24
SP_0221,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.782874437,Intracellular,rplE,50S ribosomal protein L5
SP_0222,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.881655168,Intracellular,rpsN,30S ribosomal protein S14
SP_0223,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,TRUE,0.77914979,NA,,
SP_0224,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001361086,371,FALSE,1.198144639,Intracellular,rpsH,30S ribosomal protein S8
SP_0225,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.002621899,371,FALSE,0.603124621,Intracellular,rplF,50S ribosomal protein L6
SP_0226,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.63722837,Intracellular,rplR,50S ribosomal protein L18
SP_0227,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.584072623,Intracellular,rpsE,30S ribosomal protein S5
SP_0228,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.004206993,371,FALSE,0.694700057,Intracellular,rpmD,50S ribosomal protein L30
SP_0229,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.994569355,Intracellular,rplO,50S ribosomal protein L15
SP_0230,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Membrane transport,"Folding, sorting, degradation",NA,2,0.000107413,371,TRUE,0.803602739,Membrane,secY,preprotein translocase subunit SecY
SP_0231,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.004722382,371,TRUE,0.656220863,Intracellular,adk,adenylate kinase (EC 2.7.4.3)
SP_0232,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,TRUE,0.67227473,Intracellular,infA,translation initiation factor IF-1
SP_0233,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,245,FALSE,0.7380696,Intracellular,rpmJ,50S ribosomal protein L36
SP_0234,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,370,FALSE,0.503464998,Intracellular,rpsM,30S ribosomal protein S13
SP_0235,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.439755063,Intracellular,rpsK,30S ribosomal protein S11
SP_0236,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000100448,371,TRUE,0.73191061,Intracellular,rpoA,DNA-directed RNA polymerase subunit alpha
SP_0237,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001430111,371,FALSE,1.390145873,Intracellular,rplQ,50S ribosomal protein L17
SP_0238,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000261717,371,FALSE,0.740244406,NA,,
SP_0239,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.004752857,369,FALSE,1.124073838,NA,,
SP_0240,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.005314268,371,FALSE,0.688503505,Intracellular,,phosphoglycerate mutase
SP_1825,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.444907147,371,FALSE,1.006799741,Membrane,,
SP_0242,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.444907147,371,FALSE,1.213661257,Membrane,,ABC transporter ATP-binding protein
SP_0244,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.890604892,NA,,
SP_0245,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.000478784,371,FALSE,1.189347963,Intracellular,,Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
SP_0247,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004747403,371,FALSE,0.584058406,Intracellular,,transcriptional regulator
SP_0248,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.002013483,371,FALSE,1.435077774,Membrane,CelC,PTS system transporter subunit IIA
SP_0249,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.007191573,371,FALSE,1.14774191,Membrane,CelA,PTS system transporter subunit IIB
SP_0250,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.009766503,370,FALSE,0.76692899,Membrane,CelB,PTS system transporter subunit IIC
SP_0251,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.002390446,370,FALSE,0.724649717,Intracellular,,formate acetyltransferase
SP_0252,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.008267351,371,FALSE,0.518151024,Intracellular,,fructose-6-phosphate aldolase
SP_0253,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.003026612,371,FALSE,0.72696004,Intracellular,gldA,glycerol dehydrogenase
SP_0254,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.008845895,371,FALSE,0.388691428,Intracellular,leuS,leucyl-tRNA synthetase
SP_0255,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.196292162,369,FALSE,0.458980082,Intracellular,,acetyltransferase
SP_0256,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.135064681,371,FALSE,0.555357742,Intracellular,,acetyltransferase
SP_0258,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005874807,17,FALSE,0.513863182,NA,,
SP_0259,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.002391092,371,TRUE,0.645085632,Intracellular,ruvB,Holliday junction DNA helicase RuvB
SP_0260,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.039222764,366,FALSE,1.789090781,NA,,
SP_0261,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.001513217,371,TRUE,0.57243659,Intracellular,uppS,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
SP_0262,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.004392758,371,TRUE,0.82513504,Membrane,,phosphatidate cytidylyltransferase
SP_0263,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.003217868,371,FALSE,0.647070482,Intracellular,,eep protein
SP_0264,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001876243,371,TRUE,0.651311651,Intracellular,proS,prolyl-tRNA synthetase
SP_0266,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.008572697,371,TRUE,1.072210097,Intracellular,,glucosamine--fructose-6-phosphate aminotransferase
SP_0267,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.007709919,371,FALSE,1.341466623,Intracellular,,
SP_0268,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.005636555,371,FALSE,1.866151907,Intracellular,,alkaline amylopullulanase
SP_0269,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.024577573,21,FALSE,1.107031026,NA,,
SP_0271,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000838546,371,FALSE,0.703707218,Intracellular,rpsL,30S ribosomal protein S12
SP_0272,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.552068447,Intracellular,rpsG,30S ribosomal protein S7
SP_0273,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001429561,371,TRUE,0.396396367,Intracellular,fusA,elongation factor G
SP_0274,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.003899656,371,TRUE,0.489675036,Intracellular,polC,DNA polymerase III PolC
SP_0276,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.044794145,370,FALSE,1.251160643,Intracellular,,
SP_0277,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.008855599,361,FALSE,1.2611751,NA,,
SP_0278,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.01022943,371,FALSE,0.608308318,Intracellular,,aminopeptidase
SP_0279,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007040599,355,FALSE,1.464031177,Membrane,,
SP_0280,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.024991753,369,FALSE,0.793596547,Intracellular,,ribosomal small subunit pseudouridine synthase A
SP_0281,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.005309987,371,FALSE,0.443590024,Intracellular,,aminopeptidase
SP_0282,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.000150769,371,FALSE,1.89948924,Membrane,,PTS system mannose-specific transporter subunit IID
SP_0283,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.000427921,371,FALSE,1.484704518,Membrane,,PTS system mannose-specific transporter subunit IIC
SP_0284,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.001984205,371,FALSE,1.12090787,Membrane,,PTS system mannose-specific transporter subunit IIAB
SP_0285,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004536302,371,FALSE,1.681331133,Intracellular,,alcohol dehydrogenase
SP_0286,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004011903,370,FALSE,0.416872208,Intracellular,, Cof family protein
SP_0288,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.02247668,371,FALSE,0.923468103,NA,,
SP_0289,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.027894721,371,FALSE,0.781568,Intracellular,,Dihydropteroate synthase (EC 2.5.1.15)
SP_0290,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.012865194,371,TRUE,0.427645864,Intracellular,,Dihydrofolate synthase (EC 6.3.2.12) 
SP_0291,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.004508269,371,TRUE,0.543121142,Intracellular,,GTP cyclohydrolase I (EC 3.5.4.16) type 1
SP_0292,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.010732087,371,TRUE,0.443228073,Intracellular,,"Bifunctional folate synthesis protein [Includes: Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase); 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase) (HPPK)]"
SP_0293,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005647368,371,FALSE,0.593788518,NA,,
SP_0294,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000808421,371,FALSE,0.799822953,Intracellular,rplM,50S ribosomal protein L13
SP_0295,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001058499,371,FALSE,0.777675408,Intracellular,rplI,30S ribosomal protein S9
SP_0296,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.15579455,182,FALSE,0.879256813,NA,,
SP_0297,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.018912,88,FALSE,0.388823797,NA,,
SP_0298,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.014457012,90,FALSE,1.408767229,NA,,
SP_0302,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.055887006,258,FALSE,0.925404896,NA,,
SP_0578,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.250854132,370,FALSE,1.444306106,Intracellular,bglA-2,Beta-glucosidase/6-phospho-beta-glucosidase/beta- galactosidase
SP_0303,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.250854132,370,FALSE,10.04699999,Intracellular,celA,6-phospho-beta-glucosidase
SP_0304,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.003273182,258,FALSE,2.945260405,Membrane,,
SP_0305,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.003475919,258,FALSE,8.536786999,Membrane,celB,PTS system cellobiose transporter subunit IIB
SP_0306,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.019394061,257,FALSE,8.624222283,Intracellular,,transcriptional regulator
SP_0307,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.019394061,257,FALSE,4.924047105,Membrane,,PTS system transporter subunit IIA
SP_0308,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.000305653,258,FALSE,6.295365364,Membrane,celC,cellobiose phosphotransferase system IIA component
SP_0309,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.017313889,258,FALSE,4.526912134,NA,,
SP_0310,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.003420332,258,FALSE,4.469203095,Membrane,celD,cellobiose phosphotransferase system IIC component
SP_0311,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00183093,348,FALSE,0.881149961,NA,,
SP_0312,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.047685649,370,FALSE,0.532351695,Intracellular,,glycosyl hydrolase
SP_0313,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.010586913,370,FALSE,0.504721944,Intracellular,,glutathione peroxidase
SP_0314,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.125708432,368,FALSE,0.619643826,Capsule,,hyaluronidase
SP_0316,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.682273922,NA,,
SP_0317,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006016967,370,FALSE,1.870474079,Intracellular,,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
SP_0318,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.005935221,370,FALSE,2.11716412,Intracellular,,Carbohydrate kinase
SP_0319,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006003649,370,FALSE,1.812377615,NA,,
SP_0320,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.003114696,370,FALSE,1.906261519,Intracellular,,gluconate 5-dehydrogenase
SP_0321,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.009399835,370,FALSE,1.527534561,Intracellular,,PTS system transporter subunit IIA
SP_0322,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.006673962,370,FALSE,1.517945443,Intracellular,,glucuronyl hydrolase
SP_0323,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.011868418,370,FALSE,0.89546028,Membrane,,PTS system transporter subunit IIB
SP_0325,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.004400772,370,FALSE,2.004551415,Membrane,,PTS system transporter subunit IID
SP_0326,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.018818478,370,FALSE,1.162468188,Membrane,YajC,preprotein translocase subunit YajC
SP_0327,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.012604698,370,FALSE,1.17898241,Intracellular,,
SP_0329,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0,1,FALSE,1.399223027,Intracellular,,
SP_0330,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.000274766,370,FALSE,0.41743767,Intracellular,RegR,Sugar binding transcriptional regulator RegR
SP_0332,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.305116417,371,FALSE,0.568586008,NA,,
SP_0333,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.007147572,371,FALSE,0.680411639,Intracellular,,
SP_0334,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005508981,371,FALSE,0.568261335,Intracellular,MraW,S-adenosyl-methyltransferase MraW
SP_0335,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.000232871,371,TRUE,0.564960924,Cell Wall,FtsL, Cell division protein FtsL
SP_0336,METABOLISM,CELLULAR PROCESSES,NA,Cell wall metabolism,Cell division,NA,2,0.009859645,371,TRUE,0.35739739,Cell Wall,,Penicillin-binding protein 2x
SP_0337,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.013908102,371,TRUE,2.307011559,Cell Wall,MraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) 
SP_0338,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.008340454,371,FALSE,2.269715449,Intracellular,,ATP-dependent Clp protease ATP-binding subunit
SP_0340,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.003580144,371,FALSE,0.761163504,Intracellular,, S-ribosylhomocysteine lyase (EC 4.4.1.21) 
SP_0341,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005056388,371,FALSE,0.480663826,NA,,
SP_0342,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.010888451,371,FALSE,1.409443884,Intracellular,," Glucan 1,6-alpha-glucosidase (EC 3.2.1.70)"
SP_0346,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.044087934,368,FALSE,1.522605782,Capsule,cps4A,capsular polysaccharide biosynthesis protein Cps4A
SP_0347,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.109700323,368,FALSE,0.384519701,Capsule,cps4B,capsular polysaccharide biosynthesis protein Cps4B
SP_0348,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.136805508,370,FALSE,0.802417394,Capsule,cps4C,capsular polysaccharide biosynthesis protein Cps4C
SP_0349,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.113826342,338,FALSE,1.660820738,Capsule,cps4D,capsular polysaccharide biosynthesis protein Cps4D
SP_0350,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.070513569,34,FALSE,4.76193743,Capsule,cps4E,capsular polysaccharide biosynthesis protein Cps4E
SP_0351,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.067057602,34,FALSE,9.747815433,Capsule,cps4F,capsular polysaccharide biosynthesis protein Cps4F
SP_0352,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.000159578,26,FALSE,1.177685365,Capsule,cps4G,capsular polysaccharide biosynthesis protein Cps4G
SP_0353,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0,26,FALSE,0.826684764,Capsule,cps4H,capsular polysaccharide biosynthesis protein Cps4H
SP_0354,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,26,FALSE,1.257951825,NA,,
SP_0355,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.30419741,33,FALSE,0.922468779,NA,,
SP_0356,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.00022259,26,FALSE,2.229837789,Membrane,,polysaccharide transporter
SP_0357,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.179960343,88,FALSE,0.43252222,Capsule,cps4I,UDP-N-acetylglucosamine-2-epimerase (EC 5.1.3.14)
SP_0358,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.56578829,76,FALSE,8.535090642,Capsule,cps4J,capsular polysaccharide biosynthesis protein Cps4J
SP_0359,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.006174695,34,FALSE,6.506033422,Capsule,cps4K,capsular polysaccharide biosynthesis protein Cps4K
SP_0360,METABOLISM,NA,NA,Capsule metabolism,NA,NA,1,0.000731089,34,FALSE,0.765898495,Capsule,cps4L,UDP-N-acetylglucosamine 2-epimerase
SP_0366,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.259823575,371,FALSE,2.310332535,Membrane,AliA,oligopeptide ABC transporter oligopeptide-binding protein AliA
SP_1891,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.259823575,371,FALSE,0.719536951,Membrane,amiA,"oligopeptide ABC transporter, oligopeptide-binding protein AmiA"
SP_1527,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.259823575,371,FALSE,1.888027802,Membrane,AliB,"Oligopeptide ABC transporter, oligopeptide-binding protein"
SP_0367,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,3,FALSE,1.548728908,NA,,
SP_0368,CELLULAR PROCESSES,CELLULAR PROCESSES,NA,Structural proteins,Cell community,NA,2,0.014157225,371,FALSE,1.080454078,Cell Wall,,cell wall surface anchor family protein
SP_0369,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.005397257,371,FALSE,0.773541735,Cell Wall,,penicillin-binding protein 1A
SP_0370,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.003943612,371,FALSE,0.710117431,Intracellular,recU,Holliday junction-specific endonuclease (Recombination protein U homolog)
SP_0372,CELLULAR PROCESSES,NA,NA,Cell growth and death,NA,NA,1,0.005223019,371,FALSE,0.683216407,Cell Wall,gpsB, Cell division protein GpsB
SP_0373,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006434394,371,FALSE,0.520253164,NA,,
SP_0374,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.009897612,371,FALSE,0.359968424,NA,,
SP_0375,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.002854329,371,TRUE,0.370216767,Intracellular,gnd,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
SP_0376,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004737133,371,TRUE,0.364035584,Intracellular,,DNA-binding response regulator
SP_0378,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.3868552,371,FALSE,0.463281956,Cell Wall,,choline binding protein J
SP_0377,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.3868552,371,FALSE,0.672531652,Cell Wall,,choline binding protein C
SP_0391,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.3868552,371,FALSE,0.524279876,Cell Wall,,choline binding protein F
SP_2190,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.3868552,371,FALSE,1.966550592,Cell Wall,cbpA,adhesin cbpA
SP_0379,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.01350691,283,FALSE,0.395356149,NA,,
SP_0380,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.231394333,273,FALSE,0.790611592,NA,,
SP_0381,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.00681095,371,TRUE,0.424044918,Intracellular,mvaK1,Mevalonate kinase (EC 2.7.1.36)
SP_0382,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.007911234,371,TRUE,0.445931152,Intracellular,mvaD,Diphosphomevalonate decarboxylase (EC 4.1.1.33)
SP_0383,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.016063775,371,TRUE,0.413492764,Intracellular,mvaK2,Phosphomevalonate kinase (EC 2.7.4.2)
SP_0384,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.006360589,371,TRUE,0.35471137,Intracellular,,"Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)"
SP_0385,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002332631,371,TRUE,1.265611431,NA,,
SP_0386,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Signal transduction,NA,NA,1,0.012294466,371,FALSE,0.622231739,Intracellular,,Sensor histidine kinase VraS
SP_0387,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Signal transduction,Transcription,NA,2,0.003731814,371,FALSE,0.851931071,Intracellular,, DNA-binding response regulator VraR
SP_0389,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.480481442,370,FALSE,1.462998351,NA,,
SP_0390,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.480481442,370,FALSE,0.755077301,Cell Wall,,choline binding protein G
SP_0394,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.006033687,164,FALSE,0.991848692,Membrane,,PTS system mannitol-specific transporter subunit IIBC
SP_0395,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004107707,163,FALSE,1.583817827,Intracellular,,transcriptional regulator
SP_0396,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.013076617,164,FALSE,1.287048612,Membrane,,PTS system mannitol-specific transporter subunit IIA
SP_0397,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006541367,164,FALSE,0.887568064,Intracellular,,mannitol-1-phosphate 5-dehydrogenase
